rollout/ep_rew_mean,train/explained_variance,train/n_updates,rollout/ep_len_mean,train/policy_loss,time/fps,time/time_elapsed,time/total_timesteps,train/entropy_loss,time/iterations,train/learning_rate,train/value_loss,eval/mean_reward,eval/mean_ep_length
14.79,0.46612709760665894,2499,408.88,0.07871008664369583,395,506,200000,-0.6733946800231934,2500,0.0007,0.6557115912437439,,
14.9,0.2725400924682617,2599,416.45,0.316671222448349,396,524,208000,-0.8602617383003235,2600,0.0007,0.8494748473167419,,
15.99,0.013977527618408203,2699,433.31,-0.43325209617614746,398,542,216000,-0.874843418598175,2700,0.0007,3.2133419513702393,,
16.15,0.3619754910469055,2799,426.52,0.009976073168218136,399,560,224000,-0.9047877192497253,2800,0.0007,0.6088170409202576,,
16.22,0.23449689149856567,2899,430.02,-0.30356565117836,401,578,232000,-0.8637577295303345,2900,0.0007,1.4644242525100708,,
16.69,0.36378324031829834,2999,439.97,0.047134172171354294,402,596,240000,-0.7565369009971619,3000,0.0007,0.5595543384552002,,
16.52,0.5233334898948669,3099,441.73,-0.1609613299369812,403,614,248000,-0.6588333249092102,3100,0.0007,0.8186371922492981,,
16.67,0.3521704077720642,3199,462.75,0.253395676612854,404,632,256000,-0.8472036719322205,3200,0.0007,0.6058926582336426,,
17.6,0.47976791858673096,3299,475.1,0.1605951339006424,405,651,264000,-0.8508333563804626,3300,0.0007,0.5841978192329407,,
18.7,0.6719248294830322,3399,487.78,0.03031124547123909,406,669,272000,-0.7290104031562805,3400,0.0007,0.3523238003253937,,
19.05,0.4106075167655945,3499,495.05,0.18287812173366547,407,686,280000,-0.7520279884338379,3500,0.0007,0.45634356141090393,,
20.17,0.6494737267494202,3599,515.66,0.16082686185836792,408,704,288000,-0.7391936182975769,3600,0.0007,0.524458110332489,,
20.76,0.8385273218154907,3699,520.45,0.051914822310209274,410,721,296000,-0.6556121706962585,3700,0.0007,0.48350244760513306,,
21.39,0.6687803268432617,3799,528.94,0.08553386479616165,411,738,304000,-0.658329963684082,3800,0.0007,1.920507788658142,,
21.77,0.649586945772171,3899,555.16,0.007209286093711853,412,756,312000,-0.6146470308303833,3900,0.0007,0.8675618171691895,,
,0.8436978608369827,3999,,0.01728476956486702,,,320000,-0.5267902612686157,,0.0007,0.24418728053569794,16.2,813.0
21.97,,,578.72,,409,781,320000,,4000,,,,
23.19,0.7824851274490356,4099,620.46,-0.027305176481604576,410,798,328000,-0.527766227722168,4100,0.0007,0.28517794609069824,,
24.55,0.667718231678009,4199,677.75,0.06659404933452606,412,815,336000,-0.36850982904434204,4200,0.0007,1.077120065689087,,
25.41,0.6788693368434906,4299,696.9,-0.013914969749748707,413,832,344000,-0.4866452217102051,4300,0.0007,0.6469928622245789,,
26.23,0.5744988918304443,4399,701.03,0.0846940279006958,414,849,352000,-0.4506666660308838,4400,0.0007,0.6911031603813171,,
24.98,0.3174200654029846,4499,694.77,0.1963736116886139,415,866,360000,-0.39090704917907715,4500,0.0007,1.0586649179458618,,
25.22,0.6654636859893799,4599,721.07,-0.12345506250858307,416,883,368000,-0.34610888361930847,4600,0.0007,1.649139642715454,,
26.09,0.8013523817062378,4699,724.7,-0.08846491575241089,417,901,376000,-0.3102256953716278,4700,0.0007,1.1870979070663452,,
27.69,0.8062074929475784,4799,736.75,-0.0014653534162789583,418,918,384000,-0.3347122371196747,4800,0.0007,0.6935389041900635,,
28.04,0.6545344293117523,4899,765.61,-0.030353253707289696,419,935,392000,-0.48252955079078674,4900,0.0007,1.0497002601623535,,
27.46,0.7100973129272461,4999,783.13,0.10651188343763351,419,952,400000,-0.4390399158000946,5000,0.0007,1.5916500091552734,,
27.05,0.8007652014493942,5099,747.21,0.021298756822943687,420,969,408000,-0.4658127427101135,5100,0.0007,0.5448164343833923,,
26.37,0.9638408608734608,5199,720.45,0.025312775745987892,421,986,416000,-0.2961765229701996,5200,0.0007,0.12106118351221085,,
27.25,0.7708386331796646,5299,758.4,-0.28958967328071594,422,1004,424000,-0.27916795015335083,5300,0.0007,1.4662824869155884,,
28.07,0.7423057854175568,5399,786.7,0.08154824376106262,422,1021,432000,-0.3634538948535919,5400,0.0007,1.3479183912277222,,
29.47,0.865243524312973,5499,812.87,-0.2734623849391937,423,1038,440000,-0.32052507996559143,5500,0.0007,0.9970710873603821,,
31.25,0.7411086559295654,5599,854.22,-0.08254044502973557,424,1055,448000,-0.5162057876586914,5600,0.0007,1.7539037466049194,,
32.96,0.4753373861312866,5699,825.47,-0.36584898829460144,424,1073,456000,-0.2521328926086426,5700,0.0007,3.4254348278045654,,
33.62,0.7947889715433121,5799,836.04,-0.058545615524053574,425,1090,464000,-0.3388945162296295,5800,0.0007,0.820462703704834,,
32.73,0.7916548401117325,5899,837.89,0.011758208274841309,426,1107,472000,-0.40407562255859375,5900,0.0007,0.7553426027297974,,
,0.5361047387123108,5999,,-0.10564573854207993,,,480000,-0.20213334262371063,,0.0007,1.2606855630874634,36.8,1155.2
32.09,,,865.4,,422,1134,480000,,6000,,,,
32.05,0.5770546793937683,6099,888.22,-0.004434545990079641,423,1152,488000,-0.2524681091308594,6100,0.0007,1.005588412284851,,
32.0,0.7433927059173584,6199,901.31,0.07342874258756638,424,1169,496000,-0.3292604982852936,6200,0.0007,0.9060865640640259,,
32.33,0.8122258633375168,6299,877.29,-0.0011916160583496094,424,1186,504000,-0.21481740474700928,6300,0.0007,0.9528738856315613,,
33.23,0.8414382487535477,6399,920.38,0.027915695682168007,425,1203,512000,-0.20928311347961426,6400,0.0007,0.45335888862609863,,
34.76,0.5889393091201782,6499,961.25,-0.007040463387966156,425,1221,520000,-0.31391826272010803,6500,0.0007,1.092704176902771,,
35.23,0.7550799548625946,6599,959.64,-0.04363962635397911,426,1238,528000,-0.21708321571350098,6600,0.0007,0.5852891802787781,,
35.37,0.5136734545230865,6699,919.4,-0.13859514892101288,426,1255,536000,-0.10681245476007462,6700,0.0007,1.446998953819275,,
35.97,0.9276088699698448,6799,919.09,0.00413640309125185,427,1273,544000,-0.17648890614509583,6800,0.0007,0.35205912590026855,,
36.43,0.6891969442367554,6899,969.55,-0.11500930786132812,427,1290,552000,-0.2959093749523163,6900,0.0007,2.488651990890503,,
37.35,0.6513737440109253,6999,1012.22,0.02274736762046814,428,1307,560000,-0.23897016048431396,7000,0.0007,2.725562572479248,,
37.79,0.9245530515909195,7099,1004.63,0.005825209431350231,428,1324,568000,-0.20702973008155823,7100,0.0007,0.3933252990245819,,
38.38,0.8022086024284363,7199,995.26,-0.014773865230381489,429,1341,576000,-0.16810159385204315,7200,0.0007,0.49599677324295044,,
38.26,0.9385228306055069,7299,1009.53,-0.01658504083752632,429,1358,584000,-0.2221430391073227,7300,0.0007,0.3531543016433716,,
37.9,0.5066213309764862,7399,1036.08,-0.1128624677658081,430,1376,592000,-0.29651957750320435,7400,0.0007,3.3767623901367188,,
37.88,0.773006871342659,7499,1030.3,-0.2144020050764084,430,1393,600000,-0.17439749836921692,7500,0.0007,1.7000778913497925,,
38.35,0.6201650202274323,7599,1022.47,0.040417417883872986,430,1411,608000,-0.22260728478431702,7600,0.0007,1.4018205404281616,,
39.46,0.9272289946675301,7699,1000.49,0.08287183195352554,431,1428,616000,-0.17898333072662354,7700,0.0007,0.299045592546463,,
39.89,0.8757065981626511,7799,1031.53,0.004033604171127081,431,1445,624000,-0.20495520532131195,7800,0.0007,0.872097909450531,,
39.71,0.9641151316463947,7899,1033.25,-0.019515635445713997,432,1462,632000,-0.1441652476787567,7900,0.0007,0.2570078670978546,,
,0.8932030498981476,7999,,0.040514156222343445,,,640000,-0.17292137444019318,,0.0007,0.827496349811554,41.2,1046.2
40.12,,,1064.95,,430,1486,640000,,8000,,,,
39.11,0.8966218084096909,8099,1043.61,0.03163205087184906,430,1504,648000,-0.170241117477417,8100,0.0007,0.45086702704429626,,
39.57,0.9610474593937397,8199,1075.64,-0.027796411886811256,431,1521,656000,-0.11151986569166183,8200,0.0007,0.2366437464952469,,
39.76,0.7450288236141205,8299,1095.06,-0.17506802082061768,431,1538,664000,-0.13868722319602966,8300,0.0007,4.015711307525635,,
39.94,0.7843074053525925,8399,1111.54,-0.0849110335111618,432,1555,672000,-0.11595406383275986,8400,0.0007,2.2570486068725586,,
40.03,0.9249416068196297,8499,1136.3,0.011827880516648293,432,1572,680000,-0.12404271215200424,8500,0.0007,0.3097759187221527,,
40.11,0.7721448242664337,8599,1146.24,-0.02281573787331581,432,1589,688000,-0.12589459121227264,8600,0.0007,2.3132071495056152,,
40.31,0.6835674047470093,8699,1139.08,0.004877966828644276,433,1606,696000,-0.23957259953022003,8700,0.0007,1.8308944702148438,,
40.54,0.9470287263393402,8799,1179.5,0.01903146132826805,433,1623,704000,-0.09818098694086075,8800,0.0007,0.3614274561405182,,
39.9,0.9166579395532608,8899,1131.29,-0.0330180786550045,434,1640,712000,-0.1829594373703003,8900,0.0007,0.3970814645290375,,
39.57,0.7083505392074585,8999,1140.79,-0.019175922498106956,434,1657,720000,-0.18464982509613037,9000,0.0007,2.6607513427734375,,
38.74,0.7467047572135925,9099,1177.33,-0.040227342396974564,434,1674,728000,-0.1949392855167389,9100,0.0007,0.8143933415412903,,
37.83,0.7564714998006821,9199,1187.79,0.029166460037231445,435,1691,736000,-0.2720475196838379,9200,0.0007,1.3243552446365356,,
36.39,0.9312822967767715,9299,1246.65,0.008187002502381802,435,1708,744000,-0.15837155282497406,9300,0.0007,0.5164201259613037,,
34.54,0.3929295539855957,9399,1238.5,-0.19523091614246368,435,1726,752000,-0.0772835910320282,9400,0.0007,1.6527734994888306,,
34.36,0.7099922895431519,9499,1244.56,0.11435221880674362,435,1743,760000,-0.07635779678821564,9500,0.0007,1.6190639734268188,,
35.62,0.6385739147663116,9599,1235.95,0.00745981652289629,436,1759,768000,-0.1419176161289215,9600,0.0007,1.3149536848068237,,
37.46,0.6680797636508942,9699,1288.2,-0.07087333500385284,436,1777,776000,-0.12751351296901703,9700,0.0007,1.5328106880187988,,
38.06,0.9371789395809174,9799,1307.56,0.039733100682497025,437,1793,784000,-0.1731661558151245,9800,0.0007,0.259264200925827,,
37.66,0.84920434653759,9899,1279.92,-0.08911939710378647,437,1810,792000,-0.1603865921497345,9900,0.0007,1.5939995050430298,,
,0.8746141791343689,9999,,-0.07782497256994247,,,800000,-0.10050618648529053,,0.0007,0.6115886569023132,28.8,1580.6
37.24,,,1341.09,,433,1843,800000,,10000,,,,
35.6,0.6125995516777039,10099,1396.78,-0.2960955798625946,434,1860,808000,-0.25896626710891724,10100,0.0007,2.6145708560943604,,
35.87,0.8530123978853226,10199,1422.55,-0.11504614353179932,434,1877,816000,-0.12386014312505722,10200,0.0007,0.8484720587730408,,
35.96,0.8565816879272461,10299,1466.2,-0.020859576761722565,434,1894,824000,-0.23029516637325287,10300,0.0007,0.7302350401878357,,
35.98,0.8502652645111084,10399,1315.85,0.05123375728726387,435,1911,832000,-0.19693993031978607,10400,0.0007,0.32206735014915466,,
36.69,0.9599856585264206,10499,1300.1,-0.09898795187473297,435,1928,840000,-0.15509174764156342,10500,0.0007,0.20969612896442413,,
36.86,0.9365047663450241,10599,1294.39,-0.08228989690542221,435,1945,848000,-0.13703091442584991,10600,0.0007,0.33383437991142273,,
37.8,0.8502113372087479,10699,1304.73,-0.01751314103603363,436,1962,856000,-0.22324137389659882,10700,0.0007,1.160637617111206,,
39.26,0.8185515850782394,10799,1237.37,-0.08162327855825424,436,1979,864000,-0.1900707185268402,10800,0.0007,1.3455842733383179,,
41.79,0.6229309737682343,10899,1150.96,-0.04757954925298691,436,1996,872000,-0.09459073841571808,10900,0.0007,1.2110557556152344,,
44.6,0.9789119251072407,10999,1138.82,-0.025666816160082817,436,2013,880000,-0.12828876078128815,11000,0.0007,0.11406099796295166,,
43.77,0.8437448143959045,11099,1168.52,-0.0020132565405219793,437,2030,888000,-0.22409915924072266,11100,0.0007,1.025132656097412,,
43.11,0.7372789084911346,11199,1255.89,-0.04345008730888367,437,2047,896000,-0.13664399087429047,11200,0.0007,1.4079400300979614,,
38.59,0.498726487159729,11299,1260.64,-0.03675321862101555,437,2064,904000,-0.2708418071269989,11300,0.0007,1.4492837190628052,,
41.46,0.7068927884101868,11399,1200.7,-0.28632017970085144,438,2081,912000,-0.070714570581913,11400,0.0007,1.2883275747299194,,
44.74,0.7167987525463104,11499,1130.19,0.04647966846823692,438,2099,920000,-0.17574326694011688,11500,0.0007,2.1616122722625732,,
46.55,0.9683986008167267,11599,1040.86,-0.015072926878929138,438,2116,928000,-0.17207904160022736,11600,0.0007,0.2940625846385956,,
46.28,0.9288810342550278,11699,1119.58,0.02717292308807373,438,2133,936000,-0.13256025314331055,11700,0.0007,0.4043107032775879,,
45.25,0.73935467004776,11799,1103.0,-0.015530936419963837,439,2150,944000,-0.10550432652235031,11800,0.0007,1.2817894220352173,,
44.43,0.9361377358436584,11899,1173.21,-0.020589813590049744,439,2167,952000,-0.17030282318592072,11900,0.0007,0.2750217616558075,,
,0.7061159312725067,11999,,-0.008177153766155243,,,960000,-0.1819385290145874,,0.0007,2.0086796283721924,59.8,1376.2
43.14,,,1186.45,,436,2198,960000,,12000,,,,
47.47,0.8292542695999146,12099,1224.36,0.002920991973951459,437,2214,968000,-0.11073765903711319,12100,0.0007,0.703636646270752,,
52.42,0.9215408191084862,12199,1273.64,-0.0010369006777182221,437,2231,976000,-0.1243402510881424,12200,0.0007,0.3478674292564392,,
56.18,0.9518079198896885,12299,1253.05,0.0070864008739590645,437,2248,984000,-0.12086659669876099,12300,0.0007,0.20052118599414825,,
58.02,0.6073829233646393,12399,1201.7,-0.00704695051535964,437,2265,992000,-0.11630868911743164,12400,0.0007,1.3801765441894531,,
57.36,0.8477261066436768,12499,1133.13,0.029483264312148094,438,2283,1000000,-0.1647738665342331,12500,0.0007,1.0082828998565674,,
52.61,0.9195233583450317,12599,1155.9,-0.008341441862285137,438,2300,1008000,-0.08863987773656845,12600,0.0007,0.6179567575454712,,
49.47,0.9667086899280548,12699,1183.61,0.009524405002593994,438,2318,1016000,-0.1023331880569458,12700,0.0007,0.1408146172761917,,
43.97,0.8642541915178299,12799,1201.36,-0.014034542255103588,438,2335,1024000,-0.09705420583486557,12800,0.0007,0.5949462652206421,,
43.31,0.8194706737995148,12899,1226.37,-0.04971851035952568,438,2352,1032000,-0.14732718467712402,12900,0.0007,1.675742745399475,,
42.71,0.6077814102172852,12999,1264.94,-0.014262002892792225,438,2369,1040000,-0.07972297817468643,13000,0.0007,2.2291629314422607,,
47.18,0.9021367430686951,13099,1211.13,-0.2026168555021286,439,2387,1048000,-0.15493491291999817,13100,0.0007,0.5879789590835571,,
48.95,0.900750108063221,13199,1200.69,-0.1481677144765854,439,2404,1056000,-0.1028015986084938,13200,0.0007,0.6035335659980774,,
46.01,0.9804705157876015,13299,1237.42,-0.0013059809571132064,439,2420,1064000,-0.09664852172136307,13300,0.0007,0.1526850014925003,,
45.58,0.9011276811361313,13399,1233.68,0.03737042099237442,439,2438,1072000,-0.09730595350265503,13400,0.0007,0.8803430795669556,,
41.34,0.9553153999149799,13499,1253.42,0.004227415658533573,439,2455,1080000,-0.04559285193681717,13500,0.0007,0.08234281092882156,,
38.75,0.8123183697462082,13599,1325.05,0.014398290775716305,440,2472,1088000,-0.09038938581943512,13600,0.0007,0.7590469717979431,,
39.42,0.8668949007987976,13699,1396.98,-0.010810180567204952,440,2488,1096000,-0.1332051306962967,13700,0.0007,1.0059417486190796,,
38.98,0.8167403787374496,13799,1369.03,-0.03202754259109497,440,2505,1104000,-0.15505139529705048,13800,0.0007,1.9044338464736938,,
39.58,0.6822474598884583,13899,1451.1,-0.06298864632844925,440,2522,1112000,-0.12943510711193085,13900,0.0007,3.867194414138794,,
,0.9050469994544983,13999,,-0.01868024468421936,,,1120000,-0.2138201743364334,,0.0007,0.7748041152954102,53.4,1056.8
41.03,,,1367.47,,439,2547,1120000,,14000,,,,
42.83,0.6743561625480652,14099,1251.57,-0.002488275757059455,439,2564,1128000,-0.1212235614657402,14100,0.0007,1.4704687595367432,,
43.16,0.8020925521850586,14199,1241.71,0.03338417783379555,440,2581,1136000,-0.12785418331623077,14200,0.0007,0.9625512957572937,,
44.3,0.9115055948495865,14299,1183.1,-0.10052726417779922,440,2599,1144000,-0.13520972430706024,14300,0.0007,0.8637687563896179,,
45.3,0.946490965783596,14399,1204.74,0.0022427267394959927,440,2616,1152000,-0.15676160156726837,14400,0.0007,0.2453010529279709,,
45.81,0.8875229433178902,14499,1229.78,0.0027149650268256664,440,2633,1160000,-0.10662706196308136,14500,0.0007,0.47438845038414,,
45.23,0.908494845032692,14599,1125.22,0.000519951805472374,440,2650,1168000,-0.18034420907497406,14600,0.0007,0.6925947070121765,,
42.53,0.8633524626493454,14699,1046.94,-0.047061268240213394,440,2667,1176000,-0.1624382734298706,14700,0.0007,0.6895044445991516,,
41.44,0.8763071075081825,14799,1027.36,-0.008079677820205688,440,2685,1184000,-0.08978074789047241,14800,0.0007,0.8893845677375793,,
40.31,0.9877034556120634,14899,1111.16,-0.014100718311965466,441,2702,1192000,-0.08154215663671494,14900,0.0007,0.09255050122737885,,
39.56,0.6952630281448364,14999,1211.65,0.037733182311058044,441,2719,1200000,-0.1140451654791832,15000,0.0007,2.0278480052948,,
39.96,0.8540891706943512,15099,1281.14,0.013662467710673809,441,2736,1208000,-0.0973421260714531,15100,0.0007,1.2147464752197266,,
40.05,0.9621251374483109,15199,1296.07,0.03584657609462738,441,2753,1216000,-0.18435902893543243,15200,0.0007,0.3711739480495453,,
41.05,0.8966280966997147,15299,1222.96,0.0033601850736886263,441,2770,1224000,-0.0834256038069725,15300,0.0007,0.5617819428443909,,
39.74,0.6108064949512482,15399,1107.16,-0.05270245298743248,441,2788,1232000,-0.157073974609375,15400,0.0007,2.1799819469451904,,
39.49,0.8167604804039001,15499,1072.43,0.05091286450624466,442,2805,1240000,-0.16551096737384796,15500,0.0007,1.0421228408813477,,
38.26,0.9609914608299732,15599,990.59,0.004151100758463144,442,2822,1248000,-0.10090803354978561,15600,0.0007,0.21425624191761017,,
37.9,0.8831073418259621,15699,1018.97,-0.0018880231073126197,442,2839,1256000,-0.0869801864027977,15700,0.0007,1.2796860933303833,,
40.04,0.9495505541563034,15799,1152.69,-0.008726821281015873,442,2856,1264000,-0.08480089157819748,15800,0.0007,0.2539510726928711,,
39.72,0.9775593522936106,15899,1201.75,-0.013471223413944244,442,2873,1272000,-0.086098812520504,15900,0.0007,0.10500641167163849,,
,0.8684071153402328,15999,,0.005043546203523874,,,1280000,-0.10388565063476562,,0.0007,0.8381301164627075,41.0,1436.8
40.94,,,1296.51,,441,2898,1280000,,16000,,,,
41.41,0.6533821821212769,16099,1359.85,-0.003886318998411298,441,2916,1288000,-0.03498661518096924,16100,0.0007,1.5213006734848022,,
42.07,0.9686996154487133,16199,1328.17,-0.00905021745711565,441,2932,1296000,-0.06507611274719238,16200,0.0007,0.19921238720417023,,
42.65,0.6085883378982544,16299,1332.84,-0.112067811191082,442,2949,1304000,-0.1509092152118683,16300,0.0007,3.360729932785034,,
42.13,0.8233535885810852,16399,1297.58,-0.04589325189590454,442,2967,1312000,-0.1294814646244049,16400,0.0007,1.3454703092575073,,
42.14,0.7343565225601196,16499,1222.35,-0.12368061393499374,442,2984,1320000,-0.08447277545928955,16500,0.0007,2.4151341915130615,,
42.51,0.888214185833931,16599,1161.97,-0.06430429220199585,442,3001,1328000,-0.1693398356437683,16600,0.0007,1.444903016090393,,
43.52,0.9681807234883308,16699,1061.68,-0.013136142864823341,442,3019,1336000,-0.05265403911471367,16700,0.0007,0.358755499124527,,
44.27,0.7882646769285202,16799,1081.71,0.044913653284311295,442,3036,1344000,-0.07953500747680664,16800,0.0007,1.982190728187561,,
45.84,0.8641462922096252,16899,1053.23,0.02296583168208599,442,3053,1352000,-0.07462727278470993,16900,0.0007,0.9793747067451477,,
45.46,0.6798500716686249,16999,1132.37,0.008917058818042278,442,3071,1360000,-0.11448204517364502,17000,0.0007,1.8107789754867554,,
48.68,0.8610008955001831,17099,1074.71,-0.0023333635181188583,442,3088,1368000,-0.11418626457452774,17100,0.0007,1.266252040863037,,
49.8,0.8698845505714417,17199,1096.67,0.015627821907401085,443,3105,1376000,-0.11103206872940063,17200,0.0007,0.9190927743911743,,
50.74,0.7894371300935745,17299,1127.86,0.03539508208632469,443,3123,1384000,-0.1245809942483902,17300,0.0007,1.7880779504776,,
51.32,0.8791594579815865,17399,1183.8,0.0021324872504919767,443,3140,1392000,-0.08593403548002243,17400,0.0007,0.39838549494743347,,
50.63,0.8729543536901474,17499,1220.73,0.04663467034697533,443,3157,1400000,-0.11278562992811203,17500,0.0007,0.9887694716453552,,
49.24,0.9052128866314888,17599,1265.33,-0.049711551517248154,443,3175,1408000,-0.07924971729516983,17600,0.0007,0.6755899786949158,,
47.81,0.9504466950893402,17699,1295.82,0.004774944391101599,443,3192,1416000,-0.06827738136053085,17700,0.0007,0.11103840172290802,,
47.71,0.7248513400554657,17799,1270.36,-0.08132576197385788,443,3209,1424000,-0.06946837157011032,17800,0.0007,1.8401800394058228,,
48.44,0.8445382863283157,17899,1241.13,0.01839691400527954,443,3226,1432000,-0.1250331848859787,17900,0.0007,1.3431483507156372,,
,0.8378999531269073,17999,,-0.01927664503455162,,,1440000,-0.07710158824920654,,0.0007,1.7948299646377563,68.0,1484.0
48.45,,,1170.5,,443,3250,1440000,,18000,,,,
50.83,0.8719929605722427,18099,1076.93,-0.01557654608041048,443,3267,1448000,-0.07653781026601791,18100,0.0007,0.8831052780151367,,
49.51,0.9666936434805393,18199,1043.0,0.01846480369567871,443,3284,1456000,-0.060310956090688705,18200,0.0007,0.35170838236808777,,
48.26,0.820405438542366,18299,1135.06,-0.044024862349033356,443,3301,1464000,-0.2077862024307251,18300,0.0007,1.9262440204620361,,
50.34,0.735910028219223,18399,1208.04,-0.018262190744280815,443,3319,1472000,-0.10464849323034286,18400,0.0007,2.3830549716949463,,
50.82,0.8830925300717354,18499,1248.62,0.0051291692070662975,443,3336,1480000,-0.09091643244028091,18500,0.0007,0.7051443457603455,,
50.73,0.9569832123816013,18599,1304.73,-0.006007971242070198,443,3353,1488000,-0.039351850748062134,18600,0.0007,0.4430302679538727,,
51.0,0.8421067893505096,18699,1251.28,-0.03719959780573845,443,3371,1496000,-0.06564431637525558,18700,0.0007,1.1259044408798218,,
48.24,0.8260859400033951,18799,1275.63,-0.08329913765192032,443,3388,1504000,-0.13476848602294922,18800,0.0007,2.038142681121826,,
47.68,0.9256935939192772,18899,1258.7,0.036075662821531296,443,3405,1512000,-0.12876898050308228,18900,0.0007,0.6290743947029114,,
49.78,0.8457760065793991,18999,1211.5,-0.025855427607893944,444,3422,1520000,-0.11195603758096695,19000,0.0007,2.2657148838043213,,
52.44,0.7047193348407745,19099,1085.62,0.05668454244732857,444,3440,1528000,-0.12530668079853058,19100,0.0007,2.0790741443634033,,
53.62,0.9170000553131104,19199,1019.4,0.011353503912687302,444,3457,1536000,-0.09975822269916534,19200,0.0007,0.5313991904258728,,
55.57,0.9023677259683609,19299,890.05,-0.10931521654129028,444,3475,1544000,-0.12430322170257568,19300,0.0007,1.1585667133331299,,
57.59,0.9679605178534985,19399,826.91,-0.024452948942780495,444,3492,1552000,-0.1594204306602478,19400,0.0007,0.3211868405342102,,
57.08,0.9757093172520399,19499,879.03,0.03441101312637329,444,3510,1560000,-0.1470942497253418,19500,0.0007,0.174576073884964,,
55.37,0.8179236203432083,19599,962.14,-0.06112414225935936,444,3527,1568000,-0.1395302265882492,19600,0.0007,2.0406460762023926,,
52.66,0.9318170547485352,19699,1019.94,0.0399329736828804,444,3544,1576000,-0.07159468531608582,19700,0.0007,0.9834786653518677,,
51.38,0.7633956372737885,19799,1054.63,0.0013058545300737023,444,3561,1584000,-0.08213062584400177,19800,0.0007,1.390069842338562,,
50.24,0.8806666880846024,19899,1147.23,0.016745736822485924,444,3578,1592000,-0.07194703817367554,19900,0.0007,1.026127815246582,,
,0.864135667681694,19999,,-0.11545760929584503,,,1600000,-0.08288168162107468,,0.0007,0.7365108728408813,56.8,1498.0
50.15,,,1154.5,,443,3607,1600000,,20000,,,,
55.06,0.8859386742115021,20099,1188.69,0.0470060370862484,443,3625,1608000,-0.18231016397476196,20100,0.0007,0.7761310338973999,,
62.03,0.9726608917117119,20199,1056.21,-0.001730988034978509,443,3642,1616000,-0.15548089146614075,20200,0.0007,0.2331077605485916,,
64.93,0.9482673741877079,20299,994.83,-0.024426637217402458,443,3660,1624000,-0.13565218448638916,20300,0.0007,0.41024771332740784,,
68.33,0.8303286582231522,20399,874.85,-0.008905262686312199,443,3677,1632000,-0.07565528154373169,20400,0.0007,0.9336631894111633,,
64.32,0.910818874835968,20499,942.35,-0.10124104470014572,443,3694,1640000,-0.08978082984685898,20500,0.0007,0.9038238525390625,,
63.52,0.9313771575689316,20599,1016.61,0.03895449638366699,443,3711,1648000,-0.09680504351854324,20600,0.0007,0.8244430422782898,,
64.64,0.9316853508353233,20699,1107.72,-0.03684418275952339,444,3729,1656000,-0.10123682022094727,20700,0.0007,0.5047684907913208,,
66.6,0.8066559284925461,20799,1095.45,-0.3908318877220154,444,3746,1664000,-0.15941886603832245,20800,0.0007,2.1021316051483154,,
68.78,0.9536789767444134,20899,1048.56,-0.013937897980213165,444,3763,1672000,-0.10763543099164963,20900,0.0007,0.42165109515190125,,
66.51,0.8645871579647064,20999,1024.74,-0.19571082293987274,444,3781,1680000,-0.12259302288293839,21000,0.0007,2.1998438835144043,,
68.92,0.7884910404682159,21099,963.99,-0.1381969451904297,444,3799,1688000,-0.09893100708723068,21100,0.0007,2.591834545135498,,
71.19,0.9480082616209984,21199,930.47,0.05501621961593628,444,3816,1696000,-0.09597303718328476,21200,0.0007,1.1000590324401855,,
72.36,0.9543825201690197,21299,928.74,-0.004065399523824453,444,3833,1704000,-0.11886747181415558,21300,0.0007,0.5865435004234314,,
72.16,0.8644653260707855,21399,1003.78,0.017358161509037018,444,3850,1712000,-0.09477261453866959,21400,0.0007,1.4270159006118774,,
72.67,0.8898055553436279,21499,1092.63,-0.19873718917369843,444,3867,1720000,-0.03728407621383667,21500,0.0007,1.3597838878631592,,
67.87,0.9494065307080746,21599,1131.14,-0.0075159319676458836,444,3884,1728000,-0.07350073009729385,21600,0.0007,0.7351816296577454,,
66.5,0.9394722580909729,21699,1128.61,0.0374685637652874,444,3902,1736000,-0.16062363982200623,21700,0.0007,0.7218080163002014,,
67.85,0.9547506086528301,21799,1017.15,-0.0952741727232933,444,3919,1744000,-0.13145041465759277,21800,0.0007,0.7825705409049988,,
68.89,0.7778872102499008,21899,973.07,-0.1463889479637146,445,3937,1752000,-0.08509238809347153,21900,0.0007,1.567068099975586,,
,0.7132019698619843,21999,,-0.021636653691530228,,,1760000,-0.10397704690694809,,0.0007,1.5717703104019165,63.4,1107.8
68.45,,,1039.08,,444,3962,1760000,,22000,,,,
70.1,0.9372823238372803,22099,1027.98,0.04708272963762283,444,3980,1768000,-0.11862852424383163,22100,0.0007,0.7070987820625305,,
74.76,0.9055906906723976,22199,1029.34,-0.08236231654882431,444,3997,1776000,-0.1130184680223465,22200,0.0007,1.0562269687652588,,
78.96,0.6686018705368042,22299,937.07,0.2761250436306,444,4014,1784000,-0.14628875255584717,22300,0.0007,4.006973743438721,,
75.6,0.9775332678109407,22399,906.43,0.013500570319592953,444,4031,1792000,-0.11558909714221954,22400,0.0007,0.336469441652298,,
72.18,0.9841819163411856,22499,962.78,0.0037668347358703613,444,4049,1800000,-0.11180641502141953,22500,0.0007,0.3016450107097626,,
72.08,0.8747257441282272,22599,948.76,-0.03456016257405281,444,4066,1808000,-0.13136261701583862,22600,0.0007,1.6888704299926758,,
