time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/policy_loss,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/value_loss,rollout/ep_len_mean,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
2000000,25000,877,2280,-0.048371460288763046,44.68,0.0007,24999,0.16937367618083954,507.34,0.9541090317070484,-0.6732121109962463,,
2008000,25100,877,2288,-0.009913116693496704,44.43,0.0007,25099,0.12943223118782043,501.64,0.9772402476519346,-0.3798638880252838,,
2016000,25200,877,2297,-0.2275470346212387,45.05,0.0007,25199,0.3170347809791565,512.96,0.878210686147213,-0.4512696862220764,,
2024000,25300,877,2305,-0.06408705562353134,42.46,0.0007,25299,0.08450624346733093,508.21,0.9726619496941566,-0.4797367751598358,,
2032000,25400,878,2314,-0.013303170911967754,40.62,0.0007,25399,0.45684728026390076,506.94,0.8453593552112579,-0.5059429407119751,,
2040000,25500,878,2322,-0.03667950630187988,40.96,0.0007,25499,0.13154864311218262,508.73,0.9813375473022461,-0.5391346216201782,,
2048000,25600,878,2331,0.12069405615329742,40.47,0.0007,25599,0.18056906759738922,515.82,0.9626240655779839,-0.40929022431373596,,
2056000,25700,878,2339,-0.0037968799006193876,41.39,0.0007,25699,0.1054217591881752,520.77,0.9731279108673334,-0.5734068751335144,,
2064000,25800,878,2348,-0.09941242635250092,41.59,0.0007,25799,0.3566703498363495,507.07,0.9363577589392662,-0.4711519181728363,,
2072000,25900,879,2356,0.017524052411317825,43.05,0.0007,25899,0.13068194687366486,520.22,0.9292766153812408,-0.566291868686676,,
2080000,,,,0.1432233601808548,,0.0007,25999,0.22208504378795624,,0.9589987471699715,-0.42704811692237854,40.6,1107.2
2080000,26000,871,2385,,43.56,,,,522.09,,,,
2088000,26100,872,2393,0.01881072297692299,43.99,0.0007,26099,0.197210431098938,611.1,0.9397972151637077,-0.47936829924583435,,
2096000,26200,872,2402,-0.1446307748556137,44.91,0.0007,26199,0.18112951517105103,604.56,0.9601351320743561,-0.3770206868648529,,
2104000,26300,872,2410,0.06464625895023346,45.87,0.0007,26299,1.1365137100219727,605.73,0.8004297912120819,-0.6200582981109619,,
2112000,26400,873,2419,0.13537251949310303,47.04,0.0007,26399,0.4499844014644623,604.51,0.9039860293269157,-0.5166276693344116,,
2120000,26500,873,2427,-0.08737396448850632,47.36,0.0007,26499,0.17060692608356476,593.57,0.9351327195763588,-0.4611729681491852,,
2128000,26600,873,2436,0.0020151303615421057,45.49,0.0007,26599,0.10819005966186523,552.62,0.9739113785326481,-0.6008709073066711,,
2136000,26700,873,2444,0.05586155876517296,45.49,0.0007,26699,0.14670979976654053,496.98,0.974022576585412,-0.45392122864723206,,
2144000,26800,873,2453,-0.015421628952026367,44.3,0.0007,26799,0.15535102784633636,490.23,0.931137926876545,-0.6983707547187805,,
2152000,26900,874,2461,0.009430348873138428,42.93,0.0007,26899,0.13104544579982758,484.65,0.9764766525477171,-0.3609442412853241,,
2160000,27000,874,2469,-0.042756337672472,42.28,0.0007,26999,0.11199633032083511,486.18,0.9149196892976761,-0.6591615080833435,,
2168000,27100,874,2478,-0.23737461864948273,43.35,0.0007,27099,1.9760650396347046,505.08,0.36331695318222046,-0.8707526326179504,,
2176000,27200,875,2486,-0.007406036835163832,45.5,0.0007,27199,0.6051271557807922,499.63,0.898330956697464,-0.6023659706115723,,
2184000,27300,875,2495,0.02735615335404873,45.76,0.0007,27299,0.13809210062026978,499.95,0.9690720420330763,-0.5166695713996887,,
2192000,27400,875,2503,0.06977085024118423,46.68,0.0007,27399,0.5394852757453918,508.02,0.9211048111319542,-0.45568400621414185,,
2200000,27500,875,2512,-0.06237885355949402,46.32,0.0007,27499,0.2148394137620926,520.18,0.9717949610203505,-0.4172734320163727,,
2208000,27600,875,2520,-0.013511455617845058,46.13,0.0007,27599,0.2875766456127167,521.52,0.9731880836188793,-0.7305176854133606,,
2216000,27700,876,2529,0.020000774413347244,45.02,0.0007,27699,1.242887020111084,510.26,0.7620754241943359,-0.45403215289115906,,
2224000,27800,876,2537,-0.03398950770497322,44.35,0.0007,27799,0.05956896021962166,524.2,0.9853886384516954,-0.5255544781684875,,
2232000,27900,876,2546,-0.013318602927029133,45.17,0.0007,27899,0.26789331436157227,531.15,0.8849035054445267,-0.791252851486206,,
2240000,,,,-0.08900175243616104,,0.0007,27999,0.2821497321128845,,0.9295146986842155,-0.5962132215499878,42.8,1022.6
2240000,28000,870,2572,,43.95,,,,521.88,,,,
2248000,28100,870,2581,-0.06359709799289703,44.98,0.0007,28099,0.41237545013427734,563.69,0.8907640129327774,-0.6263387799263,,
2256000,28200,871,2589,-0.13621298968791962,45.28,0.0007,28199,0.967232346534729,560.66,0.8188900202512741,-0.38778337836265564,,
2264000,28300,871,2597,0.04215507581830025,48.11,0.0007,28299,0.31907638907432556,571.35,0.9188844785094261,-0.5146214962005615,,
2272000,28400,871,2606,-0.006248587276786566,47.77,0.0007,28399,0.8516309857368469,553.5,0.8849448338150978,-0.45994386076927185,,
2280000,28500,871,2614,0.011247440241277218,47.4,0.0007,28499,0.09996639937162399,549.6,0.9677001871168613,-0.6976666450500488,,
2288000,28600,872,2623,-0.02675495855510235,48.03,0.0007,28599,0.06925099343061447,568.46,0.9741103556007147,-0.5086401104927063,,
2296000,28700,872,2632,0.060807086527347565,48.5,0.0007,28699,1.8885926008224487,534.74,0.15477293729782104,-0.7470358610153198,,
2304000,28800,872,2640,0.04027064889669418,48.36,0.0007,28799,0.14045965671539307,521.25,0.930565319955349,-0.48415976762771606,,
2312000,28900,872,2649,0.016582779586315155,47.93,0.0007,28899,0.5468855500221252,515.88,0.9200380370020866,-0.5419559478759766,,
2320000,29000,872,2657,-0.23945403099060059,47.25,0.0007,28999,0.9159099459648132,523.53,0.7905484586954117,-0.4338119626045227,,
2328000,29100,873,2666,0.08609230816364288,47.6,0.0007,29099,1.1443015336990356,510.03,0.750999316573143,-0.5280759930610657,,
2336000,29200,873,2674,-0.10364562273025513,49.78,0.0007,29199,0.40986958146095276,487.47,0.9078808724880219,-0.6116606593132019,,
2344000,29300,873,2683,0.07014550268650055,50.79,0.0007,29299,0.09468629211187363,484.65,0.930619053542614,-0.5083555579185486,,
2352000,29400,873,2692,-0.012554335407912731,50.91,0.0007,29399,0.2584281861782074,491.08,0.9105844423174858,-0.5191525816917419,,
2360000,29500,873,2700,-0.012581737712025642,50.39,0.0007,29499,0.0896100327372551,485.25,0.9775729794055223,-0.5313107967376709,,
2368000,29600,874,2709,0.25113674998283386,50.82,0.0007,29599,1.9810631275177002,486.51,0.4631608724594116,-0.570805549621582,,
2376000,29700,874,2717,0.046861376613378525,52.1,0.0007,29699,1.5690670013427734,505.38,0.4806239604949951,-1.0536168813705444,,
2384000,29800,874,2726,-0.057286571711301804,51.77,0.0007,29799,0.2704612910747528,504.41,0.9552869014441967,-0.49815747141838074,,
2392000,29900,874,2734,0.04541758447885513,51.42,0.0007,29899,0.10401768982410431,520.09,0.9586518183350563,-0.8165205121040344,,
2400000,,,,0.034417834132909775,,0.0007,29999,0.24582815170288086,,0.8695946484804153,-0.27805641293525696,38.2,1239.2
2400000,30000,869,2760,,51.02,,,,514.73,,,,
2408000,30100,869,2768,-0.017518775537610054,49.71,0.0007,30099,0.805228054523468,560.12,0.8842356353998184,-0.31940147280693054,,
2416000,30200,869,2777,-0.20293937623500824,49.77,0.0007,30199,1.0774030685424805,575.92,0.8134678900241852,-0.46195268630981445,,
2424000,30300,870,2786,0.038409680128097534,48.33,0.0007,30299,0.08871125429868698,581.08,0.9756580106914043,-0.37289661169052124,,
2432000,30400,870,2794,0.01972081884741783,47.24,0.0007,30399,0.10740106552839279,592.29,0.965339120477438,-0.40640267729759216,,
2440000,30500,870,2802,0.05488179251551628,45.84,0.0007,30499,0.11988194286823273,621.52,0.9461751729249954,-0.6653076410293579,,
2448000,30600,870,2811,0.15856924653053284,44.12,0.0007,30599,0.44777926802635193,620.32,0.948643434792757,-0.4796866476535797,,
2456000,30700,870,2820,0.09074609726667404,45.55,0.0007,30699,0.8109993934631348,623.48,0.8281098157167435,-0.3760429322719574,,
2464000,30800,871,2828,-0.023895269259810448,45.86,0.0007,30799,0.08846654742956161,582.02,0.9907661555334926,-0.6432957053184509,,
2472000,30900,871,2837,-0.001215677009895444,45.81,0.0007,30899,0.9677010774612427,568.82,0.8824691101908684,-0.2969827353954315,,
2480000,31000,871,2845,0.025152981281280518,48.26,0.0007,30999,0.567670464515686,574.29,0.9148810133337975,-0.398699015378952,,
2488000,31100,871,2854,-0.01786181889474392,47.25,0.0007,31099,0.23667004704475403,574.02,0.9178105518221855,-0.5626649260520935,,
2496000,31200,871,2862,-0.004792009014636278,47.83,0.0007,31199,0.08484525978565216,578.36,0.9881270965561271,-0.47902798652648926,,
2504000,31300,872,2871,0.013751876540482044,47.51,0.0007,31299,0.05761180445551872,596.2,0.992749507073313,-0.38193032145500183,,
2512000,31400,872,2880,0.024937422946095467,49.06,0.0007,31399,0.4494163691997528,590.6,0.789705827832222,-0.49329957365989685,,
2520000,31500,872,2888,-0.0075818574987351894,50.22,0.0007,31499,0.03948915749788284,577.25,0.9897409183904529,-0.39658161997795105,,
2528000,31600,872,2897,0.04937025159597397,51.07,0.0007,31599,0.13973504304885864,581.28,0.9346346855163574,-0.41300639510154724,,
2536000,31700,872,2905,0.06905489414930344,50.88,0.0007,31699,0.10178256034851074,570.05,0.9719481859356165,-0.6489329934120178,,
2544000,31800,872,2914,-0.013383093290030956,51.58,0.0007,31799,0.12173832952976227,532.25,0.9609155766665936,-0.9264988303184509,,
2552000,31900,873,2923,0.06893428415060043,51.95,0.0007,31899,0.26130396127700806,488.67,0.9517061039805412,-0.38277384638786316,,
2560000,,,,0.03250664100050926,,0.0007,31999,0.3313538134098053,,0.9558157883584499,-0.4678928852081299,49.2,927.0
2560000,32000,868,2946,,50.43,,,,484.59,,,,
2568000,32100,869,2954,-0.0280611515045166,50.88,0.0007,32099,0.11821122467517853,527.7,0.9695969875901937,-0.4686126708984375,,
2576000,32200,869,2963,-0.09391766786575317,50.58,0.0007,32199,0.22879734635353088,525.24,0.9516593441367149,-0.5020154714584351,,
2584000,32300,869,2972,0.07228384166955948,47.79,0.0007,32299,0.17888088524341583,506.21,0.9646067470312119,-0.4673076272010803,,
2592000,32400,869,2980,0.11481817811727524,48.59,0.0007,32399,0.26530253887176514,506.46,0.9485221169888973,-0.6356817483901978,,
2600000,32500,869,2989,-0.02424861304461956,47.24,0.0007,32499,0.43130040168762207,519.59,0.880626305937767,-0.9616960883140564,,
2608000,32600,869,2997,-0.14117629826068878,46.89,0.0007,32599,0.22245562076568604,496.02,0.9410072341561317,-0.5361133813858032,,
2616000,32700,870,3006,0.1073235273361206,46.04,0.0007,32699,0.5173665285110474,482.93,0.8462026417255402,-0.5609680414199829,,
2624000,32800,870,3014,-0.047929953783750534,44.85,0.0007,32799,0.6568713188171387,483.85,0.7442653179168701,-0.5500607490539551,,
2632000,32900,870,3023,0.005834241397678852,46.86,0.0007,32899,0.13641034066677094,505.26,0.9698371458798647,-0.5314813852310181,,
2640000,33000,870,3031,-0.0029716179706156254,47.38,0.0007,32999,0.10530926287174225,516.73,0.9584510512650013,-0.8225883841514587,,
2648000,33100,870,3040,0.04592040553689003,50.29,0.0007,33099,0.10033215582370758,509.05,0.9760308712720871,-0.46863052248954773,,
2656000,33200,871,3049,-0.10083623230457306,50.85,0.0007,33199,0.28448107838630676,510.17,0.9188347309827805,-0.4443090558052063,,
2664000,33300,871,3057,-0.01051371544599533,52.61,0.0007,33299,1.0357493162155151,519.09,0.8072423487901688,-0.44752225279808044,,
2672000,33400,871,3066,0.19580508768558502,53.56,0.0007,33399,1.9347412586212158,524.42,0.7214002013206482,-0.47061964869499207,,
2680000,33500,871,3074,0.01641959510743618,55.8,0.0007,33499,0.05465977266430855,521.65,0.9852085690945387,-0.5672160983085632,,
2688000,33600,871,3083,0.09415329992771149,55.79,0.0007,33599,0.4680343270301819,501.77,0.9121173173189163,-0.421286016702652,,
2696000,33700,871,3091,-0.20087623596191406,54.74,0.0007,33699,0.6767226457595825,503.76,0.8744004964828491,-0.4233261048793793,,
2704000,33800,872,3100,-0.13467536866664886,55.66,0.0007,33799,0.25697585940361023,501.77,0.9684053920209408,-0.3407110869884491,,
2712000,33900,872,3108,0.041872937232255936,54.44,0.0007,33899,1.0019443035125732,496.74,0.31677258014678955,-0.3423956334590912,,
2720000,,,,0.12680764496326447,,0.0007,33999,1.3743896484375,,0.7070556581020355,-0.34930655360221863,41.2,491.2
2720000,34000,871,3122,,55.08,,,,478.62,,,,
2728000,34100,871,3130,-0.009569598361849785,55.23,0.0007,34099,0.04219489544630051,474.2,0.9903921773657203,-0.5007970929145813,,
2736000,34200,871,3139,-0.17833374440670013,56.01,0.0007,34199,0.4710538983345032,481.63,0.8984457775950432,-0.5318998694419861,,
2744000,34300,871,3147,0.037726741284132004,57.34,0.0007,34299,0.6855196952819824,478.95,0.8138694763183594,-0.4873398244380951,,
2752000,34400,871,3156,0.0892639085650444,58.53,0.0007,34399,0.23517532646656036,485.83,0.9557059109210968,-0.5247913599014282,,
2760000,34500,872,3164,-0.3272716701030731,59.9,0.0007,34499,0.524315357208252,481.81,0.8810427412390709,-0.535483181476593,,
2768000,34600,872,3173,0.1191224604845047,59.48,0.0007,34599,0.6353856921195984,468.03,0.8734249025583267,-0.55743807554245,,
2776000,34700,872,3182,-0.06885980069637299,57.27,0.0007,34699,1.0483382940292358,450.55,0.7010254859924316,-0.5542092323303223,,
2784000,34800,872,3190,0.000726000580471009,54.48,0.0007,34799,0.09132985025644302,450.14,0.9767385888844728,-0.41250690817832947,,
2792000,34900,872,3199,0.00521131744608283,51.59,0.0007,34899,1.2175265550613403,454.37,0.614343911409378,-0.4997403621673584,,
2800000,35000,872,3208,-0.18408749997615814,51.12,0.0007,34999,1.0117607116699219,455.64,0.7896177768707275,-0.630132257938385,,
2808000,35100,872,3216,-0.03251667693257332,50.5,0.0007,35099,0.23849785327911377,466.27,0.930758886039257,-0.4234660565853119,,
2816000,35200,873,3225,-0.06063022091984749,53.17,0.0007,35199,0.36164212226867676,474.13,0.9043984562158585,-0.13937178254127502,,
2824000,35300,873,3234,-0.1414441019296646,53.15,0.0007,35299,0.5481190085411072,495.24,0.9140797108411789,-0.5285969972610474,,
2832000,35400,873,3242,-0.07064634561538696,54.65,0.0007,35399,0.10453148186206818,503.97,0.9827590715140104,-0.4706585109233856,,
2840000,35500,873,3250,-0.08784012496471405,55.9,0.0007,35499,3.273333787918091,517.16,0.473205029964447,-0.24146895110607147,,
2848000,35600,873,3259,-0.03135513886809349,56.17,0.0007,35599,0.21791687607765198,533.08,0.9296673536300659,-0.49556517601013184,,
2856000,35700,873,3268,0.007533724885433912,57.62,0.0007,35699,0.16252844035625458,539.37,0.9632815420627594,-0.5334096550941467,,
2864000,35800,874,3276,-0.1168287992477417,56.94,0.0007,35799,0.265520304441452,547.85,0.9684556163847446,-0.4666167199611664,,
2872000,35900,874,3285,0.07046476006507874,55.34,0.0007,35899,0.5626062750816345,568.66,0.8537447303533554,-0.3647708296775818,,
2880000,,,,0.042002540081739426,,0.0007,35999,0.07524335384368896,,0.9683638699352741,-0.45843949913978577,51.0,571.6
2880000,36000,872,3300,,56.57,,,,578.14,,,,
2888000,36100,872,3309,-0.005264659877866507,56.36,0.0007,36099,0.13076220452785492,581.1,0.9584741443395615,-0.5379306674003601,,
2896000,36200,872,3317,-0.006169743370264769,55.72,0.0007,36199,0.053502123802900314,566.78,0.9869731664657593,-0.3486247956752777,,
2904000,36300,873,3326,0.09721515327692032,56.87,0.0007,36299,0.469916969537735,556.07,0.8322470784187317,-0.3266744613647461,,
2912000,36400,873,3334,-0.11982883512973785,57.62,0.0007,36399,0.8515920639038086,571.79,0.8665081560611725,-0.2211386263370514,,
2920000,36500,873,3343,-0.05525847151875496,56.95,0.0007,36499,0.3283149302005768,575.91,0.8472752422094345,-0.6148625612258911,,
2928000,36600,873,3351,0.004507027100771666,57.8,0.0007,36599,1.2357466220855713,570.89,0.8038644194602966,-0.3793654143810272,,
2936000,36700,873,3360,-0.11509066075086594,55.99,0.0007,36699,0.3090965449810028,572.74,0.9099153131246567,-0.42091694474220276,,
2944000,36800,873,3368,0.02582421340048313,56.92,0.0007,36799,0.6958617568016052,582.42,0.7537707984447479,-0.502436101436615,,
2952000,36900,874,3377,-0.0707985907793045,54.74,0.0007,36899,0.40618810057640076,586.79,0.9055756777524948,-0.5113899111747742,,
2960000,37000,874,3385,0.06515198200941086,54.8,0.0007,36999,0.24864621460437775,583.66,0.9313536733388901,-0.26928892731666565,,
2968000,37100,874,3394,0.009204159490764141,53.19,0.0007,37099,0.04775667190551758,590.8,0.9890094278380275,-0.19379626214504242,,
2976000,37200,874,3403,-0.0684564858675003,52.96,0.0007,37199,0.4242275655269623,631.08,0.87926235049963,-0.8154851794242859,,
2984000,37300,874,3411,0.014054985716938972,50.19,0.0007,37299,0.185273677110672,614.31,0.9611021801829338,-0.35339900851249695,,
2992000,37400,874,3420,-0.003051920561119914,50.5,0.0007,37399,0.2777078449726105,614.47,0.9238414317369461,-0.42791056632995605,,
3000000,37500,875,3428,-0.20254190266132355,49.72,0.0007,37499,3.0107905864715576,616.24,0.4368804097175598,-0.21981418132781982,,
3008000,37600,875,3437,-0.052633967250585556,49.01,0.0007,37599,0.5137946009635925,628.88,0.8698033094406128,-0.5018096566200256,,
3016000,37700,875,3445,0.06882297992706299,49.72,0.0007,37699,0.7872922420501709,628.62,0.9064490124583244,-0.3551105558872223,,
3024000,37800,875,3453,-0.004904353525489569,49.52,0.0007,37799,0.15514245629310608,627.48,0.9591236189007759,-0.3307062089443207,,
3032000,37900,875,3462,-0.18279562890529633,49.47,0.0007,37899,0.8880348205566406,581.2,0.7121739983558655,-0.33529096841812134,,
3040000,,,,0.012805960141122341,,0.0007,37999,1.0865001678466797,,0.739173173904419,-0.3305634558200836,71.4,560.6
3040000,38000,874,3477,,48.55,,,,581.05,,,,
3048000,38100,874,3485,-0.05209343507885933,48.37,0.0007,38099,0.4290761947631836,570.21,0.9486645199358463,-0.5228871703147888,,
3056000,38200,874,3494,-0.16542212665081024,48.26,0.0007,38199,1.4190150499343872,568.41,0.6645281910896301,-1.059787631034851,,
3064000,38300,874,3502,-0.054639723151922226,50.57,0.0007,38299,1.193536639213562,548.16,0.7746039181947708,-0.2881428599357605,,
3072000,38400,874,3511,-0.03963408246636391,50.49,0.0007,38399,0.15974032878875732,551.52,0.9118204861879349,-0.512248158454895,,
3080000,38500,874,3520,0.053060710430145264,51.69,0.0007,38499,0.1317271590232849,553.48,0.9697150196880102,-0.6777357459068298,,
3088000,38600,875,3528,0.17541125416755676,52.7,0.0007,38599,0.5916445851325989,553.43,0.8436616808176041,-0.17321181297302246,,
3096000,38700,875,3536,-0.09285633265972137,54.85,0.0007,38699,1.8824478387832642,570.82,0.7153684496879578,-0.5631775259971619,,
3104000,38800,875,3545,0.019693968817591667,56.57,0.0007,38799,0.6083881258964539,587.77,0.8282257616519928,-0.5824277997016907,,
3112000,38900,875,3553,-0.002974351169541478,58.58,0.0007,38899,0.06993037462234497,572.48,0.9742557406425476,-0.25515612959861755,,
3120000,39000,875,3562,0.011182437650859356,57.14,0.0007,38999,0.10165176540613174,590.15,0.9788429327309132,-0.32618430256843567,,
3128000,39100,875,3570,-0.041533179581165314,57.05,0.0007,39099,0.27331864833831787,577.87,0.9434290714561939,-0.23576974868774414,,
3136000,39200,876,3579,0.02410699985921383,56.19,0.0007,39199,0.16934016346931458,578.91,0.9545659199357033,-0.22097216546535492,,
3144000,39300,876,3587,0.007617739029228687,56.23,0.0007,39299,0.14302824437618256,594.37,0.9649001471698284,-0.5092849135398865,,
3152000,39400,876,3596,-0.02316410094499588,55.47,0.0007,39399,0.10167825222015381,574.3,0.9823862574994564,-0.22709234058856964,,
3160000,39500,876,3605,-0.12630562484264374,57.84,0.0007,39499,0.06903540343046188,564.11,0.9775524530559778,-0.3182736337184906,,
3168000,39600,876,3613,0.0447479672729969,55.62,0.0007,39599,0.06749138981103897,569.08,0.9837894514203072,-0.2959150969982147,,
3176000,39700,876,3622,-0.030519461259245872,56.89,0.0007,39699,0.17494820058345795,572.6,0.9421167634427547,-0.34713348746299744,,
3184000,39800,876,3630,0.014184944331645966,56.31,0.0007,39799,0.07269195467233658,590.14,0.9769842643290758,-0.4780692160129547,,
3192000,39900,877,3639,0.031134486198425293,57.8,0.0007,39899,0.262008398771286,583.05,0.914566196501255,-0.524310290813446,,
3200000,,,,0.03365878015756607,,0.0007,39999,0.1227295994758606,,0.9148516431450844,-0.2544000446796417,38.0,658.8
3200000,40000,875,3653,,58.35,,,,575.28,,,,
3208000,40100,876,3661,-0.04504517465829849,56.22,0.0007,40099,0.5030121207237244,574.66,0.6498560905456543,-0.22026348114013672,,
3216000,40200,876,3670,0.011074489913880825,54.35,0.0007,40199,0.8226553797721863,585.6,0.21853595972061157,-0.4610665440559387,,
3224000,40300,876,3679,-0.045273806899785995,54.89,0.0007,40299,0.7097929120063782,578.9,0.9071159586310387,-0.33719226717948914,,
3232000,40400,876,3687,-0.1702766865491867,56.56,0.0007,40399,0.4208678901195526,573.16,0.57169309258461,-0.23439927399158478,,
3240000,40500,876,3696,-0.003869472537189722,57.5,0.0007,40499,0.12280700355768204,572.11,0.9610413983464241,-0.3476177155971527,,
3248000,40600,876,3704,-0.006489165127277374,58.57,0.0007,40599,0.12029173225164413,579.19,0.9777799528092146,-0.3984057605266571,,
3256000,40700,876,3713,-0.33205389976501465,57.34,0.0007,40699,1.269008994102478,582.5,0.8290268182754517,-0.33514711260795593,,
3264000,40800,877,3721,-0.08379551023244858,59.89,0.0007,40799,0.08248712867498398,581.1,0.9818470515310764,-0.24482445418834686,,
3272000,40900,877,3730,0.0356648750603199,60.92,0.0007,40899,0.06749078631401062,586.6,0.9849018072709441,-0.1515786200761795,,
3280000,41000,877,3738,-0.026674052700400352,59.84,0.0007,40999,0.86268150806427,596.58,0.8062162399291992,-0.08917032927274704,,
3288000,41100,877,3746,-0.011540952138602734,55.64,0.0007,41099,0.3312981128692627,610.33,0.9018073156476021,-0.32866743206977844,,
3296000,41200,877,3755,0.11920595169067383,53.83,0.0007,41199,0.31095463037490845,609.98,0.8561271280050278,-0.6167516112327576,,
3304000,41300,877,3764,-0.027304792776703835,52.51,0.0007,41299,0.21766220033168793,592.88,0.9542158842086792,-0.226592019200325,,
3312000,41400,877,3772,0.14998982846736908,51.63,0.0007,41399,0.19971686601638794,592.01,0.9644788764417171,-0.751408040523529,,
3320000,41500,878,3781,-0.27919527888298035,53.2,0.0007,41499,1.2653502225875854,612.62,0.6102983951568604,-0.8727149963378906,,
3328000,41600,878,3789,-0.004223737400025129,53.15,0.0007,41599,0.139783576130867,600.29,0.9664272144436836,-0.3444457948207855,,
3336000,41700,878,3798,-0.1432511955499649,54.59,0.0007,41699,0.3673415184020996,589.72,0.9145868942141533,-0.38708749413490295,,
3344000,41800,878,3806,-0.011438247747719288,59.97,0.0007,41799,0.1297692209482193,576.26,0.9714268557727337,-0.6707269549369812,,
3352000,41900,878,3815,0.0055330111645162106,59.02,0.0007,41899,0.2555229663848877,569.98,0.9592263959348202,-0.6015728116035461,,
3360000,,,,-0.0018540576566010714,,0.0007,41999,0.6113577485084534,,0.8583334982395172,-0.5486364960670471,56.8,1260.6
3360000,42000,873,3846,,60.33,,,,588.13,,,,
3368000,42100,873,3854,0.041931360960006714,59.69,0.0007,42099,0.3177691400051117,662.15,0.9250733256340027,-0.47479256987571716,,
3376000,42200,873,3863,-0.008598655462265015,59.35,0.0007,42199,0.6326153874397278,652.93,0.8531795889139175,-0.5673874020576477,,
3384000,42300,873,3871,0.04050701484084129,59.38,0.0007,42299,0.2280263751745224,660.33,0.943405419588089,-0.36934971809387207,,
3392000,42400,874,3880,-0.005842567887157202,59.4,0.0007,42399,0.05441063642501831,656.92,0.9848201749846339,-0.391749769449234,,
3400000,42500,874,3888,0.06818937510251999,56.53,0.0007,42499,0.16616730391979218,662.04,0.9345030337572098,-0.14476676285266876,,
3408000,42600,874,3897,-0.04361140727996826,54.39,0.0007,42599,1.336369276046753,689.23,0.7441286742687225,-0.2848411500453949,,
3416000,42700,874,3905,-0.0023973414208739996,53.68,0.0007,42699,0.07308676093816757,679.91,0.9731976874172688,-0.167300283908844,,
3424000,42800,874,3914,0.05226553604006767,53.17,0.0007,42799,0.9551690220832825,615.96,0.5067569613456726,-0.36850079894065857,,
3432000,42900,874,3922,0.20448148250579834,53.24,0.0007,42899,0.6818526983261108,596.14,0.8408201038837433,-0.23828959465026855,,
3440000,43000,875,3931,-0.10289476066827774,51.91,0.0007,42999,0.4147317409515381,589.19,0.9383460804820061,-0.1545511931180954,,
3448000,43100,875,3939,0.13321056962013245,50.25,0.0007,43099,1.66826331615448,592.66,0.5278224647045135,-0.44262394309043884,,
3456000,43200,875,3948,0.00010135472257388756,50.53,0.0007,43199,0.2429247349500656,580.97,0.9206122681498528,-0.22315053641796112,,
3464000,43300,875,3956,0.03794260695576668,51.37,0.0007,43299,0.8092759251594543,561.59,0.7710326910018921,-0.21123658120632172,,
3472000,43400,875,3965,-0.09090316295623779,54.11,0.0007,43399,0.14818471670150757,564.75,0.9390609078109264,-0.1999356746673584,,
3480000,43500,875,3973,0.01894441805779934,54.68,0.0007,43499,0.13113431632518768,567.16,0.9309713616967201,-0.212253138422966,,
3488000,43600,875,3982,0.04876915365457535,55.93,0.0007,43599,0.4008130133152008,601.94,0.9225600808858871,-0.5188625454902649,,
3496000,43700,875,3991,-0.12621837854385376,57.81,0.0007,43699,0.8248348236083984,598.55,0.8217357248067856,-0.3487125337123871,,
3504000,43800,875,4000,-0.019718945026397705,60.46,0.0007,43799,0.1338893473148346,615.35,0.9657167680561543,-0.3016683757305145,,
3512000,43900,876,4008,-0.2509158253669739,61.62,0.0007,43899,0.6483514904975891,609.72,0.8211273401975632,-0.4474449157714844,,
3520000,,,,0.061142172664403915,,0.0007,43999,0.4281257688999176,,0.9039741605520248,-0.3310793340206146,42.2,681.2
3520000,44000,874,4026,,61.6,,,,620.3,,,,
3528000,44100,874,4034,-0.1698857694864273,60.85,0.0007,44099,1.266081690788269,641.67,0.8214204460382462,-0.40311214327812195,,
3536000,44200,874,4043,-0.03566271811723709,61.94,0.0007,44199,0.14124342799186707,627.15,0.972384937107563,-0.2766259014606476,,
3544000,44300,874,4052,0.07257361710071564,61.73,0.0007,44299,0.22446678578853607,597.56,0.9626598581671715,-0.2995350658893585,,
3552000,44400,874,4060,-0.056726694107055664,60.69,0.0007,44399,0.14670215547084808,597.8,0.9729756433516741,-0.49514228105545044,,
3560000,44500,874,4069,0.08569270372390747,60.6,0.0007,44499,0.2773778736591339,581.01,0.9324283003807068,-0.4428001344203949,,
3568000,44600,874,4077,-0.27498531341552734,63.26,0.0007,44599,1.9686349630355835,570.13,0.6000384986400604,-0.218393474817276,,
3576000,44700,875,4086,0.09781403094530106,65.93,0.0007,44699,0.3014579713344574,549.87,0.940861739218235,-0.5655806064605713,,
3584000,44800,875,4094,-0.08290151506662369,64.64,0.0007,44799,0.17929206788539886,550.92,0.9540287256240845,-0.30418843030929565,,
3592000,44900,875,4103,-0.02103937603533268,65.66,0.0007,44899,0.5188445448875427,563.49,0.9119668304920197,-0.296520859003067,,
3600000,45000,875,4111,0.052170272916555405,66.57,0.0007,44999,0.3618744909763336,570.49,0.9321758151054382,-0.4281705319881439,,
3608000,45100,875,4120,-0.011301013641059399,65.57,0.0007,45099,0.1456770896911621,562.83,0.9567368663847446,-0.6405162811279297,,
