time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/policy_loss,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/value_loss,rollout/ep_len_mean,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
360000,4500,801,449,-0.5007745027542114,18.08,0.0007,4499,1.0196757316589355,252.34,0.5423700511455536,-1.0633962154388428,,
368000,4600,802,458,-0.053221073001623154,18.49,0.0007,4599,0.10925497859716415,256.01,0.9176919162273407,-1.117571234703064,,
376000,4700,805,467,0.09608527272939682,18.66,0.0007,4699,0.23047111928462982,258.96,0.9045369550585747,-0.928234875202179,,
384000,4800,807,475,0.178678959608078,19.08,0.0007,4799,0.24552011489868164,262.29,0.8914570659399033,-1.1653317213058472,,
392000,4900,809,484,-0.1823464184999466,18.87,0.0007,4899,0.2199382334947586,260.14,0.9166231751441956,-1.0786741971969604,,
400000,5000,811,492,0.126038059592247,18.06,0.0007,4999,0.22795355319976807,258.16,0.931797668337822,-1.0844099521636963,,
408000,5100,813,501,0.0033809447195380926,18.22,0.0007,5099,0.5968769192695618,258.05,0.7867053896188736,-0.9796620607376099,,
416000,5200,815,510,-0.17926937341690063,18.6,0.0007,5199,1.132346749305725,262.97,0.7374906837940216,-1.0546801090240479,,
424000,5300,817,518,0.4240545928478241,18.37,0.0007,5299,1.079971194267273,262.75,0.7629003524780273,-1.0461376905441284,,
432000,5400,819,527,0.07492577284574509,18.46,0.0007,5399,0.5317713022232056,263.03,0.6293666958808899,-1.119500756263733,,
440000,5500,820,536,0.12291721254587173,18.05,0.0007,5499,0.6390801668167114,259.49,0.8964520171284676,-1.146061897277832,,
448000,5600,822,544,0.10092306137084961,18.62,0.0007,5599,0.4347867965698242,259.14,0.836563229560852,-1.1284258365631104,,
456000,5700,823,553,-0.22755372524261475,18.17,0.0007,5699,0.6217500567436218,258.13,0.8038595020771027,-1.0379133224487305,,
464000,5800,825,562,-0.051462795585393906,18.22,0.0007,5799,1.3380597829818726,258.58,0.5798948407173157,-0.8500758409500122,,
472000,5900,826,570,0.056586384773254395,18.46,0.0007,5899,0.22061128914356232,260.26,0.9162601381540298,-0.9424110651016235,,
480000,,,,-0.14916419982910156,,0.0007,5999,0.4658483564853668,,0.7541495561599731,-0.9521984457969666,12.6,361.0
480000,6000,821,584,,18.43,,,,259.42,,,,
488000,6100,822,593,-0.14300289750099182,18.49,0.0007,6099,0.756039559841156,273.45,0.8282108157873154,-0.9331377148628235,,
496000,6200,824,601,0.09542613476514816,19.2,0.0007,6199,0.6909477114677429,274.34,0.658576101064682,-1.150539755821228,,
504000,6300,825,610,0.05768898129463196,20.07,0.0007,6299,0.20996442437171936,277.1,0.9285917431116104,-1.105926513671875,,
512000,6400,826,619,-0.07453902810811996,20.48,0.0007,6399,0.3888525664806366,264.06,0.777998760342598,-1.129652976989746,,
520000,6500,827,628,0.00647614523768425,19.88,0.0007,6499,0.14438997209072113,262.02,0.9094439670443535,-1.1885502338409424,,
528000,6600,829,636,0.11231958121061325,19.76,0.0007,6599,0.24079254269599915,263.06,0.9483740255236626,-0.9931507110595703,,
536000,6700,830,645,-0.3717244565486908,19.38,0.0007,6699,1.1290167570114136,261.26,0.7138290405273438,-1.1152924299240112,,
544000,6800,831,654,-0.007487602531909943,19.43,0.0007,6799,0.1719665825366974,261.4,0.9604357033967972,-0.9271957278251648,,
552000,6900,832,662,0.19422322511672974,19.8,0.0007,6899,0.2121041864156723,262.29,0.9373238831758499,-1.1960071325302124,,
560000,7000,834,671,0.020179763436317444,20.16,0.0007,6999,0.341764360666275,264.38,0.7710801362991333,-1.053444743156433,,
568000,7100,835,680,-0.01233518123626709,19.71,0.0007,7099,1.5312482118606567,263.48,0.5612162053585052,-1.0108041763305664,,
576000,7200,836,688,0.19109123945236206,20.05,0.0007,7199,0.595905065536499,262.59,0.7726061940193176,-1.159705400466919,,
584000,7300,837,697,-0.11762449890375137,20.11,0.0007,7299,1.442439079284668,262.46,0.5748209953308105,-0.9725648760795593,,
592000,7400,838,706,0.12658534944057465,19.87,0.0007,7399,0.19550465047359467,261.28,0.9574082903563976,-1.0037261247634888,,
600000,7500,838,715,-0.4143342971801758,20.01,0.0007,7499,1.8938579559326172,264.33,0.6123321950435638,-1.064621090888977,,
608000,7600,840,723,0.09435923397541046,20.42,0.0007,7599,0.18592993915081024,266.74,0.8558998852968216,-1.1965056657791138,,
616000,7700,841,732,-0.1962963044643402,20.94,0.0007,7699,1.0447993278503418,268.59,0.6897735595703125,-1.0534082651138306,,
624000,7800,842,740,-0.1351747065782547,20.68,0.0007,7799,0.46737343072891235,270.47,0.9056041613221169,-1.1129544973373413,,
632000,7900,843,749,-0.08252682536840439,19.55,0.0007,7899,0.12245972454547882,265.6,0.9323648512363434,-1.1420691013336182,,
640000,,,,-0.29436254501342773,,0.0007,7999,1.2154163122177124,,0.5375378429889679,-1.1603449583053589,13.8,437.0
640000,8000,837,764,,20.56,,,,269.1,,,,
648000,8100,838,773,0.008159364573657513,19.72,0.0007,8099,0.0930119976401329,278.01,0.9818825609982014,-1.1941837072372437,,
656000,8200,839,781,-0.23733289539813995,20.36,0.0007,8199,0.38935014605522156,280.57,0.9149920716881752,-1.1901429891586304,,
664000,8300,840,790,0.16912466287612915,19.07,0.0007,8299,0.14760087430477142,276.96,0.9586072899401188,-1.2397598028182983,,
672000,8400,841,798,-0.18919216096401215,20.08,0.0007,8399,0.35477215051651,264.31,0.8672341853380203,-1.2084606885910034,,
680000,8500,842,807,-0.16602250933647156,19.76,0.0007,8499,0.41782569885253906,262.28,0.9362914115190506,-1.1508766412734985,,
688000,8600,843,816,0.10187921673059464,19.87,0.0007,8599,0.07902660220861435,262.37,0.9643991179764271,-1.1611493825912476,,
696000,8700,844,824,0.11742597073316574,19.64,0.0007,8699,0.2658688426017761,262.93,0.9226493090391159,-1.1859315633773804,,
704000,8800,844,833,-0.0322931744158268,19.53,0.0007,8799,0.11088615655899048,261.98,0.9692963380366564,-0.9564123153686523,,
712000,8900,845,842,0.122474804520607,20.04,0.0007,8899,0.2111068069934845,265.63,0.8510784804821014,-1.2240155935287476,,
720000,9000,846,850,0.03530210256576538,20.42,0.0007,8999,0.06080859899520874,268.8,0.9800005462020636,-1.2594696283340454,,
728000,9100,847,859,-0.035714875906705856,20.67,0.0007,9099,0.11935124546289444,271.93,0.9187019169330597,-1.2323004007339478,,
736000,9200,847,868,0.21752989292144775,20.98,0.0007,9199,0.6441819071769714,269.51,0.8715929239988327,-1.138207197189331,,
744000,9300,848,876,0.0011184721952304244,21.03,0.0007,9299,0.4449388086795807,269.18,0.7645387202501297,-1.28249192237854,,
752000,9400,849,885,0.2424088567495346,20.85,0.0007,9399,0.4434170424938202,266.54,0.8399307280778885,-1.1346784830093384,,
760000,9500,850,893,-0.061576295644044876,20.67,0.0007,9499,0.15450730919837952,267.89,0.941420178860426,-1.0659922361373901,,
768000,9600,850,902,-0.007686433382332325,20.49,0.0007,9599,1.1742802858352661,267.47,0.789191484451294,-0.9715796709060669,,
776000,9700,851,911,-0.07869300246238708,21.09,0.0007,9699,0.6133203506469727,270.75,0.8593976199626923,-1.035861849784851,,
784000,9800,851,920,0.19710877537727356,21.47,0.0007,9799,0.4151003956794739,272.18,0.7897267639636993,-1.2080141305923462,,
792000,9900,851,929,0.024102559313178062,22.26,0.0007,9899,0.44678398966789246,276.06,0.9137859866023064,-1.0399396419525146,,
800000,,,,-0.08177204430103302,,0.0007,9999,0.5096991658210754,,0.9026061967015266,-1.0799739360809326,11.8,432.6
800000,10000,847,944,,22.01,,,,272.58,,,,
808000,10100,847,953,-0.46280357241630554,20.82,0.0007,10099,1.1237980127334595,278.62,0.8334303200244904,-1.1698076725006104,,
816000,10200,848,962,-0.014829757623374462,20.71,0.0007,10199,0.10393144935369492,277.06,0.9578691460192204,-1.2055848836898804,,
824000,10300,848,971,0.2577471137046814,20.57,0.0007,10299,0.4078506529331207,278.33,0.8658569157123566,-1.0883121490478516,,
832000,10400,848,980,-0.05177292227745056,20.79,0.0007,10399,0.2843576669692993,269.6,0.8818713575601578,-1.204569935798645,,
840000,10500,849,988,-0.3306037485599518,19.88,0.0007,10499,0.5916809439659119,266.39,0.8415942639112473,-1.0976976156234741,,
848000,10600,850,997,-0.08719411492347717,20.46,0.0007,10599,0.23648296296596527,265.69,0.9329186007380486,-1.180830955505371,,
856000,10700,851,1005,-0.006688147783279419,20.56,0.0007,10699,0.4367997348308563,266.09,0.8342661410570145,-1.2285947799682617,,
864000,10800,852,1014,0.020739248022437096,21.6,0.0007,10799,0.15380790829658508,269.79,0.9339933395385742,-1.1198481321334839,,
872000,10900,852,1022,0.23776720464229584,22.0,0.0007,10899,0.8420467376708984,270.91,0.8239279985427856,-0.9057885408401489,,
880000,11000,853,1030,-0.2100590020418167,22.99,0.0007,10999,1.094826340675354,272.26,0.7295590043067932,-0.9583927989006042,,
888000,11100,854,1039,-0.09544391185045242,23.34,0.0007,11099,0.6446457505226135,273.28,0.7995738536119461,-1.072766900062561,,
896000,11200,855,1047,0.10796988010406494,23.07,0.0007,11199,0.21016274392604828,274.03,0.9390786103904247,-0.9018625617027283,,
904000,11300,855,1056,-0.0849771797657013,23.2,0.0007,11299,0.2920553386211395,276.72,0.8925690725445747,-0.8979422450065613,,
912000,11400,855,1065,0.3071136474609375,23.3,0.0007,11399,0.8914563059806824,275.52,0.7814095914363861,-0.9789864420890808,,
920000,11500,855,1074,0.06523306667804718,24.43,0.0007,11499,0.6602588295936584,279.08,0.8488621115684509,-0.9990703463554382,,
928000,11600,855,1084,0.2857688367366791,24.82,0.0007,11599,0.8491705060005188,279.81,0.8211076408624649,-1.0426851511001587,,
936000,11700,856,1093,0.007521359715610743,25.76,0.0007,11699,0.12464175373315811,283.63,0.9759363569319248,-1.075563669204712,,
944000,11800,856,1102,-0.023439064621925354,25.21,0.0007,11799,0.06086021661758423,282.42,0.9795447923243046,-1.1127136945724487,,
952000,11900,856,1111,0.056072015315294266,24.52,0.0007,11899,0.1951700896024704,281.12,0.9502522423863411,-1.0522902011871338,,
960000,,,,-0.14356061816215515,,0.0007,11999,0.2630917727947235,,0.9555759690701962,-0.9357596635818481,16.2,347.0
960000,12000,854,1124,,24.67,,,,281.76,,,,
968000,12100,854,1132,-0.022517817094922066,25.61,0.0007,12099,0.35944855213165283,292.94,0.8910670280456543,-0.9388275146484375,,
976000,12200,855,1141,-0.5218620300292969,25.68,0.0007,12199,1.36424720287323,294.31,0.7090479135513306,-0.8682166934013367,,
984000,12300,855,1149,-0.31483912467956543,25.36,0.0007,12299,0.3710964620113373,295.27,0.86911241710186,-0.9662663340568542,,
992000,12400,856,1158,0.2586446702480316,25.0,0.0007,12399,0.15439438819885254,288.72,0.9104006290435791,-1.1814426183700562,,
1000000,12500,856,1167,-0.15736417472362518,25.03,0.0007,12499,0.2090524286031723,285.97,0.9013738930225372,-1.045317530632019,,
1008000,12600,857,1175,-0.36668530106544495,25.55,0.0007,12599,0.7340294122695923,290.18,0.9066050052642822,-0.9910479784011841,,
1016000,12700,858,1184,0.15373656153678894,25.5,0.0007,12699,0.43704158067703247,290.12,0.9050238952040672,-0.8491045832633972,,
1024000,12800,858,1192,0.10212584584951401,25.27,0.0007,12799,0.43427085876464844,290.19,0.9153181537985802,-1.0751351118087769,,
1032000,12900,859,1201,0.007135805673897266,24.53,0.0007,12899,0.3129767179489136,288.26,0.7962853312492371,-0.9317788481712341,,
1040000,13000,859,1209,-0.11300305277109146,24.78,0.0007,12999,0.736791729927063,289.17,0.7049960494041443,-1.189733862876892,,
1048000,13100,860,1218,0.12264931201934814,25.03,0.0007,13099,0.6182731986045837,295.97,0.9093398973345757,-0.9726856350898743,,
1056000,13200,860,1227,0.02271377481520176,24.15,0.0007,13199,0.35758155584335327,293.56,0.8634178638458252,-0.9546024203300476,,
1064000,13300,861,1235,-0.0032469809520989656,24.59,0.0007,13299,0.33372360467910767,296.71,0.8989454582333565,-0.9384479522705078,,
1072000,13400,861,1243,-0.10323380678892136,24.63,0.0007,13399,0.6942057013511658,297.93,0.8497457951307297,-0.8545660376548767,,
1080000,13500,862,1252,-0.25807493925094604,25.66,0.0007,13499,1.1890058517456055,298.43,0.6983956098556519,-0.9796004295349121,,
1088000,13600,862,1260,-0.13085751235485077,25.47,0.0007,13599,0.6118893027305603,300.09,0.9097979366779327,-0.8948448300361633,,
1096000,13700,863,1269,-0.18223270773887634,25.53,0.0007,13699,0.38560694456100464,297.84,0.9202008917927742,-1.0284680128097534,,
1104000,13800,863,1277,0.0793050155043602,25.76,0.0007,13799,0.30619508028030396,299.94,0.8389782309532166,-0.9218535423278809,,
1112000,13900,864,1286,-0.06278784573078156,26.66,0.0007,13899,0.2859054505825043,307.16,0.9609846659004688,-0.8786637187004089,,
1120000,,,,-0.009714302606880665,,0.0007,13999,0.11153767257928848,,0.9647702239453793,-0.9837479591369629,13.6,360.2
1120000,14000,862,1299,,27.17,,,,312.68,,,,
1128000,14100,862,1307,-0.008878943510353565,25.85,0.0007,14099,0.7459611296653748,322.1,0.7335331439971924,-0.8566330075263977,,
1136000,14200,863,1315,0.05399015173316002,26.04,0.0007,14199,0.44501248002052307,326.34,0.7724635601043701,-0.944020688533783,,
1144000,14300,863,1324,-0.0968916043639183,26.13,0.0007,14299,0.43371811509132385,322.72,0.826055645942688,-0.968259334564209,,
1152000,14400,864,1332,-0.21844664216041565,27.28,0.0007,14399,0.8511837124824524,319.09,0.8285090923309326,-0.9324721693992615,,
1160000,14500,864,1341,0.002031350275501609,27.74,0.0007,14499,2.3959784507751465,317.32,0.36114829778671265,-0.8017423748970032,,
1168000,14600,865,1349,-0.11715047806501389,28.09,0.0007,14599,0.1082221046090126,317.84,0.879961796104908,-1.0133129358291626,,
1176000,14700,865,1358,0.08374803513288498,27.8,0.0007,14699,0.2941623330116272,321.72,0.8860502541065216,-0.8585676550865173,,
1184000,14800,866,1366,-0.5024935603141785,28.37,0.0007,14799,1.0016015768051147,328.76,0.8687432408332825,-0.7907881736755371,,
1192000,14900,866,1375,-0.1607496589422226,28.88,0.0007,14899,0.6408261656761169,337.54,0.8379660993814468,-0.7679042220115662,,
1200000,15000,867,1383,-0.23282919824123383,28.55,0.0007,14999,0.6784569621086121,341.79,0.7294496595859528,-0.877160370349884,,
1208000,15100,867,1392,0.03037126734852791,28.98,0.0007,15099,0.11443343013525009,343.42,0.9623806066811085,-0.7176181674003601,,
1216000,15200,868,1400,-0.13678276538848877,28.62,0.0007,15199,0.30118536949157715,339.96,0.7927942276000977,-0.8720962405204773,,
1224000,15300,868,1409,-0.12007337808609009,29.02,0.0007,15299,0.6628285646438599,338.2,0.683256208896637,-0.6931321024894714,,
1232000,15400,869,1417,0.026307910680770874,28.99,0.0007,15399,0.1443493366241455,338.78,0.9302263855934143,-0.8368489146232605,,
1240000,15500,869,1425,0.23582051694393158,29.47,0.0007,15499,0.29037290811538696,341.05,0.9129986092448235,-0.8557567596435547,,
1248000,15600,870,1434,-0.18452906608581543,29.79,0.0007,15599,0.6263403296470642,342.47,0.8619326055049896,-0.7839376926422119,,
1256000,15700,870,1442,0.030573997646570206,30.05,0.0007,15699,0.342128723859787,345.44,0.8425078243017197,-0.817768394947052,,
1264000,15800,871,1450,-0.12013401836156845,31.4,0.0007,15799,0.43494001030921936,347.93,0.9057657346129417,-0.9811447262763977,,
1272000,15900,871,1458,-0.08814067393541336,31.89,0.0007,15899,1.2358609437942505,347.77,0.6073533296585083,-0.7948873043060303,,
1280000,,,,-0.094489686191082,,0.0007,15999,0.924288272857666,,0.7274314165115356,-0.8359255194664001,22.0,397.0
1280000,16000,869,1472,,32.68,,,,353.03,,,,
1288000,16100,869,1481,-0.1243467852473259,32.05,0.0007,16099,0.21771550178527832,359.4,0.9224228858947754,-0.8421415686607361,,
1296000,16200,869,1490,0.0985054299235344,32.54,0.0007,16199,0.7738485336303711,358.45,0.8050359785556793,-0.9617870450019836,,
1304000,16300,869,1499,-0.059794891625642776,32.14,0.0007,16299,0.21618080139160156,362.11,0.9117055535316467,-0.7520613074302673,,
1312000,16400,870,1507,-0.19898007810115814,31.87,0.0007,16399,1.110171914100647,362.85,0.6831334233283997,-0.6425748467445374,,
1320000,16500,870,1516,-0.1452944278717041,32.54,0.0007,16499,0.4893467426300049,361.11,0.755055770277977,-0.8467085957527161,,
1328000,16600,870,1525,-0.02957102097570896,32.85,0.0007,16599,1.3730512857437134,366.1,0.4566854238510132,-0.7239250540733337,,
1336000,16700,870,1533,0.2322993278503418,32.63,0.0007,16699,0.9078688025474548,373.64,0.8074400275945663,-0.8504970669746399,,
1344000,16800,871,1542,-0.11397077143192291,33.12,0.0007,16799,0.7205777168273926,376.27,0.6048780679702759,-1.0070463418960571,,
1352000,16900,871,1550,0.2299432009458542,32.74,0.0007,16899,0.6382812857627869,377.01,0.6002350747585297,-0.8086463809013367,,
1360000,17000,872,1559,-0.053605806082487106,33.15,0.0007,16999,1.3330304622650146,379.84,0.7031679451465607,-0.5375620722770691,,
1368000,17100,872,1568,0.19879832863807678,33.28,0.0007,17099,0.29986515641212463,382.45,0.9122479110956192,-0.7510873675346375,,
1376000,17200,872,1576,0.010779163800179958,33.4,0.0007,17199,0.37317347526550293,378.56,0.86263407766819,-0.8180492520332336,,
1384000,17300,872,1585,-0.012053958140313625,34.17,0.0007,17299,0.3954899311065674,380.06,0.8419064283370972,-0.6324003338813782,,
1392000,17400,873,1594,-0.1994391232728958,35.17,0.0007,17399,0.8533157706260681,383.88,0.759198784828186,-0.7420571446418762,,
1400000,17500,873,1602,-0.22923564910888672,35.18,0.0007,17499,1.1314467191696167,387.44,0.7749971002340317,-0.6855781674385071,,
1408000,17600,873,1611,0.06455749273300171,34.7,0.0007,17599,0.2795524299144745,386.32,0.9402917549014091,-0.8202769160270691,,
1416000,17700,874,1620,-0.07325192540884018,34.77,0.0007,17699,0.20464277267456055,386.09,0.9289262667298317,-0.6632720232009888,,
1424000,17800,874,1628,-0.44244691729545593,34.44,0.0007,17799,1.5069525241851807,385.26,0.6976214349269867,-0.6841560006141663,,
1432000,17900,874,1637,0.079688660800457,34.67,0.0007,17899,0.5143998265266418,383.87,0.9105969369411469,-0.7401822209358215,,
1440000,,,,-0.08008628338575363,,0.0007,17999,0.6902369856834412,,0.7793941497802734,-0.7890076041221619,20.4,481.2
1440000,18000,871,1651,,35.3,,,,381.8,,,,
1448000,18100,872,1660,-0.3841334581375122,34.7,0.0007,18099,0.8635358214378357,398.2,0.8157262653112411,-0.739261269569397,,
1456000,18200,872,1669,-0.2996431887149811,34.1,0.0007,18199,0.8857793211936951,391.65,0.8002821803092957,-0.6584190726280212,,
1464000,18300,872,1677,-0.1805764138698578,35.15,0.0007,18299,1.1495732069015503,394.66,0.6934109032154083,-0.6663853526115417,,
1472000,18400,872,1686,-0.027500277385115623,35.32,0.0007,18399,2.2669992446899414,399.71,0.6045665144920349,-0.5856003761291504,,
1480000,18500,873,1694,-0.04470863938331604,36.67,0.0007,18499,0.1380395144224167,404.65,0.9426846131682396,-0.849469006061554,,
1488000,18600,873,1703,0.3159767985343933,37.33,0.0007,18599,0.6769980788230896,401.2,0.8887744247913361,-0.7232721447944641,,
1496000,18700,873,1712,0.26207661628723145,37.76,0.0007,18699,0.488248735666275,414.87,0.8583205342292786,-0.8165338635444641,,
1504000,18800,874,1720,-0.21389031410217285,36.97,0.0007,18799,0.5707096457481384,415.61,0.8258451819419861,-0.6108090281486511,,
1512000,18900,874,1729,-0.050958748906850815,36.53,0.0007,18899,0.13948862254619598,419.87,0.9582844153046608,-0.8802415132522583,,
1520000,19000,874,1737,0.04946243017911911,36.3,0.0007,18999,0.9343686103820801,419.59,0.6457529366016388,-0.6547327041625977,,
1528000,19100,874,1746,0.029641984030604362,36.13,0.0007,19099,0.1577601283788681,430.09,0.9171564355492592,-0.7123719453811646,,
1536000,19200,875,1754,-0.21406637132167816,36.19,0.0007,19199,1.0427430868148804,432.12,0.8035753518342972,-0.5534719824790955,,
1544000,19300,875,1763,-0.06938046216964722,36.06,0.0007,19299,0.2819405496120453,441.96,0.8866240829229355,-0.853619396686554,,
1552000,19400,875,1772,0.006368642207235098,36.14,0.0007,19399,0.14192810654640198,443.13,0.8954196199774742,-0.5855439901351929,,
1560000,19500,876,1780,0.03776903823018074,36.56,0.0007,19499,0.344553142786026,449.24,0.7845514267683029,-0.683233380317688,,
1568000,19600,876,1789,0.10467316210269928,36.4,0.0007,19599,0.27963826060295105,439.45,0.9087873324751854,-0.5444138646125793,,
1576000,19700,876,1797,-0.3535346984863281,37.7,0.0007,19699,0.8820087313652039,446.53,0.8039000183343887,-0.5306256413459778,,
1584000,19800,876,1806,0.007591086905449629,37.7,0.0007,19799,0.4628712832927704,453.94,0.8573329299688339,-0.5422264337539673,,
1592000,19900,877,1814,-0.001901602721773088,38.74,0.0007,19899,0.35262221097946167,468.62,0.8581706285476685,-0.5528092384338379,,
1600000,,,,0.039752159267663956,,0.0007,19999,0.8678215146064758,,0.8107544034719467,-0.5161340832710266,26.6,579.6
1600000,20000,873,1831,,38.97,,,,458.09,,,,
1608000,20100,873,1840,0.07512601464986801,38.81,0.0007,20099,0.22871927917003632,473.69,0.9335377588868141,-0.5597009062767029,,
1616000,20200,874,1848,-0.21476252377033234,39.08,0.0007,20199,0.609853208065033,486.57,0.8164827227592468,-0.4315267503261566,,
1624000,20300,874,1857,-0.04508618637919426,40.73,0.0007,20299,0.24539609253406525,491.16,0.8540474623441696,-0.5726855397224426,,
1632000,20400,874,1866,0.2021258920431137,40.78,0.0007,20399,1.3188095092773438,491.06,0.6735202968120575,-0.5655478239059448,,
1640000,20500,874,1874,-0.07549750804901123,41.36,0.0007,20499,0.44721290469169617,486.0,0.8626153320074081,-0.49715080857276917,,
1648000,20600,875,1883,-0.11808260530233383,41.97,0.0007,20599,0.1462375372648239,494.1,0.9618649296462536,-0.40150997042655945,,
1656000,20700,875,1891,-0.020229866728186607,41.51,0.0007,20699,0.2499264031648636,494.83,0.9296930655837059,-0.6079232096672058,,
1664000,20800,875,1900,0.2026703804731369,40.74,0.0007,20799,0.29413390159606934,485.49,0.8904442638158798,-0.5419807434082031,,
1672000,20900,876,1908,-0.01592010259628296,39.71,0.0007,20899,0.040943440049886703,488.2,0.9857534309849143,-0.589790940284729,,
1680000,21000,876,1917,0.2248167246580124,39.66,0.0007,20999,0.5892795920372009,488.46,0.8651951104402542,-0.6003093719482422,,
1688000,21100,876,1925,-0.05934338644146919,38.98,0.0007,21099,2.0923218727111816,475.85,0.8482126146554947,-0.3611295819282532,,
1696000,21200,876,1934,-0.5200491547584534,39.17,0.0007,21199,2.3725430965423584,473.93,0.4211322069168091,-0.3764243423938751,,
1704000,21300,877,1942,0.3491569459438324,39.11,0.0007,21299,0.8649196028709412,473.78,0.8539972603321075,-0.3813484013080597,,
1712000,21400,877,1951,0.0029485642444342375,39.02,0.0007,21399,0.27708688378334045,483.1,0.8508383333683014,-0.591883659362793,,
1720000,21500,877,1959,0.06259450316429138,40.05,0.0007,21499,1.0607092380523682,465.83,0.8044914901256561,-0.598510205745697,,
1728000,21600,877,1968,0.026231706142425537,41.2,0.0007,21599,0.13835051655769348,474.11,0.9668466709554195,-0.4709533751010895,,
1736000,21700,878,1977,0.00924114789813757,41.48,0.0007,21699,0.07683806121349335,493.78,0.9706371761858463,-0.490529865026474,,
1744000,21800,878,1985,0.026468807831406593,41.18,0.0007,21799,0.13286630809307098,501.09,0.9378030113875866,-0.5721308588981628,,
1752000,21900,878,1994,-0.04171518608927727,41.01,0.0007,21899,0.17856012284755707,511.08,0.949814461171627,-0.5841859579086304,,
1760000,,,,0.008607554249465466,,0.0007,21999,0.11963102966547012,,0.9708116427063942,-0.5159831047058105,29.2,675.8
1760000,22000,875,2011,,41.43,,,,512.53,,,,
1768000,22100,875,2019,-0.06158943101763725,38.47,0.0007,22099,0.1864781677722931,532.6,0.9377947002649307,-0.511880099773407,,
1776000,22200,875,2028,0.09012895077466965,38.04,0.0007,22199,1.0790642499923706,527.9,0.7063629031181335,-0.49646902084350586,,
1784000,22300,875,2036,-0.022607257589697838,37.67,0.0007,22299,0.08978142589330673,527.71,0.9679801687598228,-0.4078391492366791,,
1792000,22400,876,2045,0.02614753507077694,37.62,0.0007,22399,0.1220175176858902,517.96,0.9408839419484138,-0.6516668796539307,,
1800000,22500,876,2053,-0.16405628621578217,38.3,0.0007,22499,0.9895139932632446,498.18,0.8508748859167099,-0.41501590609550476,,
1808000,22600,876,2062,-0.005141067784279585,38.56,0.0007,22599,0.08274319022893906,488.84,0.9709329567849636,-0.42241135239601135,,
1816000,22700,876,2071,0.041446536779403687,40.09,0.0007,22699,0.8368369936943054,493.07,0.6495839953422546,-0.6791382431983948,,
1824000,22800,877,2079,0.02559332363307476,39.94,0.0007,22799,0.2566884756088257,499.42,0.9375527985394001,-0.637516975402832,,
1832000,22900,877,2088,0.054439760744571686,39.93,0.0007,22899,0.1442156434059143,481.33,0.929854728281498,-0.7189028263092041,,
1840000,23000,877,2096,0.1098446398973465,38.85,0.0007,22999,0.6380154490470886,466.75,0.8742365092039108,-0.7063602805137634,,
1848000,23100,877,2105,0.0993669405579567,39.16,0.0007,23099,0.11183171719312668,471.72,0.9577710218727589,-0.4606897532939911,,
1856000,23200,878,2113,-0.04597347602248192,39.46,0.0007,23199,0.9769403338432312,447.42,0.8374063074588776,-0.7717496752738953,,
1864000,23300,878,2122,-0.02538701705634594,40.41,0.0007,23299,0.18363350629806519,442.38,0.9526548199355602,-0.5672573447227478,,
1872000,23400,878,2130,-0.0775318518280983,41.08,0.0007,23399,0.9111035466194153,457.84,0.7961277961730957,-0.5807942748069763,,
1880000,23500,878,2139,0.1116129532456398,43.23,0.0007,23499,0.1426108330488205,472.46,0.9664661101996899,-0.6931576132774353,,
1888000,23600,879,2147,-0.030841439962387085,43.32,0.0007,23599,0.2175665646791458,483.8,0.9113930240273476,-0.5605332255363464,,
1896000,23700,879,2156,-0.13259533047676086,43.1,0.0007,23699,0.46919748187065125,477.83,0.8680960237979889,-0.5845044255256653,,
1904000,23800,879,2164,-0.2591310739517212,42.65,0.0007,23799,0.45430120825767517,481.62,0.9129910543560982,-0.6299840211868286,,
1912000,23900,879,2173,0.06422027200460434,41.8,0.0007,23899,0.39125558733940125,480.83,0.9246535077691078,-0.35970595479011536,,
1920000,,,,-0.01242449413985014,,0.0007,23999,0.5657340884208679,,0.7460806965827942,-0.8229324221611023,37.2,970.0
1920000,24000,874,2194,,43.2,,,,480.9,,,,
1928000,24100,875,2203,-0.05297309160232544,41.24,0.0007,24099,0.24437783658504486,529.79,0.9544834867119789,-0.625967800617218,,
1936000,24200,875,2211,-0.17648367583751678,40.71,0.0007,24199,0.21864478290081024,522.86,0.9185052290558815,-0.7637788653373718,,
1944000,24300,875,2220,-0.05206279829144478,41.05,0.0007,24299,0.3195306658744812,523.53,0.9340338855981827,-0.5105435252189636,,
1952000,24400,875,2228,0.0031992781441658735,42.56,0.0007,24399,0.18310712277889252,531.27,0.9615536779165268,-0.3486592769622803,,
1960000,24500,876,2237,-0.018753139302134514,42.98,0.0007,24499,0.14199841022491455,541.4,0.9708565380424261,-0.6216672658920288,,
1968000,24600,876,2245,0.06554221361875534,41.39,0.0007,24599,0.15619760751724243,532.3,0.9735538624227047,-0.4724292755126953,,
1976000,24700,876,2254,0.03335719183087349,43.94,0.0007,24699,0.49174919724464417,492.78,0.834862157702446,-0.4232478141784668,,
1984000,24800,876,2262,0.019070176407694817,45.03,0.0007,24799,0.14402349293231964,493.31,0.9560321234166622,-0.5809584856033325,,
1992000,24900,876,2271,0.03253218159079552,45.0,0.0007,24899,0.1173674687743187,507.68,0.9777914565056562,-0.5705682635307312,,
