time/time_elapsed,rollout/exploration_rate,time/total_timesteps,time/episodes,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward,train/n_updates,train/learning_rate,train/loss
21,0.9729249999999998,11400,436,522,7.32,439.72,,,,,
21,0.9727349999999997,11480,440,523,7.32,439.72,,,,,
22,0.9723359999999998,11648,444,522,7.27,440.08,,,,,
22,0.9720985000000003,11748,448,523,7.27,440.08,,,,,
22,0.9719369999999998,11816,452,523,7.27,440.08,,,,,
22,0.9717849999999998,11880,456,523,7.25,437.42,,,,,
23,0.9713859999999999,12048,460,523,7.24,437.13,,,,,
23,0.9711865000000005,12132,464,523,7.3,438.18,,,,,
23,0.9709394999999997,12236,468,522,7.31,438.08,,,,,
23,0.9707305,12324,472,522,7.29,436.96,,,,,
23,0.9703695000000002,12476,476,522,7.29,436.96,,,,,
24,0.9701415,12572,480,522,7.29,436.96,,,,,
24,0.9697234999999995,12748,484,521,7.35,441.29,,,,,
24,0.9695429999999996,12824,488,521,7.33,442.04,,,,,
24,0.9694004999999998,12884,492,521,7.33,442.04,,,,,
25,0.9689919999999996,13056,496,522,7.32,441.15,,,,,
25,0.9686120000000003,13216,500,521,7.36,442.82,,,,,
25,0.9684789999999996,13272,504,521,7.37,446.14,,,,,
25,0.9680419999999997,13456,508,521,7.37,445.89,,,,,
25,0.9678805000000004,13524,512,522,7.37,445.89,,,,,
26,0.9676334999999996,13628,516,522,7.37,445.89,,,,,
26,0.9673200000000001,13760,520,521,7.45,444.07,,,,,
26,0.9670635000000001,13868,524,522,7.45,444.07,,,,,
26,0.9669970000000002,13896,528,522,7.45,444.07,,,,,
26,0.966807,13976,532,521,7.39,442.25,,,,,
27,0.9663509999999996,14168,536,521,7.42,441.09,,,,,
27,0.9661039999999999,14272,540,521,7.42,441.09,,,,,
27,0.9659995,14316,544,521,7.42,441.09,,,,,
27,0.9657525000000002,14420,548,521,7.44,440.23,,,,,
27,0.9654865,14532,552,520,7.38,439.8,,,,,
28,0.9652680000000001,14624,556,519,7.37,439.22,,,,,
