train/n_updates,time/time_elapsed,train/learning_rate,train/explained_variance,train/entropy_loss,time/iterations,rollout/ep_rew_mean,time/fps,train/policy_loss,train/value_loss,time/total_timesteps,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
303599,25666,0.0007,0.9984140845481306,-0.8277298212051392,303600,2316.9,946,-0.09075209498405457,0.18394170701503754,24288000,854.04,,
303699,25674,0.0007,0.9994521221378818,-1.179823875427246,303700,2321.1,946,-0.07570534944534302,0.0531955324113369,24296000,854.98,,
303799,25682,0.0007,0.9983101487159729,-0.9493051767349243,303800,2359.2,946,-0.11240070313215256,0.1285220980644226,24304000,865.96,,
303899,25690,0.0007,0.9855716982856393,-1.4994300603866577,303900,2341.2,946,-0.11162640899419785,0.5556337833404541,24312000,865.56,,
303999,,0.0007,0.9904650915414095,-1.0066620111465454,,,,0.06534778326749802,0.40762731432914734,24320000,,2046.0,915.8
,25707,,,,304000,2242.7,946,,,24320000,854.9,,
304099,25715,0.0007,0.9812882822006941,-1.3576409816741943,304100,2205.9,946,0.6341447830200195,0.7330644130706787,24328000,851.56,,
304199,25724,0.0007,0.992452816106379,-0.9561921954154968,304200,2104.0,946,-0.17199119925498962,0.4912601411342621,24336000,845.98,,
304299,25732,0.0007,0.9918755991384387,-1.2174856662750244,304300,2057.7,946,0.23444540798664093,0.6814720034599304,24344000,846.74,,
304399,25740,0.0007,0.9170765206217766,-0.9701858758926392,304400,2035.9,946,0.03946094587445259,6.249004364013672,24352000,849.08,,
304499,25748,0.0007,0.9977257088758051,-1.4304839372634888,304500,2030.6,946,-0.06408488005399704,0.22188682854175568,24360000,859.08,,
304599,25757,0.0007,0.9929648227989674,-1.063185691833496,304600,2013.3,946,0.17069274187088013,0.510037362575531,24368000,858.5,,
304699,25765,0.0007,0.9994385532918386,-1.008294701576233,304700,2012.8,946,0.013537398539483547,0.07741246372461319,24376000,858.62,,
304799,25774,0.0007,0.9982218646910042,-1.358773112297058,304800,2018.5,946,0.030539942905306816,0.2052687406539917,24384000,867.36,,
304899,25782,0.0007,0.998882022802718,-0.48406320810317993,304900,1996.4,946,-0.005431520286947489,0.08769676834344864,24392000,863.04,,
304999,25791,0.0007,0.9994977999594994,-1.1512638330459595,305000,2060.4,946,-0.13635008037090302,0.08280649781227112,24400000,866.6,,
305099,25799,0.0007,0.999104438116774,-1.1728744506835938,305100,2125.2,946,0.08085180819034576,0.10880202054977417,24408000,870.12,,
305199,25807,0.0007,0.9996216225845274,-0.898298442363739,305200,2184.7,946,-0.01655050553381443,0.058527447283267975,24416000,878.2,,
305299,25816,0.0007,0.9995589153259061,-1.0564864873886108,305300,2282.4,946,-0.2201824188232422,0.08297646045684814,24424000,888.54,,
305399,25824,0.0007,0.999008983024396,-1.2012604475021362,305400,2339.0,946,0.2625889778137207,0.14959709346294403,24432000,883.08,,
305499,25832,0.0007,0.9978807005099952,-1.4370460510253906,305500,2375.8,946,-0.1967160552740097,0.22172307968139648,24440000,878.7,,
305599,25841,0.0007,0.998115926515311,-1.053916335105896,305600,2375.5,946,-0.27919241786003113,0.18028844892978668,24448000,872.58,,
305699,25849,0.0007,0.8070228099822998,-1.3704723119735718,305700,2390.8,946,2.667271137237549,23.745641708374023,24456000,873.38,,
305799,25857,0.0007,0.994264392182231,-1.4741501808166504,305800,2367.7,946,0.0208189245313406,0.5346074104309082,24464000,878.2,,
305899,25866,0.0007,0.9992356605944224,-1.1774715185165405,305900,2394.4,946,0.14380119740962982,0.07318203896284103,24472000,871.38,,
305999,,0.0007,0.9980382169596851,-1.288403868675232,,,,0.12592969834804535,0.2552430331707001,24480000,,2704.0,880.2
,25882,,,,306000,2388.1,945,,,24480000,871.98,,
306099,25891,0.0007,0.9989170717308298,-1.1904858350753784,306100,2394.4,945,0.04552454873919487,0.09582612663507462,24488000,872.3,,
306199,25899,0.0007,0.9989313198020682,-1.1563717126846313,306200,2412.2,945,0.0703587755560875,0.11948627233505249,24496000,878.08,,
306299,25907,0.0007,0.9986443732632324,-1.5719444751739502,306300,2406.9,945,-0.020462766289711,0.10429643839597702,24504000,871.94,,
306399,25916,0.0007,0.9992947793798521,-1.119813323020935,306400,2374.6,945,0.0780610591173172,0.05692949518561363,24512000,872.2,,
306499,25924,0.0007,0.9973999599460512,-1.3118644952774048,306500,2386.0,945,0.05077722296118736,0.32214075326919556,24520000,870.76,,
306599,25932,0.0007,0.9976821271702647,-1.091750979423523,306600,2377.9,945,0.05915116146206856,0.28184443712234497,24528000,879.4,,
306699,25940,0.0007,0.9976334199309349,-1.5120524168014526,306700,2413.1,945,0.19222716987133026,0.23824374377727509,24536000,883.08,,
306799,25949,0.0007,0.9978812399785966,-1.1244639158248901,306800,2407.9,945,0.05354892089962959,0.21993818879127502,24544000,892.88,,
306899,25957,0.0007,0.8003074079751968,-1.2533949613571167,306900,2446.2,945,2.5751278400421143,20.628890991210938,24552000,891.22,,
306999,25965,0.0007,0.9974876418709755,-1.096943736076355,307000,2414.1,945,0.05111570283770561,0.21116240322589874,24560000,890.46,,
307099,25974,0.0007,0.9984633579151705,-1.1443724632263184,307100,2415.8,945,-0.2080017775297165,0.1671987622976303,24568000,888.28,,
307199,25982,0.0007,0.9980445392429829,-1.2846755981445312,307200,2408.9,945,-0.3555414378643036,0.22360745072364807,24576000,880.06,,
307299,25990,0.0007,0.980740312486887,-1.3599053621292114,307300,2353.9,945,0.07151089608669281,1.5246927738189697,24584000,870.96,,
307399,25999,0.0007,0.9978613080456853,-1.2092063426971436,307400,2338.0,945,-0.06876572221517563,0.15757986903190613,24592000,864.54,,
307499,26007,0.0007,0.9983544832793996,-1.398592472076416,307500,2371.6,945,0.03257638216018677,0.14113560318946838,24600000,863.42,,
307599,26015,0.0007,0.6286630630493164,-1.091535210609436,307600,2387.9,945,-0.870448887348175,26.06888771057129,24608000,866.92,,
307699,26023,0.0007,0.9987788365688175,-0.7640666961669922,307700,2413.4,945,0.07242496311664581,0.14221684634685516,24616000,858.4,,
307799,26032,0.0007,0.9994201487279497,-0.8738090395927429,307800,2418.9,945,-0.1941867172718048,0.13949492573738098,24624000,854.64,,
307899,26040,0.0007,0.998485611169599,-1.0096197128295898,307900,2425.4,945,-0.013528070412576199,0.1660705804824829,24632000,848.26,,
307999,,0.0007,0.9986601598793641,-1.2368422746658325,,,,0.092257060110569,0.16504473984241486,24640000,,2944.0,1017.8
,26059,,,,308000,2423.2,945,,,24640000,855.54,,
308099,26068,0.0007,0.9748578611761332,-1.2268390655517578,308100,2449.5,945,0.41875988245010376,2.134387969970703,24648000,856.7,,
308199,26076,0.0007,0.9973249267786741,-1.3905378580093384,308200,2447.7,945,0.14035652577877045,0.2874360978603363,24656000,856.42,,
308299,26084,0.0007,0.9992321379249915,-1.2167466878890991,308300,2491.0,945,-0.041998397558927536,0.09520720690488815,24664000,863.7,,
308399,26092,0.0007,0.9930371958762407,-1.0905728340148926,308400,2547.5,945,-0.2988837957382202,1.024587869644165,24672000,870.86,,
308499,26101,0.0007,0.9288976714015007,-1.318019151687622,308500,2521.8,945,0.38390788435935974,8.679600715637207,24680000,869.36,,
308599,26109,0.0007,0.998777034226805,-1.3062012195587158,308600,2519.1,945,-0.08797290176153183,0.1451042741537094,24688000,869.36,,
308699,26117,0.0007,0.9997323470888659,-1.1946518421173096,308700,2497.3,945,-0.049072664231061935,0.03420056775212288,24696000,866.56,,
308799,26126,0.0007,0.9994648122228682,-1.0281637907028198,308800,2500.0,945,0.0868474468588829,0.08340652287006378,24704000,868.34,,
308899,26134,0.0007,0.9970366009511054,-1.1399401426315308,308900,2518.4,945,0.041313957422971725,0.381131649017334,24712000,868.46,,
308999,26142,0.0007,0.9897675486281514,-1.2089954614639282,309000,2534.4,945,-0.11893682926893234,1.1243571043014526,24720000,869.32,,
309099,26150,0.0007,0.9958028555847704,-1.162462830543518,309100,2524.2,945,-0.18475399911403656,0.4999152719974518,24728000,870.96,,
309199,26158,0.0007,0.9990480309934355,-1.2068933248519897,309200,2534.6,945,0.029524607583880424,0.10428879410028458,24736000,874.34,,
309299,26167,0.0007,0.997108303476125,-1.4295114278793335,309300,2506.5,945,-0.28448933362960815,0.2567017078399658,24744000,869.68,,
309399,26175,0.0007,0.9934961330145597,-1.164378046989441,309400,2475.3,945,0.0838407501578331,0.5860301852226257,24752000,871.22,,
309499,26184,0.0007,0.9725942704826593,-0.978807270526886,309500,2460.5,945,-0.3513837456703186,3.057666778564453,24760000,866.7,,
309599,26192,0.0007,0.9938204870559275,-1.0165700912475586,309600,2431.0,945,-0.08137010782957077,0.7789129018783569,24768000,860.34,,
309699,26200,0.0007,0.9971588363405317,-1.140337347984314,309700,2448.5,945,0.3643416166305542,0.44504281878471375,24776000,860.94,,
309799,26209,0.0007,0.9985511152772233,-1.0737558603286743,309800,2365.2,945,-0.11918137222528458,0.15675418078899384,24784000,856.12,,
309899,26217,0.0007,0.9993361133383587,-1.2983897924423218,309900,2335.0,945,-0.03285731002688408,0.0680781751871109,24792000,857.72,,
309999,,0.0007,0.9988932611886412,-1.1413195133209229,,,,-0.09337685257196426,0.14314261078834534,24800000,,2414.0,808.6
,26235,,,,310000,2327.6,945,,,24800000,862.14,,
310099,26243,0.0007,0.9821022525429726,-1.0627487897872925,310100,2334.6,945,-0.7344658970832825,2.409186601638794,24808000,867.42,,
310199,26252,0.0007,0.9972632473800331,-1.104992151260376,310200,2325.8,945,0.0063717784360051155,0.277444452047348,24816000,861.76,,
310299,26260,0.0007,0.9992340945755132,-1.0525447130203247,310300,2304.6,945,0.06503389775753021,0.08316736668348312,24824000,861.2,,
310399,26269,0.0007,0.9992638943949714,-1.155031442642212,310400,2313.7,945,0.1432405561208725,0.09531431645154953,24832000,864.72,,
310499,26277,0.0007,0.9753421060740948,-1.0281375646591187,310500,2333.3,945,1.247640609741211,2.8339710235595703,24840000,875.3,,
310599,26285,0.0007,0.9991968832910061,-1.2252973318099976,310600,2300.0,945,0.054463114589452744,0.0778346136212349,24848000,874.58,,
310699,26293,0.0007,0.9990456143277697,-1.0332940816879272,310700,2315.2,945,0.04362301528453827,0.0845114216208458,24856000,879.12,,
310799,26302,0.0007,0.9990216582082212,-1.1328821182250977,310800,2302.5,945,-0.04417499899864197,0.10880780220031738,24864000,880.06,,
310899,26310,0.0007,0.9988463739864528,-1.2480446100234985,310900,2358.3,945,0.020872360095381737,0.13149145245552063,24872000,891.38,,
310999,26318,0.0007,0.9873493798077106,-1.2015060186386108,311000,2384.9,945,0.4176597595214844,1.14352285861969,24880000,897.32,,
311099,26327,0.0007,0.9988346187165007,-1.1625547409057617,311100,2424.0,945,0.035790424793958664,0.10915644466876984,24888000,894.62,,
311199,26335,0.0007,0.9978359790984541,-1.4695703983306885,311200,2434.6,945,0.16275322437286377,0.22191603481769562,24896000,887.64,,
311299,26343,0.0007,0.9974287843797356,-0.9807615280151367,311300,2435.0,945,-0.1836487352848053,0.35627204179763794,24904000,894.68,,
311399,26351,0.0007,0.9929691674187779,-1.329088568687439,311400,2468.6,945,0.3219354450702667,0.5028604865074158,24912000,903.16,,
311499,26360,0.0007,0.9989597108215094,-1.1610236167907715,311500,2492.8,945,0.073990598320961,0.13496990501880646,24920000,902.2,,
311599,26368,0.0007,0.9196475297212601,-1.401736855506897,311600,2483.1,945,0.625722348690033,13.744668960571289,24928000,898.86,,
311699,26376,0.0007,0.9976577130146325,-0.9804967045783997,311700,2535.4,945,0.17350924015045166,0.18954415619373322,24936000,911.14,,
311799,26384,0.0007,0.9996174796542618,-1.034732699394226,311800,2578.1,945,-0.04047464579343796,0.04245270416140556,24944000,918.92,,
311899,26393,0.0007,0.9978642608039081,-1.2229598760604858,311900,2594.8,945,-0.12348049134016037,0.19240684807300568,24952000,914.66,,
311999,,0.0007,0.9987055647652596,-1.0892150402069092,,,,-0.08085054904222488,0.12055330723524094,24960000,,2614.0,969.8
,26412,,,,312000,2592.2,944,,,24960000,910.16,,
312099,26421,0.0007,0.9995681653672364,-0.899416446685791,312100,2588.8,944,-0.10503523796796799,0.057566117495298386,24968000,915.2,,
312199,26429,0.0007,0.9985801790608093,-1.1960387229919434,312200,2572.3,944,0.05077855661511421,0.13903774321079254,24976000,921.38,,
312299,26437,0.0007,0.9996790291042998,-1.0901846885681152,312300,2550.6,945,-0.05172940716147423,0.04075063392519951,24984000,918.1,,
312399,26446,0.0007,0.9989803783828393,-1.1470139026641846,312400,2542.9,945,-0.02114071324467659,0.12955307960510254,24992000,913.92,,
312499,26454,0.0007,0.9987889028852805,-1.1150530576705933,312500,2522.2,945,-0.015333506278693676,0.1044812723994255,25000000,909.22,,
312599,26462,0.0007,0.9119844809174538,-0.9241564869880676,312600,2527.9,945,0.7683595418930054,9.923444747924805,25008000,897.24,,
312699,26471,0.0007,0.9993052729405463,-1.3062844276428223,312700,2509.7,945,-0.06440676748752594,0.07264117151498795,25016000,895.62,,
312799,26479,0.0007,0.9947889382019639,-1.0433012247085571,312800,2510.2,945,0.1952660083770752,0.4345114827156067,25024000,890.98,,
312899,26487,0.0007,0.8744515478610992,-1.3280059099197388,312900,2487.0,945,1.3450816869735718,16.801685333251953,25032000,888.12,,
312999,26495,0.0007,0.9988570908317342,-1.2109663486480713,313000,2447.2,945,-0.053588904440402985,0.13523785769939423,25040000,882.2,,
313099,26504,0.0007,0.9969265819527209,-1.1453207731246948,313100,2423.8,945,0.054073262959718704,0.3193320333957672,25048000,873.38,,
313199,26512,0.0007,0.9988948404788971,-1.2107245922088623,313200,2403.1,945,-0.03854883834719658,0.13676439225673676,25056000,877.28,,
313299,26520,0.0007,0.9906932096928358,-1.12214994430542,313300,2427.8,945,0.273525208234787,0.6798996925354004,25064000,875.14,,
313399,26529,0.0007,0.9980620610294864,-0.988804042339325,313400,2441.7,945,0.10202153027057648,0.18962402641773224,25072000,883.5,,
313499,26537,0.0007,0.9985102884238586,-1.3241268396377563,313500,2420.6,945,-0.09634985029697418,0.11990707367658615,25080000,881.06,,
313599,26546,0.0007,0.9992285426123999,-0.7654204964637756,313600,2401.3,945,-0.026434484869241714,0.07720492035150528,25088000,889.74,,
313699,26554,0.0007,0.9969527907669544,-1.4211875200271606,313700,2401.2,945,-0.15650641918182373,0.2932300269603729,25096000,893.36,,
313799,26562,0.0007,0.9958987017162144,-0.9574500918388367,313800,2434.3,945,-0.0923386737704277,0.4207080006599426,25104000,900.66,,
313899,26571,0.0007,0.999720773223089,-0.8435773849487305,313900,2410.0,945,-0.06782853603363037,0.04616529121994972,25112000,898.72,,
313999,,0.0007,0.9987539582652971,-1.102484107017517,,,,-0.12883351743221283,0.16613173484802246,25120000,,1870.0,832.2
,26585,,,,314000,2417.7,944,,,25120000,899.16,,
314099,26593,0.0007,0.9975574677810073,-1.3448809385299683,314100,2402.3,944,-0.022186769172549248,0.29701972007751465,25128000,895.02,,
314199,26602,0.0007,0.9978713938035071,-1.0129636526107788,314200,2393.4,944,0.06801510602235794,0.23175369203090668,25136000,897.06,,
314299,26610,0.0007,0.9996907210734207,-1.3977749347686768,314300,2393.8,944,-0.03904040530323982,0.041009608656167984,25144000,889.86,,
314399,26618,0.0007,0.9950401242822409,-1.2656759023666382,314400,2375.6,944,-0.24568751454353333,0.4877937436103821,25152000,892.52,,
314499,26627,0.0007,0.9971855578478426,-0.6805984377861023,314500,2374.3,944,-0.13591168820858002,0.2551501989364624,25160000,884.7,,
314599,26635,0.0007,0.9986496599158272,-1.3293794393539429,314600,2391.0,944,-0.027157146483659744,0.1031351089477539,25168000,887.2,,
314699,26644,0.0007,0.9938706695102155,-0.8433316349983215,314700,2428.6,944,0.012091189622879028,0.5226828455924988,25176000,893.82,,
314799,26652,0.0007,0.9996706187084783,-1.4721944332122803,314800,2411.9,944,0.04446064680814743,0.046598222106695175,25184000,887.94,,
314899,26660,0.0007,0.9996576433768496,-0.9799590110778809,314900,2386.9,944,0.04742904007434845,0.044429950416088104,25192000,894.2,,
314999,26669,0.0007,0.9982995997415856,-1.0067232847213745,315000,2400.2,944,-0.03899672254920006,0.2218068391084671,25200000,892.44,,
315099,26677,0.0007,0.9945215722545981,-1.2527326345443726,315100,2419.0,944,-0.343722403049469,0.4099251329898834,25208000,896.98,,
315199,26685,0.0007,0.998856718535535,-1.067939043045044,315200,2427.9,944,-0.0541798360645771,0.0930551141500473,25216000,900.7,,
315299,26694,0.0007,0.8843173906207085,-1.562458872795105,315300,2447.9,944,0.31865549087524414,6.07167387008667,25224000,897.36,,
315399,26702,0.0007,0.9962820385117084,-0.9630067944526672,315400,2433.4,944,-0.270677775144577,0.28235363960266113,25232000,905.32,,
315499,26711,0.0007,0.9991556669701822,-1.2302030324935913,315500,2420.8,944,-0.06675884127616882,0.12274477630853653,25240000,896.58,,
315599,26719,0.0007,0.9939560960046947,-0.881557285785675,315600,2406.2,944,0.15346424281597137,0.40935268998146057,25248000,898.32,,
315699,26727,0.0007,0.9440634772181511,-1.0570045709609985,315700,2380.6,944,-0.09204977750778198,4.543485164642334,25256000,890.16,,
315799,26736,0.0007,0.9894614461809397,-1.1869436502456665,315800,2383.2,944,0.22606049478054047,0.3170141577720642,25264000,890.14,,
315899,26744,0.0007,0.9988954074215144,-0.8517563939094543,315900,2383.8,944,-0.09018880873918533,0.08405602723360062,25272000,894.14,,
315999,,0.0007,0.997456117765978,-1.22763991355896,,,,0.06491994112730026,0.2661031186580658,25280000,,2486.0,1037.8
,26767,,,,316000,2396.9,944,,,25280000,888.86,,
316099,26776,0.0007,0.927136667072773,-1.233567476272583,316100,2384.3,944,1.4328393936157227,8.430676460266113,25288000,878.54,,
316199,26785,0.0007,0.9985438649309799,-1.062651515007019,316200,2374.3,944,-0.3826313018798828,0.26038646697998047,25296000,875.6,,
316299,26793,0.0007,0.8553993105888367,-1.1150139570236206,316300,2377.6,944,0.9245843291282654,24.2624454498291,25304000,873.12,,
316399,26801,0.0007,0.9926171954721212,-1.1215797662734985,316400,2396.3,944,-0.1656547337770462,0.8107697367668152,25312000,888.56,,
316499,26810,0.0007,0.9994363760924898,-1.0851401090621948,316500,2402.3,944,-0.1353330910205841,0.07639499008655548,25320000,890.62,,
316599,26818,0.0007,0.9989942010724917,-1.3293275833129883,316600,2460.4,944,0.07449763268232346,0.11727068573236465,25328000,887.58,,
316699,26826,0.0007,0.99873808468692,-1.2097923755645752,316700,2493.0,944,-0.13618434965610504,0.15340547263622284,25336000,887.48,,
316799,26835,0.0007,0.9997232213208918,-1.269227147102356,316800,2508.2,944,0.03954995423555374,0.04212450981140137,25344000,891.92,,
316899,26843,0.0007,0.8368291258811951,-1.3371922969818115,316900,2504.2,944,0.6597215533256531,18.041776657104492,25352000,890.08,,
316999,26851,0.0007,0.9971072098705918,-1.1309055089950562,317000,2511.3,944,0.2203587293624878,0.37433505058288574,25360000,887.02,,
317099,26860,0.0007,0.9970949091948569,-1.288834571838379,317100,2502.5,944,0.3176427185535431,0.3715135157108307,25368000,883.16,,
317199,26868,0.0007,0.9950956967659295,-1.2237080335617065,317200,2488.1,944,0.06130559369921684,0.6147001385688782,25376000,889.06,,
317299,26876,0.0007,0.9986560483230278,-1.3776674270629883,317300,2495.8,944,-0.11157206445932388,0.14734359085559845,25384000,878.72,,
317399,26885,0.0007,0.870920330286026,-1.4249626398086548,317400,2508.7,944,0.5622451305389404,13.675459861755371,25392000,880.66,,
317499,26893,0.0007,0.9962294930592179,-1.0967930555343628,317500,2514.7,944,-0.2049533575773239,0.46113166213035583,25400000,871.76,,
317599,26901,0.0007,0.9994876804994419,-1.1378055810928345,317600,2480.0,944,0.10551311820745468,0.06136114522814751,25408000,868.46,,
317699,26910,0.0007,0.9988585483515635,-1.1214486360549927,317700,2457.6,944,0.13273358345031738,0.12814079225063324,25416000,875.14,,
317799,26918,0.0007,0.9958111541345716,-1.1553351879119873,317800,2423.4,944,-0.04134872555732727,0.44242745637893677,25424000,869.92,,
317899,26926,0.0007,0.9977538001257926,-0.9866344332695007,317900,2396.7,944,-0.11113991588354111,0.28962990641593933,25432000,867.92,,
317999,,0.0007,0.9994188063428737,-1.5755614042282104,,,,-0.10684607177972794,0.08119615912437439,25440000,,2388.0,922.6
,26944,,,,318000,2392.3,944,,,25440000,867.72,,
318099,26952,0.0007,0.9987287500407547,-1.0453026294708252,318100,2377.9,944,0.10427077114582062,0.15001681447029114,25448000,862.92,,
318199,26961,0.0007,0.845621719956398,-1.2379502058029175,318200,2409.2,944,1.2045177221298218,18.36383628845215,25456000,860.96,,
318299,26969,0.0007,0.99867817631457,-1.3664418458938599,318300,2419.5,944,-0.1868925392627716,0.15197348594665527,25464000,859.88,,
318399,26977,0.0007,0.9991064707282931,-1.1569023132324219,318400,2407.8,944,0.018827399238944054,0.1000460758805275,25472000,866.66,,
318499,26986,0.0007,0.9973436570726335,-1.0446094274520874,318500,2377.2,944,-0.07693463563919067,0.3385818898677826,25480000,871.12,,
318599,26994,0.0007,0.9979590685106814,-1.0600483417510986,318600,2320.8,944,0.157231405377388,0.21730612218379974,25488000,860.74,,
318699,27003,0.0007,0.9988290718756616,-1.3335081338882446,318700,2308.3,944,-0.017342109233140945,0.1245655044913292,25496000,854.26,,
318799,27011,0.0007,0.9997271574102342,-0.9849815368652344,318800,2323.7,944,0.03958107903599739,0.036195654422044754,25504000,854.36,,
318899,27020,0.0007,0.9984715456375852,-1.3792316913604736,318900,2334.6,944,0.1680433750152588,0.1892087161540985,25512000,859.04,,
318999,27028,0.0007,0.9985893316334113,-1.0512967109680176,319000,2347.9,944,0.03554269298911095,0.13015682995319366,25520000,868.52,,
319099,27036,0.0007,0.9971938729286194,-1.271147608757019,319100,2360.4,944,0.1778649389743805,0.32698798179626465,25528000,865.88,,
319199,27045,0.0007,0.9969540585298091,-1.22256600856781,319200,2356.6,944,0.010713261552155018,0.23574168980121613,25536000,876.22,,
319299,27053,0.0007,0.998913589050062,-1.2979129552841187,319300,2314.5,944,-0.016529664397239685,0.14134590327739716,25544000,871.06,,
319399,27061,0.0007,0.9987124764593318,-1.2086677551269531,319400,2278.7,944,0.02802165411412716,0.11745645850896835,25552000,868.66,,
319499,27069,0.0007,0.999194887233898,-1.220374345779419,319500,2280.3,944,-0.05952223762869835,0.10033722221851349,25560000,860.64,,
319599,27078,0.0007,0.9985928306123242,-1.3103933334350586,319600,2334.2,944,-0.06978906691074371,0.16584107279777527,25568000,862.5,,
319699,27086,0.0007,0.9988893053960055,-1.298171043395996,319700,2356.6,944,0.0778193399310112,0.08766263723373413,25576000,862.72,,
319799,27095,0.0007,0.9942804868333042,-1.0938630104064941,319800,2349.4,944,0.07865312695503235,0.5489155650138855,25584000,857.04,,
319899,27103,0.0007,0.9975889779161662,-1.3153914213180542,319900,2332.2,944,0.1307307928800583,0.2657947242259979,25592000,853.92,,
319999,,0.0007,0.996354112168774,-1.017007827758789,,,,-0.05416562780737877,0.3577440083026886,25600000,,2160.0,885.4
,27121,,,,320000,2333.1,943,,,25600000,846.34,,
320099,27129,0.0007,0.9991969456896186,-1.061257243156433,320100,2303.5,943,0.13211111724376678,0.10219921916723251,25608000,833.8,,
320199,27138,0.0007,0.9985159491188824,-1.0788230895996094,320200,2310.5,943,-0.12007363140583038,0.17589859664440155,25616000,827.24,,
320299,27146,0.0007,0.9968449152074754,-1.5121992826461792,320300,2357.5,943,-0.0995081290602684,0.36287057399749756,25624000,837.24,,
320399,27155,0.0007,0.9766620248556137,-1.2579377889633179,320400,2401.4,943,-0.4070431888103485,1.5966547727584839,25632000,837.2,,
320499,27163,0.0007,0.9989821759518236,-1.0892378091812134,320500,2354.9,943,-0.1664276421070099,0.13769370317459106,25640000,833.18,,
320599,27172,0.0007,0.9980001568328589,-1.203353762626648,320600,2363.7,943,0.005191779229789972,0.136644646525383,25648000,834.82,,
320699,27180,0.0007,0.9976007209625095,-1.2077792882919312,320700,2355.5,943,-0.038771118968725204,0.2600923776626587,25656000,833.28,,
320799,27188,0.0007,0.9991137337055989,-1.240465760231018,320800,2380.4,943,-0.02130579762160778,0.12110918015241623,25664000,841.78,,
320899,27197,0.0007,0.9993001797120087,-1.19374418258667,320900,2390.2,943,-0.12879878282546997,0.11346244812011719,25672000,850.68,,
320999,27205,0.0007,0.9988540493650362,-0.9925277829170227,321000,2402.6,943,0.07565286010503769,0.10460033267736435,25680000,856.34,,
321099,27214,0.0007,0.9975194951985031,-1.3163516521453857,321100,2433.4,943,0.12393619865179062,0.280195951461792,25688000,860.5,,
321199,27222,0.0007,0.9965830515138805,-1.017372488975525,321200,2425.6,943,0.022018784657120705,0.21001560986042023,25696000,863.86,,
321299,27231,0.0007,0.9994008231442422,-1.2029603719711304,321300,2425.8,943,-0.03841990977525711,0.08038666099309921,25704000,868.86,,
321399,27239,0.0007,0.986387463286519,-1.1899932622909546,321400,2415.1,943,-0.16520076990127563,0.753063976764679,25712000,868.74,,
321499,27248,0.0007,0.9984262773068622,-1.3108443021774292,321500,2444.0,943,0.005928702652454376,0.15659819543361664,25720000,872.88,,
321599,27256,0.0007,0.9990074350498617,-1.399009346961975,321600,2435.3,943,0.10977107286453247,0.14432108402252197,25728000,868.62,,
321699,27265,0.0007,0.9986047714482993,-0.8321506381034851,321700,2459.0,943,-0.13762295246124268,0.12993323802947998,25736000,867.5,,
321799,27273,0.0007,0.9977804822847247,-1.4475663900375366,321800,2472.5,943,0.17440153658390045,0.2116498053073883,25744000,871.54,,
321899,27281,0.0007,0.996694864006713,-1.3192260265350342,321900,2468.8,943,-0.048579711467027664,0.14299936592578888,25752000,871.6,,
321999,,0.0007,0.3444306254386902,-1.0204123258590698,,,,-1.8183650970458984,32.22878646850586,25760000,,1744.0,883.0
,27301,,,,322000,2455.9,943,,,25760000,858.58,,
322099,27309,0.0007,0.9975483126472682,-1.1744400262832642,322100,2408.1,943,-0.13723820447921753,0.20074670016765594,25768000,845.94,,
322199,27318,0.0007,0.9989048583665863,-1.1932562589645386,322200,2400.9,943,-0.06508362293243408,0.09784425795078278,25776000,851.56,,
322299,27326,0.0007,0.9986392580904067,-1.207411766052246,322300,2374.4,943,-0.11620686203241348,0.12180092185735703,25784000,853.14,,
322399,27334,0.0007,0.9994007280329242,-1.2736188173294067,322400,2403.6,943,-0.1621384471654892,0.09231950342655182,25792000,846.9,,
322499,27342,0.0007,0.9986767361406237,-1.2198797464370728,322500,2420.3,943,0.0009197861072607338,0.1787903606891632,25800000,853.68,,
322599,27351,0.0007,0.9995584197458811,-1.3856886625289917,322600,2430.0,943,-0.0776105672121048,0.06334900110960007,25808000,859.36,,
322699,27359,0.0007,0.9973987841513008,-1.103563666343689,322700,2449.9,943,-0.06271157413721085,0.19452086091041565,25816000,869.32,,
322799,27367,0.0007,0.999391543562524,-1.0534892082214355,322800,2461.1,943,0.0021065787877887487,0.07245518267154694,25824000,874.98,,
322899,27375,0.0007,0.9992649863124825,-1.273090124130249,322900,2466.0,943,0.12446017563343048,0.07886873930692673,25832000,874.76,,
322999,27384,0.0007,0.9980820708442479,-0.9460499882698059,323000,2461.7,943,-0.09255563467741013,0.18237967789173126,25840000,886.8,,
323099,27392,0.0007,0.9945948533713818,-1.3086531162261963,323100,2455.8,943,0.1659107357263565,0.30192646384239197,25848000,886.04,,
323199,27400,0.0007,0.9988797132391483,-1.1006463766098022,323200,2482.3,943,0.20213709771633148,0.16857631504535675,25856000,900.22,,
323299,27409,0.0007,0.9982611159794033,-1.1882251501083374,323300,2478.4,943,0.07747174799442291,0.19865576922893524,25864000,901.04,,
323399,27417,0.0007,0.9984397098887712,-1.1605169773101807,323400,2505.2,943,0.08993615955114365,0.15931157767772675,25872000,894.66,,
323499,27425,0.0007,0.9952254295349121,-1.2924293279647827,323500,2468.4,943,-0.18969540297985077,0.5890682339668274,25880000,893.64,,
