train/explained_variance,train/n_updates,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/policy_loss,train/value_loss,train/learning_rate,train/entropy_loss,rollout/ep_rew_mean,time/fps,eval/mean_ep_length,eval/mean_reward
0.9546503908932209,19699,1665,1576000,19700,752.72,0.05112961679697037,0.07279441505670547,0.0007,-1.5813730955123901,1001.0,946,,
0.8741954565048218,19799,1673,1584000,19800,784.08,0.046517565846443176,0.16237977147102356,0.0007,-1.4151824712753296,1039.9,946,,
0.9438775107264519,19899,1679,1592000,19900,822.32,0.06263352930545807,0.08290033042430878,0.0007,-1.4760974645614624,1096.1,947,,
0.9387402422726154,19999,,1600000,,,0.1509992927312851,0.11182241886854172,0.0007,-1.642354965209961,,,1366.6,1548.0
,,1701,1600000,20000,859.86,,,,,1155.7,940,,
0.9629779905080795,20099,1708,1608000,20100,858.38,0.06686814874410629,0.04892759397625923,0.0007,-1.6376014947891235,1158.5,941,,
0.9235657826066017,20199,1717,1616000,20200,868.68,0.11062578111886978,0.1920602172613144,0.0007,-1.6072639226913452,1176.2,941,,
0.9213151559233665,20299,1725,1624000,20300,882.38,0.1788860410451889,0.13618837296962738,0.0007,-1.610427737236023,1173.7,941,,
0.959140956401825,20399,1733,1632000,20400,898.04,-0.1672845482826233,0.05444642901420593,0.0007,-1.676126480102539,1188.2,941,,
0.8637412190437317,20499,1740,1640000,20500,908.26,0.07588877528905869,0.2475249022245407,0.0007,-1.5599868297576904,1195.9,942,,
0.9807467479258776,20599,1749,1648000,20600,916.18,-0.046952713280916214,0.05422806739807129,0.0007,-1.525612473487854,1206.6,942,,
0.9637887738645077,20699,1757,1656000,20700,946.36,0.01952853798866272,0.0830814465880394,0.0007,-1.4300552606582642,1241.9,942,,
0.7383618354797363,20799,1765,1664000,20800,955.86,-0.22069469094276428,0.3863716721534729,0.0007,-1.5601489543914795,1259.6,942,,
0.9491647221148014,20899,1772,1672000,20900,978.74,-0.05559886246919632,0.0856960192322731,0.0007,-1.5102331638336182,1292.7,943,,
0.9538136348128319,20999,1781,1680000,21000,961.26,0.11976796388626099,0.11540579795837402,0.0007,-1.549957275390625,1291.5,943,,
0.9095547571778297,21099,1789,1688000,21100,969.18,-0.0509783998131752,0.11126847565174103,0.0007,-1.598913550376892,1294.5,943,,
0.9374476820230484,21199,1796,1696000,21200,954.18,-0.08177158981561661,0.06605430692434311,0.0007,-1.6000295877456665,1266.4,944,,
0.929388515651226,21299,1804,1704000,21300,960.78,-0.011233747005462646,0.10703425854444504,0.0007,-1.5068447589874268,1285.8,944,,
0.9385561496019363,21399,1812,1712000,21400,982.42,-0.09934442490339279,0.08022526651620865,0.0007,-1.5491387844085693,1317.2,944,,
0.899897962808609,21499,1821,1720000,21500,976.64,0.2511711120605469,0.20301218330860138,0.0007,-1.5444411039352417,1325.8,944,,
0.8473202884197235,21599,1828,1728000,21600,977.52,0.018393639475107193,0.09395528584718704,0.0007,-1.6688015460968018,1331.6,945,,
0.9546564854681492,21699,1836,1736000,21700,982.42,-0.038886021822690964,0.06228349730372429,0.0007,-1.6053966283798218,1328.8,945,,
0.9659223817288876,21799,1845,1744000,21800,1008.98,-0.031243199482560158,0.045870888978242874,0.0007,-1.678970217704773,1353.2,945,,
0.8521619588136673,21899,1853,1752000,21900,1005.44,-0.2724567651748657,0.40592581033706665,0.0007,-1.6413458585739136,1335.8,945,,
0.9739529583603144,21999,,1760000,,,-0.1280031055212021,0.02545921318233013,0.0007,-1.6853008270263672,,,1233.4,1796.0
,,1875,1760000,22000,1005.26,,,,,1337.6,938,,
0.9191827028989792,22099,1883,1768000,22100,999.84,0.056738581508398056,0.13962411880493164,0.0007,-1.716604471206665,1319.4,938,,
0.8993835896253586,22199,1890,1776000,22200,1006.98,-0.15504583716392517,0.09704279899597168,0.0007,-1.6411386728286743,1324.2,939,,
0.9574770964682102,22299,1898,1784000,22300,997.06,-0.04668176546692848,0.09012142568826675,0.0007,-1.6639503240585327,1311.3,939,,
0.9550097323954105,22399,1907,1792000,22400,986.0,-0.1519545614719391,0.09124963730573654,0.0007,-1.4623469114303589,1309.5,939,,
0.934343196451664,22499,1914,1800000,22500,969.1,0.1418517678976059,0.18732982873916626,0.0007,-1.5519707202911377,1288.0,940,,
0.925930842757225,22599,1922,1808000,22600,965.48,0.1743251383304596,0.1586010754108429,0.0007,-1.5862144231796265,1282.9,940,,
0.9455033019185066,22699,1930,1816000,22700,975.52,-0.0024696828331798315,0.08772522956132889,0.0007,-1.5494681596755981,1291.5,940,,
0.9674416743218899,22799,1938,1824000,22800,989.2,-0.0932224914431572,0.06490419059991837,0.0007,-1.6961281299591064,1321.1,940,,
0.910552404820919,22899,1946,1832000,22900,962.64,-0.06518041342496872,0.10875441879034042,0.0007,-1.563397765159607,1296.8,941,,
0.9792046453803778,22999,1953,1840000,23000,971.18,-0.041963495314121246,0.03969559073448181,0.0007,-1.6588938236236572,1321.0,941,,
0.9331755265593529,23099,1962,1848000,23100,982.5,-0.023927921429276466,0.09955164045095444,0.0007,-1.70819091796875,1342.2,941,,
0.9610820524394512,23199,1970,1856000,23200,961.6,-0.05871852859854698,0.07939008623361588,0.0007,-1.6907627582550049,1319.0,941,,
0.9423340782523155,23299,1978,1864000,23300,962.16,0.05349474772810936,0.12387526035308838,0.0007,-1.714756965637207,1316.2,942,,
0.9382996782660484,23399,1986,1872000,23400,959.5,0.20648419857025146,0.13229767978191376,0.0007,-1.7173242568969727,1315.0,942,,
0.9051057323813438,23499,1994,1880000,23500,945.68,-0.18484272062778473,0.14712198078632355,0.0007,-1.6796925067901611,1303.5,942,,
0.9626034460961819,23599,2003,1888000,23600,961.02,-0.0294205192476511,0.031147822737693787,0.0007,-1.5883554220199585,1312.0,942,,
0.9164464920759201,23699,2010,1896000,23700,957.58,0.0009005159372463822,0.12533800303936005,0.0007,-1.5764156579971313,1300.2,943,,
