time/time_elapsed,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/value_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
6215,1381.76,193,1581056,254,99.67,0.7797232270240784,0.0003,-0.5299909788183867,-0.03678123887657421,0.15257955,0.2,0.36234130859375,0.6663009524345398,1.522302507655695,1920,,
6246,1385.83,194,1589248,254,104.97,0.7739448994398117,0.0003,-0.5186964183812961,-0.041881333290075415,0.16262242,0.2,0.362744140625,0.2361600697040558,1.0523565668147057,1930,,
6277,1393.78,195,1597440,254,108.05,0.70651975274086,0.0003,-0.4976387535687536,-0.03781729800102766,0.15303028,0.2,0.34388427734375,1.0726344585418701,1.8194434406002984,1940,,
,,,1600000,,,0.7051597535610199,0.0003,-0.5198462642496452,-0.03452930457206094,0.14770168,0.2,0.35623779296875,0.41158878803253174,1.827645454229787,1950,1462.0,133.0
6311,1403.65,196,1605632,254,113.07,,,,,,,,,,,,
6342,1384.39,197,1613824,254,115.52,0.7433235943317413,0.0003,-0.47414134212303904,-0.0331051980763732,0.15596545,0.2,0.3443115234375,1.290923833847046,1.4832529211300425,1960,,
6372,1422.36,198,1622016,254,118.74,0.7812216281890869,0.0003,-0.4718550785677508,-0.03220085965876933,0.15557799,0.2,0.34091796875,0.4176706373691559,1.3531008881051094,1970,,
6402,1454.8,199,1630208,254,122.4,0.7526971250772476,0.0003,-0.4984498023521155,-0.0335994522083638,0.14600724,0.2,0.34766845703125,0.19409334659576416,1.568371631973423,1980,,
6432,1494.62,200,1638400,254,128.2,0.7564074397087097,0.0003,-0.489035888412036,-0.02931524397645262,0.13887468,0.2,0.34334716796875,0.24244534969329834,1.4812847474124282,1990,,
,,,1640000,,,0.7677857875823975,0.0003,-0.48895140073727816,-0.0372391594988585,0.15894204,0.2,0.345361328125,1.020855188369751,1.4664293589419686,2000,1691.2,151.8
6469,1496.64,201,1646592,254,130.12,,,,,,,,,,,,
6499,1497.11,202,1654784,254,130.88,0.7468866109848022,0.0003,-0.47628783124964685,-0.031809103705745655,0.1590023,0.2,0.3303955078125,0.7519909143447876,1.5122795413830317,2010,,
6530,1458.29,203,1662976,254,123.98,0.7467417418956757,0.0003,-0.45456843769643457,-0.030417429747467396,0.13454422,0.2,0.32236328125,0.11280611157417297,1.6201004587230272,2020,,
6561,1448.29,204,1671168,254,115.03,0.686278760433197,0.0003,-0.5259637251030653,-0.03491116986988345,0.13481541,0.2,0.3504150390625,0.1040496975183487,1.6579056878108531,2030,,
6591,1408.07,205,1679360,254,98.88,0.5473672151565552,0.0003,-0.537844576430507,-0.03082898504435434,0.14332028,0.2,0.36107177734375,0.5821747183799744,1.9256065411260352,2040,,
,,,1680000,,,0.5470077097415924,0.0003,-0.5459767506457865,-0.031236042700038526,0.15059565,0.2,0.36221923828125,0.24467849731445312,2.148705875361338,2050,1552.2,102.2
6626,1422.2,206,1687552,254,96.43,,,,,,,,,,,,
6655,1469.72,207,1695744,254,101.1,0.6582077741622925,0.0003,-0.47957034285645933,-0.029870043156552128,0.15374063,0.2,0.34273681640625,0.396303653717041,1.8176616899785585,2060,,
6685,1444.87,208,1703936,254,105.35,0.6887050867080688,0.0003,-0.4919193207286298,-0.03154773729256703,0.15284246,0.2,0.3545166015625,0.15056829154491425,1.4386661640251988,2070,,
6716,1449.1,209,1712128,254,107.56,0.6874158382415771,0.0003,-0.4977211341960356,-0.02935314987844322,0.12744674,0.2,0.33831787109375,0.4909442067146301,2.093144848011434,2080,,
,,,1720000,,,0.7249791026115417,0.0003,-0.5105963525827975,-0.03378345683668158,0.12905145,0.2,0.33685302734375,0.22448015213012695,1.6596999170724303,2090,1391.2,101.8
6752,1475.12,210,1720320,254,109.93,,,,,,,,,,,,
6783,1441.8,211,1728512,254,108.58,0.7553658485412598,0.0003,-0.5125117704272271,-0.03783812720284914,0.14746846,0.2,0.3480224609375,0.060080572962760925,1.3729787337011659,2100,,
6813,1458.71,212,1736704,254,107.74,0.7627650499343872,0.0003,-0.5027488542255014,-0.03511353345274983,0.14276782,0.2,0.3461181640625,0.982369601726532,1.449730122287292,2110,,
6844,1475.09,213,1744896,254,117.27,0.7118326425552368,0.0003,-0.49267422563862057,-0.035320317906007405,0.13825205,0.2,0.3361328125,0.34279054403305054,1.5280892317416146,2120,,
6874,1492.17,214,1753088,255,126.39,0.763098731637001,0.0003,-0.4661288177128881,-0.034525876838597466,0.15821704,0.2,0.32978515625,0.4645597040653229,1.3373780237394386,2130,,
,,,1760000,,,0.7694699615240097,0.0003,-0.4496307633118704,-0.03019004791021871,0.14183316,0.2,0.31951904296875,0.325256884098053,1.2486713267629965,2140,1567.8,127.4
6911,1508.65,215,1761280,254,133.06,,,,,,,,,,,,
6941,1517.98,216,1769472,254,136.43,0.7520123273134232,0.0003,-0.4844822002341971,-0.030643869443883885,0.14514588,0.2,0.3304931640625,0.19639606773853302,1.709121439536102,2150,,
6971,1541.77,217,1777664,254,140.88,0.8001591861248016,0.0003,-0.45318558979779483,-0.026963004894787444,0.13863403,0.2,0.32039794921875,0.21937522292137146,1.2440793372341432,2160,,
7002,1539.21,218,1785856,255,138.68,0.7153607308864594,0.0003,-0.46740991519764064,-0.033687948826991485,0.13301922,0.2,0.32431640625,0.10664248466491699,1.5950879107345828,2170,,
7032,1548.47,219,1794048,255,133.77,0.7403854727745056,0.0003,-0.4747695683501661,-0.032540896211139626,0.149364,0.2,0.33258056640625,0.289438396692276,1.5107344714575448,2180,,
,,,1800000,,,0.6946756541728973,0.0003,-0.45855715572834016,-0.032446652423823254,0.14708424,0.2,0.32396240234375,0.27225708961486816,1.6911558410618455,2190,1544.2,152.6
7068,1588.25,220,1802240,254,134.08,,,,,,,,,,,,
7098,1576.96,221,1810432,255,134.08,0.6507735550403595,0.0003,-0.46179010774940255,-0.027616396650410026,0.14780948,0.2,0.3262451171875,1.1011993885040283,1.818430062045809,2200,,
7130,1564.02,222,1818624,255,132.29,0.7665061354637146,0.0003,-0.4838426164817065,-0.031146033484401415,0.15713868,0.2,0.35140380859375,0.36044710874557495,1.2934932853444479,2210,,
7160,1558.44,223,1826816,255,130.55,0.7600928395986557,0.0003,-0.4333926868857816,-0.029380323968507583,0.13228062,0.2,0.3013916015625,0.3425956070423126,1.500445067055989,2220,,
7191,1538.74,224,1835008,255,128.61,0.7198343276977539,0.0003,-0.4780932166147977,-0.02591519502166193,0.14925018,0.2,0.3443115234375,0.3188878893852234,1.6296558143105357,2230,,
,,,1840000,,,0.7133364975452423,0.0003,-0.4614136473275721,-0.02622566529389587,0.14854655,0.2,0.32401123046875,0.1978549361228943,1.6996136714238674,2240,1998.8,139.2
7227,1513.86,225,1843200,255,123.41,,,,,,,,,,,,
7257,1521.74,226,1851392,255,122.42,0.7730263471603394,0.0003,-0.4637151491595432,-0.027707542240750626,0.14457217,0.2,0.32900390625,0.33651915192604065,1.6128774665179662,2250,,
7287,1523.7,227,1859584,255,122.99,0.8149471879005432,0.0003,-0.4589163104305044,-0.03282242427012534,0.1610718,0.2,0.343798828125,0.07984251528978348,1.0908976502832957,2260,,
7317,1558.07,228,1867776,255,124.54,0.7005545198917389,0.0003,-0.46092122844420375,-0.025852323136859923,0.13013962,0.2,0.31671142578125,0.19598573446273804,1.9319988425588235,2270,,
7348,1568.07,229,1875968,255,130.02,0.6570195257663727,0.0003,-0.4535339264664799,-0.028292356216115876,0.15136239,0.2,0.33785400390625,1.5492641925811768,2.2651824107626455,2280,,
,,,1880000,,,0.762856125831604,0.0003,-0.43916181998793036,-0.026795199194020826,0.17304987,0.2,0.3326171875,0.36710020899772644,1.5053868622635491,2290,1677.0,150.0
7384,1621.56,230,1884160,255,137.61,,,,,,,,,,,,
7414,1615.28,231,1892352,255,134.24,0.6700333058834076,0.0003,-0.438189013232477,-0.027048619755078107,0.16546495,0.2,0.318994140625,0.3933261036872864,2.1684172577690335,2300,,
7444,1640.64,232,1900544,255,129.07,0.611231118440628,0.0003,-0.44121197883505375,-0.020496901497244834,0.1670732,0.2,0.3401611328125,1.0665247440338135,2.1796012807637455,2310,,
7475,1652.39,233,1908736,255,132.11,0.6395631730556488,0.0003,-0.45955662643536926,-0.02610628899637959,0.17434812,0.2,0.34608154296875,0.42424270510673523,1.6923588116187602,2320,,
7505,1655.78,234,1916928,255,127.58,0.5884058177471161,0.0003,-0.4343525173142552,-0.02779447590764903,0.1867905,0.2,0.3453125,0.30984047055244446,1.5983923864550889,2330,,
,,,1920000,,,0.6714571118354797,0.0003,-0.4330229203682393,-0.02779157561235479,0.16100806,0.2,0.32030029296875,0.18602482974529266,1.5697344837011769,2340,1804.8,163.8
7542,1629.1,235,1925120,255,124.24,,,,,,,,,,,,
7573,1605.75,236,1933312,255,120.57,0.674604207277298,0.0003,-0.42338221895042805,-0.02738903886056505,0.17127821,0.2,0.32550048828125,0.26093778014183044,1.3939678601105698,2350,,
7603,1574.04,237,1941504,255,121.66,0.5847618281841278,0.0003,-0.4712615554453805,-0.02289505639273557,0.15373036,0.2,0.34407958984375,0.4859500825405121,1.8502079830039293,2360,,
7634,1555.67,238,1949696,255,123.21,0.6665596067905426,0.0003,-0.44141354982275516,-0.028669622753659495,0.14792524,0.2,0.31978759765625,0.3142227232456207,1.6459832737222313,2370,,
7664,1562.81,239,1957888,255,126.62,0.7157056331634521,0.0003,-0.4433627683669329,-0.028873910482070643,0.15486953,0.2,0.31981201171875,0.13020701706409454,1.5033775138435885,2380,,
,,,1960000,,,0.6400724053382874,0.0003,-0.44226437888573855,-0.023426957448100437,0.14446598,0.2,0.3236083984375,1.0797048807144165,1.982580806466285,2390,1694.8,184.4
7702,1564.61,240,1966080,255,126.21,,,,,,,,,,,,
7733,1612.46,241,1974272,255,132.48,0.7025656998157501,0.0003,-0.4433528678258881,-0.024216703864658483,0.13634989,0.2,0.31546630859375,0.3196555972099304,1.6824014192912728,2400,,
7765,1611.41,242,1982464,255,132.17,0.7257111370563507,0.0003,-0.4401260223938152,-0.027280419943417657,0.17630656,0.2,0.33270263671875,0.16656848788261414,1.4010980128776283,2410,,
7795,1593.8,243,1990656,255,129.81,0.6598427295684814,0.0003,-0.44052756421733646,-0.025530245195841416,0.16198993,0.2,0.33104248046875,0.2990243136882782,1.8693407528335229,2420,,
7825,1590.52,244,1998848,255,129.59,0.684788167476654,0.0003,-0.4460633765673265,-0.018617177111445928,0.13847578,0.2,0.3288330078125,0.6119473576545715,1.9585101609583944,2430,,
,,,2000000,,,0.7222133576869965,0.0003,-0.4461891224142164,-0.026073444885696517,0.1537022,0.2,0.32666015625,0.3660036325454712,1.4936212621512823,2440,1550.2,128.2
7860,1579.62,245,2007040,255,131.34,,,,,,,,,,,,
7891,1544.16,246,2015232,255,125.82,0.6966556310653687,0.0003,-0.46080461218953134,-0.02670886877385783,0.14764331,0.2,0.3255126953125,0.6024055480957031,1.7050980176776647,2450,,
7922,1553.79,247,2023424,255,126.52,0.7085986137390137,0.0003,-0.4468813991872594,-0.02852403901197249,0.16097227,0.2,0.3248046875,0.19920215010643005,1.5044735479867086,2460,,
7954,1589.79,248,2031616,255,128.81,0.7392267286777496,0.0003,-0.4667396858567372,-0.02607765090469911,0.14976561,0.2,0.32994384765625,0.1587831676006317,1.494603925116826,2470,,
7985,1595.6,249,2039808,255,128.76,0.7384853363037109,0.0003,-0.46074877292849126,-0.027449295851693024,0.13931316,0.2,0.3175537109375,0.37049600481987,1.4259886788320728,2480,,
,,,2040000,,,0.7317058145999908,0.0003,-0.4359766653273255,-0.027611774517936283,0.14711498,0.2,0.3126953125,0.1951138824224472,1.5016115015372633,2490,1774.2,174.0
8028,1615.1,250,2048000,255,127.41,,,,,,,,,,,,
8059,1667.06,251,2056192,255,132.31,0.7569397836923599,0.0003,-0.44754551546648147,-0.028792740504286485,0.15592813,0.2,0.32772216796875,0.4211375415325165,1.145227870461531,2500,,
8089,1678.89,252,2064384,255,133.2,0.7584566622972488,0.0003,-0.4429103640373796,-0.027688595727158826,0.14656422,0.2,0.31298828125,0.3711852729320526,1.2654055685386993,2510,,
8120,1695.29,253,2072576,255,137.42,0.7546249628067017,0.0003,-0.4338851674459875,-0.029924204943017684,0.1435,0.2,0.3122802734375,0.35589084029197693,1.267576164600905,2520,,
,,,2080000,,,0.7246937155723572,0.0003,-0.4261121894465759,-0.024715416432445635,0.14935897,0.2,0.31439208984375,0.12245146930217743,1.5118840693263338,2530,1880.0,132.4
8157,1737.14,254,2080768,255,138.49,,,,,,,,,,,,
8188,1747.52,255,2088960,255,141.44,0.6974160671234131,0.0003,-0.4480349224060774,-0.025414169344003312,0.16476165,0.2,0.33223876953125,0.6572844386100769,1.5407421479001642,2540,,
8218,1741.87,256,2097152,255,143.23,0.7539092600345612,0.0003,-0.42933073213789613,-0.028291790781440795,0.14620529,0.2,0.31036376953125,0.40959471464157104,1.285901628062129,2550,,
8249,1739.22,257,2105344,255,142.3,0.8326762020587921,0.0003,-0.4567948549287394,-0.03080045970782521,0.1575912,0.2,0.32718505859375,0.08396895974874496,0.9814802138018421,2560,,
8281,1700.36,258,2113536,255,137.4,0.763977974653244,0.0003,-0.43793332176283,-0.031482512391812635,0.14886019,0.2,0.31807861328125,0.14866356551647186,1.1789946488454006,2570,,
,,,2120000,,,0.7672218382358551,0.0003,-0.4351161596365273,-0.0304678036198311,0.18276966,0.2,0.3098388671875,0.11552359163761139,1.441812982375268,2580,1820.8,179.2
8318,1742.58,259,2121728,255,145.64,,,,,,,,,,,,
8349,1689.38,260,2129920,255,140.8,0.7959496825933456,0.0003,-0.4347252451814711,-0.02816820840598666,0.1464164,0.2,0.31510009765625,0.16509002447128296,1.577241309627425,2590,,
8380,1670.56,261,2138112,255,136.71,0.7481108605861664,0.0003,-0.45428529942873863,-0.02363300728975446,0.14297862,0.2,0.3265380859375,0.3420463800430298,1.8307307570241391,2600,,
8410,1646.42,262,2146304,255,138.9,0.7653722763061523,0.0003,-0.44208654288668187,-0.029736188715105527,0.15642595,0.2,0.32998046875,0.3065827488899231,1.5314467108808458,2610,,
8440,1630.86,263,2154496,255,138.71,0.753837838768959,0.0003,-0.4275604731868953,-0.026199875905149383,0.18258964,0.2,0.32373046875,0.3558116853237152,1.7066339652054012,2620,,
,,,2160000,,,0.752856656908989,0.0003,-0.42086145968642086,-0.025494977684138574,0.16990504,0.2,0.3167724609375,0.2865749001502991,1.5784929876681417,2630,1848.4,169.2
8477,1613.3,264,2162688,255,137.41,,,,,,,,,,,,
8507,1637.01,265,2170880,255,143.77,0.7722284942865372,0.0003,-0.4249982167966664,-0.023890486111486097,0.16930823,0.2,0.310986328125,0.5611691474914551,1.6187136785010807,2640,,
8537,1617.9,266,2179072,255,146.21,0.8492592871189117,0.0003,-0.42166145010851325,-0.028933982132730306,0.14508435,0.2,0.3026611328125,0.07043448090553284,0.9473614896531217,2650,,
8568,1607.78,267,2187264,255,144.91,0.8411535173654556,0.0003,-0.4153724075295031,-0.028136417639325374,0.17866,0.2,0.299072265625,0.1415598839521408,1.262840436247643,2660,,
8598,1563.6,268,2195456,255,140.1,0.762410894036293,0.0003,-0.439783931709826,-0.023195538850995946,0.14093095,0.2,0.31070556640625,0.33637598156929016,1.7643149679992347,2670,,
,,,2200000,,,0.7090501189231873,0.0003,-0.4465716729639098,-0.021907497748179593,0.16444543,0.2,0.3255859375,0.38047879934310913,1.9807189767016098,2680,1877.4,142.0
8635,1544.8,269,2203648,255,135.94,,,,,,,,,,,,
8666,1560.99,270,2211840,255,134.62,0.7139707505702972,0.0003,-0.45189067120663823,-0.022586532870627708,0.14831184,0.2,0.33001708984375,1.2613848447799683,1.8555076329270377,2690,,
8697,1580.35,271,2220032,255,137.47,0.7109764516353607,0.0003,-0.43150515572633596,-0.02150521320509142,0.15813637,0.2,0.3207763671875,0.143369659781456,1.790946850902401,2700,,
8728,1633.6,272,2228224,255,144.57,0.7120472192764282,0.0003,-0.41254697924014183,-0.02422082186312764,0.15544325,0.2,0.3158935546875,0.1654907613992691,1.7633750105509534,2710,,
8759,1680.58,273,2236416,255,150.98,0.7948843240737915,0.0003,-0.42455111485905944,-0.023223114930442535,0.14435361,0.2,0.30423583984375,0.4283525049686432,1.7946971206692979,2720,,
,,,2240000,,,0.7513295114040375,0.0003,-0.42092488368507475,-0.02331846896013303,0.14192161,0.2,0.30465087890625,0.39973747730255127,1.9524078753078355,2730,1841.6,151.8
8794,1678.22,274,2244608,255,146.4,,,,,,,,,,,,
8825,1649.27,275,2252800,255,146.13,0.6447955667972565,0.0003,-0.44955087241251024,-0.01849654101752094,0.15429762,0.2,0.32376708984375,0.3979599177837372,2.2139084371738136,2740,,
8856,1655.05,276,2260992,255,151.1,0.6666357815265656,0.0003,-0.41692720144055784,-0.021053081429272424,0.18674234,0.2,0.3346435546875,0.6869201064109802,1.9223738133208825,2750,,
8887,1628.74,277,2269184,255,145.05,0.7582063674926758,0.0003,-0.42938007281627505,-0.021352777772335685,0.16241917,0.2,0.3258544921875,0.5698928833007812,1.4238070178078488,2760,,
8917,1638.58,278,2277376,255,145.84,0.6658046245574951,0.0003,-0.4219686411553994,-0.019992947646096583,0.16451077,0.2,0.3139892578125,1.0146584510803223,2.296870194096118,2770,,
,,,2280000,,,0.7866445183753967,0.0003,-0.416927193547599,-0.019155815152771538,0.15910283,0.2,0.3134521484375,0.1495998203754425,1.397385658614803,2780,1892.0,165.2
8956,1660.26,279,2285568,255,150.01,,,,,,,,,,,,
8986,1655.14,280,2293760,255,148.1,0.7673157453536987,0.0003,-0.42785642261151224,-0.01627631043556903,0.15446028,0.2,0.30101318359375,0.8893951177597046,2.211545675015077,2790,,
9016,1633.28,281,2301952,255,135.97,0.790357768535614,0.0003,-0.44654944059439006,-0.01777709132657037,0.1668964,0.2,0.32215576171875,0.5629081726074219,1.8622927309246733,2800,,
9048,1559.95,282,2310144,255,126.55,0.8515111356973648,0.0003,-0.47540282988920807,-0.02673202329715423,0.1478261,0.2,0.325927734375,0.11852073669433594,1.4902941633132287,2810,,
9079,1461.79,283,2318336,255,116.13,0.7427605986595154,0.0003,-0.4886816098820418,-0.024103487553293234,0.13852158,0.2,0.33724365234375,2.0341591835021973,2.0279392551397906,2820,,
,,,2320000,,,0.777555525302887,0.0003,-0.4813161642290652,-0.02453996948461281,0.13909325,0.2,0.31629638671875,0.822958767414093,2.055563868372701,2830,1454.8,149.6
9114,1455.99,284,2326528,255,118.45,,,,,,,,,,,,
9144,1393.48,285,2334720,255,118.12,0.7596002817153931,0.0003,-0.4737794482614845,-0.024028755272593117,0.1556202,0.2,0.33162841796875,0.6758463382720947,1.9781336116837338,2840,,
9175,1407.24,286,2342912,255,119.4,0.7798890322446823,0.0003,-0.45882193818688394,-0.023272232486124266,0.15747957,0.2,0.32564697265625,0.48117563128471375,1.6050630919635296,2850,,
9207,1417.77,287,2351104,255,110.7,0.7130250334739685,0.0003,-0.4550123802619055,-0.02198752966505708,0.15112811,0.2,0.3260498046875,0.28284919261932373,1.9589408062631264,2860,,
9238,1385.24,288,2359296,255,102.67,0.5834497213363647,0.0003,-0.565397477359511,-0.02348055090769776,0.14632624,0.2,0.37960205078125,0.25846752524375916,1.3919813432265074,2870,,
,,,2360000,,,0.7009326219558716,0.0003,-0.5012938580708578,-0.025592473617871293,0.16041014,0.2,0.33963623046875,0.2263445258140564,1.515256006619893,2880,1537.0,105.8
9273,1387.03,289,2367488,255,97.54,,,,,,,,,,,,
9304,1373.99,290,2375680,255,90.72,0.6581941545009613,0.0003,-0.49345844350755214,-0.02068863685854012,0.14087439,0.2,0.32855224609375,1.2751402854919434,1.9128673349507153,2890,,
9334,1386.81,291,2383872,255,103.92,0.595348447561264,0.0003,-0.5076833226019517,-0.021814741246635093,0.17055163,0.2,0.356982421875,0.2928948700428009,1.8534015085780993,2900,,
9364,1380.35,292,2392064,255,104.82,0.6972972452640533,0.0003,-0.44252340358216313,-0.018469442289642757,0.16149835,0.2,0.32474365234375,0.9727432727813721,1.8565697479760275,2910,,
,,,2400000,,,0.6893301904201508,0.0003,-0.45367080909200014,-0.022248544320609652,0.17391643,0.2,0.3267333984375,1.0305160284042358,1.6967525977641345,2920,1537.2,170.8
9402,1409.6,293,2400256,255,112.03,,,,,,,,,,,,
9432,1434.88,294,2408448,255,118.65,0.7630711644887924,0.0003,-0.4673382916254923,-0.02411916807104717,0.20083249,0.2,0.34835205078125,0.11301495134830475,1.1646256149862892,2930,,
9464,1429.23,295,2416640,255,116.13,0.7772966623306274,0.0003,-0.46296197273768486,-0.022950370601392933,0.15254995,0.2,0.3185546875,1.042574167251587,1.5480493440991268,2940,,
9495,1384.63,296,2424832,255,110.6,0.7238140404224396,0.0003,-0.43982456426601857,-0.021437672392494278,0.13821621,0.2,0.3189453125,0.516456663608551,1.5744543515844271,2950,,
9525,1338.47,297,2433024,255,108.25,0.5554156303405762,0.0003,-0.46034953331109135,-0.01872289516686578,0.16250803,0.2,0.32969970703125,0.7082889080047607,2.169199967570603,2960,,
,,,2440000,,,0.5893381237983704,0.0003,-0.4566494157304987,-0.014293765049660578,0.18898141,0.2,0.35108642578125,0.27559390664100647,1.9807827554410324,2970,1188.6,105.2
9559,1322.36,298,2441216,255,108.24,,,,,,,,,,,,
9590,1326.0,299,2449408,255,110.96,0.6262542307376862,0.0003,-0.43705937017221,-0.017025659747741884,0.1529339,0.2,0.3084228515625,0.7476525902748108,2.1553966066101564,2980,,
9620,1388.55,300,2457600,255,118.7,0.6604416370391846,0.0003,-0.435174202430062,-0.015859310966334306,0.14392844,0.2,0.3051025390625,0.8904111385345459,2.404608400678262,2990,,
9650,1445.87,301,2465792,255,125.61,0.6616222858428955,0.0003,-0.45435462589375675,-0.01644904828426661,0.1600207,0.2,0.32496337890625,0.6114389896392822,2.3265288023743778,3000,,
9680,1464.18,302,2473984,255,132.69,0.7540954500436783,0.0003,-0.450364958611317,-0.026244392458102082,0.1705384,0.2,0.33160400390625,0.38908833265304565,1.3693919985555112,3010,,
,,,2480000,,,0.7387331426143646,0.0003,-0.44287170863244685,-0.021723273693351076,0.13567546,0.2,0.30565185546875,0.5967015624046326,1.773318777466193,3020,1988.6,158.6
9718,1482.89,303,2482176,255,132.32,,,,,,,,,,,,
9749,1486.1,304,2490368,255,132.62,0.6855393946170807,0.0003,-0.46125204239506273,-0.02022962185292272,0.14893204,0.2,0.32200927734375,0.4612692892551422,2.1541164986323564,3030,,
9779,1502.19,305,2498560,255,139.7,0.7133556306362152,0.0003,-0.4233105352614075,-0.017343131902453023,0.14447436,0.2,0.3002197265625,0.3624064326286316,1.9280538765247912,3040,,
9810,1451.02,306,2506752,255,135.09,0.806141123175621,0.0003,-0.4534259842010215,-0.025072570771590107,0.12369692,0.2,0.3073974609375,0.8741313219070435,1.5309703575680031,3050,,
9841,1488.88,307,2514944,255,138.27,0.7556624859571457,0.0003,-0.4584488044027239,-0.022359022646560332,0.1302382,0.2,0.31173095703125,1.9591604471206665,1.9865966965910047,3060,,
,,,2520000,,,0.7982730716466904,0.0003,-0.4594238416058943,-0.02136750628487789,0.12130056,0.2,0.2989013671875,0.737717866897583,1.8957784617086872,3070,1749.0,147.4
9877,1503.98,308,2523136,255,139.81,,,,,,,,,,,,
9907,1506.49,309,2531328,255,140.01,0.8254398554563522,0.0003,-0.484058435074985,-0.023191829485585912,0.12155087,0.2,0.305126953125,0.27125006914138794,1.948004925949499,3080,,
9937,1499.88,310,2539520,255,137.96,0.8071109354496002,0.0003,-0.4443539773346856,-0.02306082596987835,0.111827865,0.2,0.28914794921875,0.9208365678787231,1.951034960662946,3090,,
9967,1531.39,311,2547712,255,136.68,0.7804778963327408,0.0003,-0.4880527765722945,-0.015125275644095382,0.14084128,0.2,0.316357421875,0.4188179671764374,2.3355902523966505,3100,,
9997,1537.47,312,2555904,255,134.0,0.8599455952644348,0.0003,-0.44656053110957145,-0.025127683625760254,0.13557665,0.2,0.3161865234375,0.13096344470977783,1.0662470748648047,3110,,
,,,2560000,,,0.8304612040519714,0.0003,-0.4722953586606309,-0.0257608858133608,0.1354718,0.2,0.31473388671875,0.18495804071426392,1.775298139057122,3120,1651.6,162.4
10034,1539.89,313,2564096,255,132.93,,,,,,,,,,,,
10065,1543.45,314,2572288,255,133.89,0.7992151826620102,0.0003,-0.4867452158825472,-0.022534439530500095,0.13193612,0.2,0.31932373046875,0.4264686107635498,2.13234770859126,3130,,
10095,1511.23,315,2580480,255,127.5,0.8012383878231049,0.0003,-0.4661240611225367,-0.01858501946553588,0.12242154,0.2,0.31309814453125,0.4034465551376343,2.071022162795998,3140,,
10125,1472.42,316,2588672,255,126.25,0.82064388692379,0.0003,-0.49530037252698095,-0.02074021735752467,0.11195533,0.2,0.30538330078125,0.3403834402561188,1.9078528977232054,3150,,
10155,1421.59,317,2596864,255,116.01,0.8364700376987457,0.0003,-0.47643320851493626,-0.02501949879078893,0.12508038,0.2,0.310546875,0.5768017768859863,1.601034366840031,3160,,
,,,2600000,,,0.7465788722038269,0.0003,-0.5094696298474446,-0.022993425011009094,0.13219473,0.2,0.34527587890625,0.20099908113479614,1.8198796939803288,3170,1764.2,168.2
10191,1386.05,318,2605056,255,112.08,,,,,,,,,,,,
10222,1421.84,319,2613248,255,118.87,0.8098716735839844,0.0003,-0.5114431233145297,-0.023659800929090126,0.11318331,0.2,0.30303955078125,0.23529429733753204,2.0774711696896704,3180,,
10253,1416.91,320,2621440,255,118.03,0.8012970834970474,0.0003,-0.4771721015218645,-0.019132311326211494,0.13384914,0.2,0.31502685546875,1.8283532857894897,2.121257608477026,3190,,
10284,1428.67,321,2629632,255,126.44,0.8436697870492935,0.0003,-0.45333950091153385,-0.018308228009118466,0.12417367,0.2,0.29742431640625,1.038644552230835,1.7302873123902827,3200,,
10316,1419.38,322,2637824,255,127.38,0.8167509734630585,0.0003,-0.5002467280020937,-0.019105561958713223,0.114712216,0.2,0.31258544921875,0.45047104358673096,2.3149122660048307,3210,,
,,,2640000,,,0.7670294791460037,0.0003,-0.477391884336248,-0.017358499018155272,0.122846924,0.2,0.30975341796875,0.7789561748504639,2.4633100246777757,3220,1803.6,180.0
10354,1445.0,323,2646016,255,129.33,,,,,,,,,,,,
10386,1481.41,324,2654208,255,135.96,0.8193109780550003,0.0003,-0.4989281808026135,-0.02146549437820795,0.11951485,0.2,0.31827392578125,2.4310474395751953,1.9659352607908658,3230,,
10417,1471.35,325,2662400,255,130.75,0.8397416174411774,0.0003,-0.48201796354260296,-0.020680402345897166,0.11790109,0.2,0.3102294921875,0.34756821393966675,1.7159605301101692,3240,,
10446,1470.62,326,2670592,255,126.88,0.6621006727218628,0.0003,-0.5368036460829899,-0.015348045724385884,0.11074272,0.2,0.33145751953125,1.2337510585784912,2.808274269197136,3250,,
10476,1454.35,327,2678784,255,125.08,0.7390280961990356,0.0003,-0.5375346392160282,-0.018754961744707543,0.11534836,0.2,0.33570556640625,0.5764164328575134,2.345072557590902,3260,,
,,,2680000,,,0.7648255676031113,0.0003,-0.5176099055912345,-0.02032938132979325,0.12807824,0.2,0.33165283203125,0.6182407140731812,2.2943751577986404,3270,1572.0,138.8
10512,1490.89,328,2686976,255,131.72,,,,,,,,,,,,
10544,1504.28,329,2695168,255,133.7,0.7872815281152725,0.0003,-0.48112595155835153,-0.022522302593642962,0.12588379,0.2,0.3169189453125,0.3483861982822418,1.8113762763678096,3280,,
10576,1538.0,330,2703360,255,133.09,0.8143124878406525,0.0003,-0.4849995591212064,-0.023299152473191496,0.116413824,0.2,0.312109375,0.9768167734146118,1.6483670697896742,3290,,
