rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_range,train/loss,train/clip_fraction,train/entropy_loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
751.3,876,39.08,245760,30,280,,,,,,,,,,,,
768.24,905,40.48,253952,31,280,300,-0.04338907458950416,0.8145622760057449,0.0785859,0.0003,0.2,0.06034083664417267,0.3638671875,-0.7605540413875133,0.6378464270732366,,
781.67,932,41.16,262144,32,280,310,-0.040533372175559634,0.8488710224628448,0.0795893,0.0003,0.2,0.333869993686676,0.34453125,-0.7328264732379466,0.587281503493432,,
776.94,961,42.32,270336,33,281,320,-0.04092726022718125,0.8574869185686111,0.07993998,0.0003,0.2,0.19134803116321564,0.3652099609375,-0.7472364898771048,0.5306869102932978,,
773.73,988,41.41,278528,34,281,330,-0.04350416617380688,0.8494605869054794,0.080992565,0.0003,0.2,0.0702911913394928,0.3549560546875,-0.7354517266154289,0.5655283075000626,,
,,,280000,,,340,-0.044398434190225086,0.8807804211974144,0.08597491,0.0003,0.2,0.22182229161262512,0.34027099609375,-0.6896902465261519,0.4633309702679981,806.6,54.0
785.92,1021,43.37,286720,35,280,,,,,,,,,,,,
782.78,1050,45.27,294912,36,280,350,-0.04159271617318154,0.8532019555568695,0.083620936,0.0003,0.2,0.07456117868423462,0.3442626953125,-0.6831966029945761,0.5660318013338838,,
789.32,1077,46.23,303104,37,281,360,-0.040498193231178446,0.8317256271839142,0.087231025,0.0003,0.2,0.06601253896951675,0.337841796875,-0.66378379072994,0.667132283479441,,
812.04,1105,48.55,311296,38,281,370,-0.03987852811915218,0.859235867857933,0.0976497,0.0003,0.2,0.06833409518003464,0.359130859375,-0.6790402746759355,0.45521202830132096,,
820.72,1134,54.45,319488,39,281,380,-0.046623556733538865,0.841437503695488,0.09240917,0.0003,0.2,0.15505972504615784,0.353271484375,-0.6748744626762345,0.5793686627584975,,
,,,320000,,,390,-0.043466063965388456,0.805497795343399,0.0935597,0.0003,0.2,0.07781416177749634,0.3423828125,-0.673083504382521,0.7744366442901083,858.6,72.6
816.31,1165,61.9,327680,40,281,,,,,,,,,,,,
836.29,1196,68.86,335872,41,280,400,-0.04494282271843986,0.7899285852909088,0.09275068,0.0003,0.2,0.5657345652580261,0.36737060546875,-0.6721130840945989,0.9323224919266068,,
845.58,1224,71.82,344064,42,281,410,-0.04454208677634597,0.8018988966941833,0.096087426,0.0003,0.2,0.13547132909297943,0.35560302734375,-0.6560625246260315,0.8247690697666258,,
885.3,1252,74.42,352256,43,281,420,-0.04676575718985987,0.8090138286352158,0.087279774,0.0003,0.2,0.6713594198226929,0.35401611328125,-0.6677979899104685,0.8016254878370092,,
,,,360000,,,430,-0.04790523984702304,0.825747087597847,0.0939939,0.0003,0.2,0.15643349289894104,0.36165771484375,-0.6424049960216507,0.6885209944972303,962.0,98.2
884.84,1286,78.72,360448,44,280,,,,,,,,,,,,
901.61,1315,80.1,368640,45,280,440,-0.04212463334442873,0.8157524615526199,0.09267323,0.0003,0.2,0.1711708903312683,0.342431640625,-0.6285840204684063,0.8272948495694437,,
892.59,1344,79.65,376832,46,280,450,-0.04391935009916779,0.8416099399328232,0.09155887,0.0003,0.2,0.20710891485214233,0.34744873046875,-0.622146254684776,0.7363799107843079,,
914.8,1372,83.63,385024,47,280,460,-0.05366676693156478,0.8503497242927551,0.10393238,0.0003,0.2,0.0731116458773613,0.3583984375,-0.6372344174887985,0.6414492385054473,,
925.37,1400,87.78,393216,48,280,470,-0.04829887915184372,0.8669912070035934,0.10500295,0.0003,0.2,0.23906202614307404,0.3570068359375,-0.6217744469642639,0.5618592350103426,,
,,,400000,,,480,-0.04704237865225878,0.8651565909385681,0.09462191,0.0003,0.2,0.2946736216545105,0.33990478515625,-0.5977699806680903,0.7292777998023666,1112.8,100.6
956.65,1430,94.71,401408,49,280,,,,,,,,,,,,
954.01,1458,93.63,409600,50,280,490,-0.04448570316817495,0.8518886864185333,0.09673835,0.0003,0.2,0.13043230772018433,0.335791015625,-0.5831686544232071,0.7693397644208744,,
981.04,1487,94.48,417792,51,280,500,-0.044641535550908884,0.8523064404726028,0.10950202,0.0003,0.2,0.05290685594081879,0.339794921875,-0.562766202329658,0.8098822773026768,,
990.1,1514,89.72,425984,52,281,510,-0.04677064763673115,0.8744541108608246,0.11534816,0.0003,0.2,0.04543357342481613,0.36080322265625,-0.5914521308382973,0.5824242624279578,,
1016.21,1542,87.18,434176,53,281,520,-0.05112906455397024,0.8809987902641296,0.10898016,0.0003,0.2,-0.000670701265335083,0.35697021484375,-0.5886072718072682,0.5569117831124458,,
,,,440000,,,530,-0.04632523956715886,0.8714421987533569,0.118465826,0.0003,0.2,0.1827872395515442,0.3611572265625,-0.5887173464056105,0.6956115717825014,1040.0,102.4
974.66,1574,80.42,442368,54,281,,,,,,,,,,,,
965.71,1602,78.41,450560,55,281,540,-0.04122853015433066,0.8372931629419327,0.11368147,0.0003,0.2,0.06139671802520752,0.37144775390625,-0.6103469097055495,0.8168184233654756,,
967.95,1630,77.37,458752,56,281,550,-0.04743819838877243,0.8818518370389938,0.11461843,0.0003,0.2,0.24306097626686096,0.36629638671875,-0.5919442271348089,0.5774375641281949,,
1003.63,1658,81.3,466944,57,281,560,-0.046008433998940744,0.8345195949077606,0.11821243,0.0003,0.2,0.06417880952358246,0.370654296875,-0.5948442647000775,0.5897062964504585,,
1015.79,1686,85.37,475136,58,281,570,-0.042080122296101766,0.8589725643396378,0.114085875,0.0003,0.2,0.08025380223989487,0.36431884765625,-0.6065515335416422,0.6149576731084381,,
,,,480000,,,580,-0.04698678963686689,0.8808329999446869,0.12673035,0.0003,0.2,0.20349417626857758,0.36146240234375,-0.5931678649503738,0.6070607949222904,1170.0,102.2
1012.9,1718,86.35,483328,59,281,,,,,,,,,,,,
1012.65,1746,85.11,491520,60,281,590,-0.04421898323780624,0.8266221284866333,0.1098742,0.0003,0.2,0.18008637428283691,0.361865234375,-0.5994177587097511,1.093824831605889,,
1006.99,1774,77.68,499712,61,281,600,-0.04643602387914143,0.8784582763910294,0.1224999,0.0003,0.2,0.017537571489810944,0.37755126953125,-0.6110378697281703,0.5597851779253687,,
1004.26,1802,70.24,507904,62,281,610,-0.04271564856535406,0.8257928788661957,0.11420737,0.0003,0.2,0.2325126826763153,0.37242431640625,-0.6369564996333793,0.8359148486866615,,
980.09,1830,63.24,516096,63,282,620,-0.04433957926667063,0.7676282376050949,0.12002879,0.0003,0.2,0.16793063282966614,0.38446044921875,-0.6117636387236416,0.8883979230420664,,
,,,520000,,,630,-0.04581797862410895,0.7638008892536163,0.11884779,0.0003,0.2,0.7000459432601929,0.37406005859375,-0.6037639658199623,0.960917044855887,1137.6,81.6
985.56,1864,64.65,524288,64,281,,,,,,,,,,,,
976.9,1892,67.47,532480,65,281,640,-0.043960678896110036,0.8123719245195389,0.12644929,0.0003,0.2,0.19308480620384216,0.36466064453125,-0.584724438819103,0.8891160683415364,,
974.5,1919,72.24,540672,66,281,650,-0.04255326969614544,0.7647303491830826,0.122652605,0.0003,0.2,0.16104315221309662,0.3588623046875,-0.5891902573406697,1.0666719929897226,,
969.25,1948,71.22,548864,67,281,660,-0.04452794569479011,0.8055571168661118,0.1165952,0.0003,0.2,0.19265368580818176,0.355078125,-0.5964078671066091,0.9612068414222449,,
976.41,1975,67.96,557056,68,281,670,-0.04599197096576972,0.765292301774025,0.122431226,0.0003,0.2,0.29263705015182495,0.367822265625,-0.6188474855618551,0.9665030877455137,,
,,,560000,,,680,-0.04561940179410158,0.7334621250629425,0.12574084,0.0003,0.2,0.23145130276679993,0.37088623046875,-0.6177332762163132,1.1478523551020772,1041.4,55.0
995.09,2006,65.75,565248,69,281,,,,,,,,,,,,
1020.23,2034,66.12,573440,70,281,690,-0.048140536335995424,0.735408365726471,0.14964578,0.0003,0.2,0.35823988914489746,0.3740966796875,-0.5994788852287456,0.8834343736467417,,
1031.02,2062,73.08,581632,71,282,700,-0.04151525111119554,0.7492430806159973,0.109338164,0.0003,0.2,0.3106423616409302,0.35927734375,-0.6050328097306192,1.1321010554907844,,
1021.72,2090,70.52,589824,72,282,710,-0.037225490904893375,0.7613818794488907,0.106984496,0.0003,0.2,0.6961250305175781,0.34228515625,-0.5897154522594065,1.1813709552166984,,
1034.42,2120,69.03,598016,73,282,720,-0.047785050910897554,0.763998344540596,0.122205615,0.0003,0.2,0.16253916919231415,0.3698486328125,-0.6260819293791429,0.9591464126482606,,
,,,600000,,,730,-0.04718006071416312,0.7435926795005798,0.13748507,0.0003,0.2,0.5121971368789673,0.39312744140625,-0.6287766812834888,0.8892258470878005,1079.6,84.2
1044.81,2152,65.17,606208,74,281,,,,,,,,,,,,
1056.88,2179,68.45,614400,75,281,740,-0.04547774643287994,0.7467556297779083,0.13313094,0.0003,0.2,0.19176074862480164,0.37867431640625,-0.6153661994030699,0.9897954253363423,,
1047.39,2207,74.08,622592,76,281,750,-0.04934794948931085,0.8106877356767654,0.14617638,0.0003,0.2,0.2813560664653778,0.3901611328125,-0.6084217700175941,0.66365342104109,,
1063.39,2235,77.08,630784,77,282,760,-0.0456311960988387,0.7528841942548752,0.13475229,0.0003,0.2,0.3199668526649475,0.3652099609375,-0.5980410952586681,1.0749642099603078,,
1107.76,2263,80.73,638976,78,282,770,-0.04716998785479518,0.7514280378818512,0.14424782,0.0003,0.2,0.250978022813797,0.37205810546875,-0.5790948088746518,0.952801771776285,,
,,,640000,,,780,-0.04761589150512009,0.8067036122083664,0.15609196,0.0003,0.2,0.033056169748306274,0.375634765625,-0.5592400765279308,0.6744342591206077,1330.2,91.0
1120.0,2299,83.2,647168,79,281,,,,,,,,,,,,
1148.13,2330,88.85,655360,80,281,790,-0.044947534837410784,0.7409296929836273,0.14016023,0.0003,0.2,0.2524929642677307,0.36832275390625,-0.5670061803655699,1.2304208427085541,,
1155.7,2362,90.98,663552,81,280,800,-0.043317671707882255,0.7964348644018173,0.13610014,0.0003,0.2,0.022605426609516144,0.3662109375,-0.5516796071082354,0.9030078988580499,,
1153.1,2390,93.48,671744,82,280,810,-0.045471738078049384,0.7990252822637558,0.13583666,0.0003,0.2,0.18746411800384521,0.351708984375,-0.5236642712494358,1.00415388623951,,
1162.67,2418,94.37,679936,83,281,820,-0.0460853395255981,0.8358090668916702,0.15666497,0.0003,0.2,0.12650394439697266,0.36748046875,-0.5371488475706429,0.6548157418204937,,
,,,680000,,,830,-0.04508930835072533,0.8378539830446243,0.13086227,0.0003,0.2,0.03383592516183853,0.3464599609375,-0.5319280554074794,0.9467230602749623,1272.8,116.0
1124.48,2450,89.95,688128,84,280,,,,,,,,,,,,
1119.49,2479,84.51,696320,85,280,840,-0.04643670772129553,0.7839673012495041,0.15683801,0.0003,0.2,0.8038510084152222,0.35223388671875,-0.5248083809157833,1.0557504470809362,,
1078.34,2507,74.61,704512,86,280,850,-0.04715372145801666,0.7989898771047592,0.16275916,0.0003,0.2,0.22145819664001465,0.35849609375,-0.5333094381960108,0.8651534164091572,,
1067.18,2535,67.1,712704,87,281,860,-0.04867830606199277,0.6292859017848969,0.14304174,0.0003,0.2,0.06879554688930511,0.37587890625,-0.5655304037034512,1.1533500257704872,,
,,,720000,,,870,-0.04514190093032085,0.6061460077762604,0.15892479,0.0003,0.2,0.33270543813705444,0.37320556640625,-0.5694872728083282,1.325200043921359,1318.8,89.2
1083.69,2571,68.14,720896,88,280,,,,,,,,,,,,
1132.52,2599,77.18,729088,89,280,880,-0.04659306033317989,0.6913107633590698,0.15165356,0.0003,0.2,0.6353361010551453,0.36534423828125,-0.5488512272480875,1.0395363047369757,,
1149.72,2627,85.73,737280,90,280,890,-0.038704896435228876,0.7348355352878571,0.14740767,0.0003,0.2,0.10250888764858246,0.35384521484375,-0.5338744005654007,0.9196588694001548,,
1143.47,2655,90.69,745472,91,280,900,-0.043558775090787094,0.7693605422973633,0.15412343,0.0003,0.2,0.10401728749275208,0.36539306640625,-0.5508182174060494,1.0442356171901337,,
1104.78,2683,86.96,753664,92,280,910,-0.04374657679800294,0.7701815217733383,0.13186452,0.0003,0.2,0.43189537525177,0.36072998046875,-0.575813104189001,1.0623859223676846,,
,,,760000,,,920,-0.040117263177671704,0.6982809603214264,0.12601398,0.0003,0.2,0.15026307106018066,0.35762939453125,-0.5660230389796197,1.467794793844223,1244.4,77.8
1107.88,2716,82.86,761856,93,280,,,,,,,,,,,,
1103.23,2744,80.01,770048,94,280,930,-0.043546596378291724,0.7280468046665192,0.14045218,0.0003,0.2,0.3403887450695038,0.36485595703125,-0.566530817002058,1.1927951534162275,,
1121.86,2772,80.62,778240,95,280,940,-0.04752864616602892,0.7162052392959595,0.1529189,0.0003,0.2,0.2311052680015564,0.36688232421875,-0.5512225188082084,1.088451276125852,,
1140.52,2800,84.13,786432,96,280,950,-0.04425220660996274,0.7212034463882446,0.14882004,0.0003,0.2,0.2558547556400299,0.35650634765625,-0.530367970187217,1.1037604732555337,,
1145.21,2828,89.4,794624,97,280,960,-0.04673319361972972,0.7405021488666534,0.15628842,0.0003,0.2,0.511433482170105,0.366552734375,-0.5354393320856616,1.0084325707750394,,
,,,800000,,,970,-0.04456461666195537,0.8205394893884659,0.15030603,0.0003,0.2,0.022227615118026733,0.3525634765625,-0.5192051177378744,0.7175632289377972,1321.8,113.2
1145.46,2862,90.12,802816,98,280,,,,,,,,,,,,
1121.13,2889,87.95,811008,99,280,980,-0.04162983457681548,0.722831517457962,0.13871536,0.0003,0.2,0.31691810488700867,0.34471435546875,-0.5320464758900926,1.3465107712545432,,
1087.55,2917,83.0,819200,100,280,990,-0.04680725246216753,0.7516297996044159,0.15325315,0.0003,0.2,0.2543473541736603,0.36502685546875,-0.5373007723363117,0.9418850109446794,,
1098.85,2946,83.19,827392,101,280,1000,-0.04473507914735819,0.712512731552124,0.16031569,0.0003,0.2,0.15719270706176758,0.36024169921875,-0.527010856824927,1.151225685782265,,
