time/time_elapsed,time/total_timesteps,time/episodes,time/fps,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward,train/n_updates,train/learning_rate,train/loss
37,17868,672,474,0.9823106800000002,7.68,455.87,,,,,
37,17972,676,474,0.9822077199999995,7.68,455.87,,,,,
38,18064,680,474,0.9821166400000001,7.7,453.53,,,,,
38,18112,684,474,0.9820691199999999,7.7,453.53,,,,,
38,18184,688,474,0.98199784,7.7,453.53,,,,,
38,18320,692,474,0.9818632000000005,7.69,452.29,,,,,
38,18464,696,474,0.9817206399999997,7.66,451.54,,,,,
39,18548,700,474,0.9816374799999995,7.66,451.54,,,,,
39,18612,704,474,0.9815741199999999,7.64,452.34,,,,,
39,18692,708,473,0.9814949199999998,7.69,450.36,,,,,
39,18776,712,473,0.9814117599999996,7.71,449.31,,,,,
39,18860,716,473,0.9813285999999994,7.71,448.23,,,,,
39,18908,720,473,0.9812810800000002,7.71,448.23,,,,,
40,19032,724,473,0.98115832,7.77,448.23,,,,,
40,19204,728,473,0.9809880399999996,7.8,448.69,,,,,
40,19288,732,474,0.9809048800000004,7.8,448.69,,,,,
40,19376,736,474,0.9808177600000002,7.8,448.69,,,,,
40,19420,740,474,0.9807742,7.79,447.08,,,,,
41,19556,744,474,0.9806395600000005,7.79,446.85,,,,,
41,19704,748,474,0.9804930399999996,7.81,447.26,,,,,
41,19768,752,474,0.98042968,7.81,447.26,,,,,
41,19852,756,474,0.9803465199999998,7.84,447.4,,,,,
42,19940,760,474,0.9802593999999994,7.87,444.94,,,,,
42,20008,764,474,0.9801920799999998,7.87,444.94,,,,,
42,20084,768,474,0.9801168399999998,7.9,446.6,,,,,
42,20224,772,474,0.9799782400000002,7.87,443.69,,,,,
42,20296,776,474,0.9799069600000003,7.87,443.69,,,,,
42,20380,780,474,0.9798238000000001,7.86,443.82,,,,,
43,20508,784,475,0.9796970799999998,7.84,443.87,,,,,
43,20588,788,475,0.9796178799999997,7.83,444.11,,,,,
43,20712,792,475,0.9794951199999995,7.83,444.11,,,,,
43,20792,796,475,0.9794159200000006,7.84,444.79,,,,,
43,20908,800,475,0.9793010800000005,7.83,444.97,,,,,
44,20988,804,475,0.9792218800000004,7.83,444.97,,,,,
44,21108,808,475,0.9791030800000003,7.84,446.55,,,,,
44,21168,812,475,0.9790436799999997,7.82,445.8,,,,,
44,21260,816,475,0.9789526000000004,7.81,444.85,,,,,
44,21356,820,475,0.9788575599999998,7.81,444.85,,,,,
45,21516,824,475,0.9786991599999997,7.83,443.95,,,,,
45,21640,828,476,0.9785763999999995,7.83,443.95,,,,,
45,21724,832,476,0.9784932400000004,7.83,444.82,,,,,
45,21848,836,476,0.9783704800000002,7.8,443.01,,,,,
45,21900,840,476,0.9783189999999997,7.82,443.14,,,,,
46,22044,844,476,0.97817644,7.85,442.89,,,,,
46,22128,848,476,0.9780932799999998,7.85,442.89,,,,,
46,22228,852,476,0.9779942800000003,7.9,442.02,,,,,
46,22348,856,476,0.9778754800000002,7.91,442.19,,,,,
46,22424,860,477,0.9778002400000002,7.86,439.69,,,,,
47,22528,864,477,0.9776972799999994,7.86,439.69,,,,,
47,22612,868,477,0.9776141200000004,7.86,439.69,,,,,
47,22704,872,477,0.9775230399999999,7.8,439.86,,,,,
47,22876,876,477,0.9773527600000005,7.8,439.86,,,,,
47,22940,880,478,0.9772893999999999,7.8,439.86,,,,,
48,23004,884,478,0.9772260400000002,7.8,439.86,,,,,
48,23156,888,478,0.9770755600000003,7.76,437.85,,,,,
48,23264,892,478,0.9769686400000005,7.74,440.1,,,,,
48,23344,896,478,0.9768894400000004,7.71,437.84,,,,,
48,23440,900,478,0.9767943999999998,7.71,437.84,,,,,
49,23540,904,478,0.9766954000000003,7.7,435.76,,,,,
49,23716,908,478,0.9765211599999997,7.67,436.17,,,,,
49,23824,912,478,0.97641424,7.64,435.23,,,,,
49,23896,916,478,0.9763429600000001,7.64,435.23,,,,,
50,23944,920,478,0.9762954399999998,7.6,435.24,,,,,
50,24108,924,478,0.9761330799999995,7.59,434.75,,,,,
50,24180,928,478,0.9760617999999996,7.62,435.89,,,,,
50,24304,932,479,0.9759390399999994,7.62,435.89,,,,,
50,24368,936,479,0.9758756799999998,7.6,436.61,,,,,
51,24476,940,479,0.97576876,7.58,435.53,,,,,
51,24588,944,479,0.9756578800000002,7.58,435.53,,,,,
51,24684,948,479,0.9755628399999996,7.61,434.77,,,,,
51,24828,952,479,0.9754202799999999,7.61,434.77,,,,,
51,24928,956,479,0.9753212800000004,7.61,435.72,,,,,
52,24972,960,479,0.9752777200000002,7.6,435.66,,,,,
52,25068,964,479,0.9751826799999997,7.6,435.66,,,,,
52,25160,968,479,0.9750916000000004,7.57,435.44,,,,,
52,25276,972,479,0.9749767600000003,7.58,436.21,,,,,
52,25352,976,479,0.9749015200000004,7.56,434.89,,,,,
53,25464,980,479,0.9747906400000005,7.57,433.17,,,,,
53,25572,984,480,0.9746837199999996,7.57,433.17,,,,,
53,25644,988,480,0.9746124399999998,7.56,432.41,,,,,
53,25816,992,480,0.9744421600000004,7.57,432.78,,,,,
53,25920,996,480,0.9743391999999996,7.53,433.1,,,,,
54,26064,1000,480,0.97419664,7.51,432.49,,,,,
54,26152,1004,480,0.9741095199999996,7.49,433.9,,,,,
54,26280,1008,480,0.9739828000000004,7.48,432.4,,,,,
54,26376,1012,480,0.9738877599999999,7.48,432.4,,,,,
55,26484,1016,480,0.9737808400000001,7.48,432.4,,,,,
55,26600,1020,480,0.973666,7.46,432.5,,,,,
55,26720,1024,480,0.9735472,7.43,433.44,,,,,
55,26816,1028,480,0.9734521600000005,7.43,433.44,,,,,
55,26864,1032,480,0.9734046400000003,7.43,431.76,,,,,
56,26984,1036,480,0.9732858400000001,7.42,429.65,,,,,
56,27140,1040,480,0.9731314000000001,7.42,428.75,,,,,
56,27216,1044,480,0.9730561600000001,7.48,427.67,,,,,
56,27316,1048,479,0.9729571600000005,7.48,427.67,,,,,
57,27412,1052,480,0.97286212,7.47,428.76,,,,,
57,27548,1056,480,0.9727274800000005,7.44,425.89,,,,,
57,27616,1060,479,0.9726601599999997,7.44,425.81,,,,,
57,27716,1064,479,0.9725611600000001,7.44,425.81,,,,,
57,27780,1068,479,0.9724978000000005,7.44,425.03,,,,,
58,27988,1072,479,0.9722918800000001,7.44,425.03,,,,,
58,28028,1076,479,0.9722522800000001,7.45,428.42,,,,,
58,28144,1080,479,0.97213744,7.45,428.42,,,,,
59,28284,1084,479,0.9719988400000005,7.46,428.41,,,,,
59,28408,1088,479,0.9718760800000003,7.46,428.41,,,,,
59,28516,1092,479,0.9717691600000005,7.45,429.78,,,,,
59,28604,1096,478,0.9716820400000001,7.45,431.01,,,,,
59,28684,1100,478,0.9716028400000001,7.46,429.65,,,,,
60,28816,1104,478,0.9714721599999996,7.46,429.65,,,,,
60,28936,1108,478,0.9713533599999995,7.48,429.92,,,,,
60,29052,1112,478,0.9712385199999994,7.52,430.77,,,,,
60,29132,1116,478,0.9711593200000005,7.52,430.77,,,,,
60,29224,1120,479,0.9710682400000001,7.52,431.67,,,,,
61,29356,1124,479,0.9709375599999996,7.52,435.26,,,,,
61,29452,1128,479,0.9708425200000002,7.51,435.45,,,,,
61,29568,1132,479,0.9707276800000002,7.48,433.61,,,,,
61,29640,1136,479,0.9706564000000003,7.48,433.61,,,,,
62,29800,1140,479,0.9704980000000002,7.48,435.27,,,,,
62,29892,1144,479,0.9704069199999997,7.49,437.11,,,,,
62,29980,1148,479,0.9703198000000005,7.52,436.25,,,,,
62,30076,1152,479,0.97022476,7.52,436.25,,,,,
62,30200,1156,479,0.9701019999999998,7.52,436.25,,,,,
63,30336,1160,479,0.9699673600000003,7.45,437.7,,,,,
63,30464,1164,479,0.9698406399999999,7.45,437.7,,,,,
63,30532,1168,479,0.9697733200000003,7.45,437.7,,,,,
63,30644,1172,480,0.9696624400000003,7.47,439.03,,,,,
64,30748,1176,480,0.9695594799999996,7.5,439.78,,,,,
64,30860,1180,480,0.9694485999999997,7.49,440.72,,,,,
64,30920,1184,480,0.9693892000000002,7.49,440.72,,,,,
64,31020,1188,480,0.9692901999999995,7.5,439.92,,,,,
64,31160,1192,480,0.9691515999999999,7.5,440.62,,,,,
65,31240,1196,480,0.9690723999999998,7.47,439.89,,,,,
65,31372,1200,480,0.9689417200000005,7.47,439.89,,,,,
65,31444,1204,480,0.9688704399999996,7.47,439.89,,,,,
65,31524,1208,480,0.9687912399999995,7.48,439.11,,,,,
65,31652,1212,480,0.9686645200000003,7.51,439.14,,,,,
66,31748,1216,480,0.9685694799999996,7.54,440.63,,,,,
