train/explained_variance,time/total_timesteps,train/n_updates,train/value_loss,time/iterations,train/policy_loss,train/entropy_loss,rollout/ep_len_mean,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
0.9575279504060745,168000,2099,0.1487003117799759,2100,-0.15165399014949799,-1.7551456689834595,635.92,0.0007,984,170,497.2,,
0.8894515633583069,176000,2199,0.2944069802761078,2200,0.042722489684820175,-1.8942912817001343,643.64,0.0007,985,178,495.4,,
0.8729589134454727,184000,2299,0.32173284888267517,2300,0.2361346334218979,-1.9700806140899658,644.7,0.0007,985,186,515.1,,
0.9718009661883116,192000,2399,0.4166726768016815,2400,-0.04197732359170914,-1.5844069719314575,647.38,0.0007,988,194,548.5,,
0.9669303558766842,200000,2499,0.33649298548698425,2500,0.045510679483413696,-1.929664969444275,651.74,0.0007,988,202,555.8,,
0.976590234786272,208000,2599,0.11517711728811264,2600,0.1353590339422226,-2.002671480178833,645.84,0.0007,988,210,572.5,,
0.9318789914250374,216000,2699,0.305095911026001,2700,0.20463238656520844,-2.0966134071350098,650.72,0.0007,988,218,593.0,,
0.20635223388671875,224000,2799,2.964740753173828,2800,-0.20235180854797363,-1.5453242063522339,661.28,0.0007,988,226,604.7,,
0.9779265373945236,232000,2899,0.06934773176908493,2900,-0.21352405846118927,-2.1165103912353516,667.76,0.0007,987,234,628.2,,
0.9673879407346249,240000,2999,0.17922969162464142,3000,-0.13095878064632416,-1.2465806007385254,657.9,0.0007,988,242,622.8,,
0.48138391971588135,248000,3099,1.1177712678909302,3100,-0.48627957701683044,-1.9936935901641846,650.5,0.0007,989,250,596.4,,
0.9005732014775276,256000,3199,0.12573044002056122,3200,-0.01936446689069271,-1.8382433652877808,644.44,0.0007,993,257,574.2,,
0.9439758956432343,264000,3299,0.36128050088882446,3300,-0.3201460838317871,-1.7949928045272827,648.78,0.0007,995,265,568.6,,
0.9770621750503778,272000,3399,0.17813825607299805,3400,0.04808545857667923,-1.8064407110214233,650.06,0.0007,995,273,570.8,,
0.8229378014802933,280000,3499,0.11092036217451096,3500,0.03188483789563179,-1.9446868896484375,652.44,0.0007,996,281,574.0,,
0.9861842878162861,288000,3599,0.06622356176376343,3600,-0.2863646149635315,-1.8879600763320923,648.6,0.0007,998,288,566.0,,
0.9491649828851223,296000,3699,0.060936834663152695,3700,-0.12248102575540543,-1.7757654190063477,661.84,0.0007,1001,295,581.3,,
0.9179565533995628,304000,3799,0.04885086417198181,3800,0.08658074587583542,-2.0833957195281982,674.02,0.0007,1006,302,586.3,,
0.8663999885320663,312000,3899,0.24138788878917694,3900,0.265826553106308,-1.9646341800689697,675.42,0.0007,1008,309,595.1,,
0.931109182536602,320000,3999,0.1648402214050293,,0.0009142130729742348,-1.7507704496383667,,0.0007,,,,462.0,655.4
,320000,,,4000,,,674.42,,990,323,581.2,,
0.9583464153110981,328000,4099,0.31648024916648865,4100,0.20633244514465332,-1.8703755140304565,668.86,0.0007,990,331,548.6,,
0.9852440198883414,336000,4199,0.07499667257070541,4200,-0.10310380905866623,-1.9993727207183838,675.66,0.0007,990,339,590.3,,
0.7696987241506577,344000,4299,1.1998268365859985,4300,0.663456380367279,-2.018623113632202,674.96,0.0007,990,347,596.1,,
0.6576510965824127,352000,4399,1.5192327499389648,4400,0.5884904861450195,-1.8290027379989624,674.74,0.0007,991,355,586.6,,
0.9893405744805932,360000,4499,0.12151997536420822,4500,0.002016934799030423,-1.7838706970214844,678.5,0.0007,991,363,595.1,,
0.610346257686615,368000,4599,3.117656946182251,4600,-0.6452129483222961,-1.711099624633789,666.12,0.0007,990,371,589.8,,
0.5559039413928986,376000,4699,1.954026222229004,4700,-0.0008887529256753623,-1.6312450170516968,651.72,0.0007,991,379,582.0,,
0.9758398197591305,384000,4799,0.266118586063385,4800,0.02770155668258667,-1.6244264841079712,660.06,0.0007,991,387,600.6,,
0.9263820722699165,392000,4899,0.44270703196525574,4900,0.05444389581680298,-1.4111789464950562,668.78,0.0007,991,395,641.2,,
0.9804586730897427,400000,4999,0.15135203301906586,5000,-0.11708235740661621,-1.5070974826812744,669.78,0.0007,991,403,636.4,,
0.8186061978340149,408000,5099,4.303441524505615,5100,-0.5687088966369629,-1.251991629600525,675.72,0.0007,991,411,629.9,,
0.9568802490830421,416000,5199,0.13272543251514435,5200,0.15538492798805237,-1.8908007144927979,671.72,0.0007,992,419,648.3,,
0.9630720168352127,424000,5299,0.07105398923158646,5300,-0.006319505162537098,-1.8567222356796265,667.2,0.0007,993,426,631.0,,
0.9571637809276581,432000,5399,0.6475180983543396,5400,0.43457508087158203,-1.9654492139816284,673.28,0.0007,994,434,652.4,,
0.34471261501312256,440000,5499,2.0295560359954834,5500,0.3677009642124176,-1.9017540216445923,664.5,0.0007,996,441,679.7,,
0.9856971874833107,448000,5599,0.2267281860113144,5600,-0.008561345748603344,-1.9464291334152222,660.2,0.0007,998,448,673.2,,
0.9086361452937126,456000,5699,0.50465327501297,5700,0.510415256023407,-2.038808584213257,669.72,0.0007,1002,455,711.1,,
0.9458021521568298,464000,5799,0.13274891674518585,5800,-0.22545254230499268,-2.0351412296295166,653.0,0.0007,1002,462,681.1,,
0.5535570085048676,472000,5899,2.346006155014038,5900,0.8637372851371765,-2.077383041381836,643.14,0.0007,1002,470,671.7,,
0.865642175078392,480000,5999,0.8169016242027283,,0.8935802578926086,-2.095646381378174,,0.0007,,,,384.0,593.8
,480000,,,6000,,,640.44,,992,483,653.3,,
0.8931105881929398,488000,6099,0.11858713626861572,6100,-0.07220304757356644,-2.0128235816955566,628.42,0.0007,995,490,634.7,,
0.7973976731300354,496000,6199,1.1314955949783325,6200,0.28555184602737427,-2.0343003273010254,621.34,0.0007,995,498,613.0,,
0.8763293400406837,504000,6299,2.297623634338379,6300,0.905507504940033,-1.855464220046997,640.24,0.0007,995,506,630.8,,
0.9706112630665302,512000,6399,0.08833356201648712,6400,-0.28118273615837097,-1.8659241199493408,621.98,0.0007,995,514,613.0,,
0.9721011966466904,520000,6499,0.2984693944454193,6500,0.03494125232100487,-1.7197388410568237,619.06,0.0007,998,520,586.9,,
0.99322146223858,528000,6599,0.0639590173959732,6600,-0.1093791127204895,-2.0639891624450684,627.92,0.0007,1000,527,656.2,,
0.9249269962310791,536000,6699,0.1715339869260788,6700,-0.3161808252334595,-1.7965043783187866,639.12,0.0007,1001,535,670.1,,
0.6668966710567474,544000,6799,0.7816104888916016,6800,0.5675705671310425,-1.9543274641036987,639.1,0.0007,1001,543,667.3,,
0.9727487228810787,552000,6899,0.211907297372818,6900,0.030577773228287697,-1.6872444152832031,633.34,0.0007,1001,551,662.2,,
0.8481434732675552,560000,6999,0.4550638794898987,7000,-0.0521005354821682,-1.8009271621704102,622.98,0.0007,1001,559,644.4,,
0.9443098045885563,568000,7099,0.3042628765106201,7100,0.30850058794021606,-1.8141294717788696,612.06,0.0007,1002,566,604.6,,
0.9719134662300348,576000,7199,0.15890133380889893,7200,-0.009539402090013027,-1.2030144929885864,595.74,0.0007,1002,574,573.8,,
0.4225698709487915,584000,7299,1.646668791770935,7300,-0.32172536849975586,-1.8534830808639526,592.62,0.0007,1003,582,524.9,,
0.9680609181523323,592000,7399,0.20802488923072815,7400,0.27256909012794495,-1.71928870677948,579.0,0.0007,1003,590,481.3,,
0.5836978554725647,600000,7499,3.03139591217041,7500,-0.05264468118548393,-1.219784140586853,580.82,0.0007,1004,597,488.3,,
0.8456447571516037,608000,7599,0.31948134303092957,7600,0.03914101421833038,-1.6715443134307861,589.62,0.0007,1003,605,497.4,,
0.938704576343298,616000,7699,0.25698304176330566,7700,-0.06399732083082199,-1.7050049304962158,585.72,0.0007,1003,614,488.8,,
0.9433537200093269,624000,7799,0.5112031698226929,7800,-0.46321603655815125,-1.6858071088790894,590.34,0.0007,1002,622,495.9,,
0.6037828624248505,632000,7899,6.383463382720947,7900,2.2535040378570557,-1.7009785175323486,594.9,0.0007,1002,630,496.7,,
0.912525899708271,640000,7999,0.19533033668994904,,-0.05072154477238655,-1.8133699893951416,,0.0007,,,,334.0,547.0
,640000,,,8000,,,600.1,,992,644,522.1,,
0.9630726240575314,648000,8099,0.12005835026502609,8100,-0.16441097855567932,-1.8054990768432617,591.14,0.0007,995,650,504.0,,
0.7924409508705139,656000,8199,0.26880407333374023,8200,0.10617148876190186,-1.8161489963531494,589.7,0.0007,995,659,527.1,,
0.85471311211586,664000,8299,0.2705451250076294,8300,0.24172134697437286,-1.4836705923080444,573.82,0.0007,995,667,502.9,,
0.701221376657486,672000,8399,1.3767043352127075,8400,-0.2443222850561142,-1.5537396669387817,568.96,0.0007,994,675,494.5,,
0.9294246211647987,680000,8499,0.296175479888916,8500,0.09369098395109177,-1.7652558088302612,560.5,0.0007,994,683,483.9,,
0.9403121992945671,688000,8599,0.20222027599811554,8600,0.20695112645626068,-1.869370698928833,568.4,0.0007,994,691,495.9,,
0.9829064812511206,696000,8699,0.20449332892894745,8700,-0.15020829439163208,-1.8563587665557861,583.86,0.0007,994,699,516.5,,
0.6592808067798615,704000,8799,1.12819504737854,8800,-0.2680278718471527,-1.858223795890808,593.68,0.0007,994,708,536.9,,
0.7100797295570374,712000,8899,2.6961910724639893,8900,-0.6202072501182556,-1.5853325128555298,599.32,0.0007,993,716,539.1,,
0.9861941915005445,720000,8999,0.050333697348833084,9000,-0.042913924902677536,-1.860763430595398,605.84,0.0007,993,724,546.7,,
0.9604301117360592,728000,9099,0.2798987030982971,9100,-0.029594291001558304,-1.4132499694824219,619.08,0.0007,993,732,569.8,,
0.8626068830490112,736000,9199,0.6877607703208923,9200,0.2327841818332672,-1.5673106908798218,630.2,0.0007,993,741,609.3,,
0.5773731172084808,744000,9299,2.917964458465576,9300,-0.6525662541389465,-1.5253609418869019,631.52,0.0007,993,749,623.9,,
0.8927027434110641,752000,9399,1.3132997751235962,9400,0.5274234414100647,-1.548498511314392,627.4,0.0007,992,757,629.0,,
0.8221633583307266,760000,9499,0.3524622619152069,9500,-0.07684767246246338,-1.920272707939148,628.22,0.0007,992,765,636.4,,
0.9877763614058495,768000,9599,0.1476680040359497,9600,-0.11218060553073883,-1.2295502424240112,635.32,0.0007,992,773,653.2,,
0.943588200956583,776000,9699,0.19289736449718475,9700,-0.0883605107665062,-1.6806610822677612,638.6,0.0007,992,781,690.6,,
0.31857508420944214,784000,9799,3.251110076904297,9800,-0.08342983573675156,-1.132757306098938,639.72,0.0007,992,790,706.1,,
0.9328164607286453,792000,9899,0.24050967395305634,9900,0.13029031455516815,-1.695228934288025,636.24,0.0007,992,798,707.3,,
0.978777103126049,800000,9999,0.14480409026145935,,-0.2845400273799896,-1.634088397026062,,0.0007,,,,530.0,701.4
,800000,,,10000,,,644.72,,986,811,722.0,,
0.9595373757183552,808000,10099,0.09679477661848068,10100,-0.08007567375898361,-1.4439277648925781,634.14,0.0007,986,819,679.1,,
0.8270620405673981,816000,10199,1.3414629697799683,10200,0.7449547648429871,-1.789468765258789,622.92,0.0007,986,827,664.2,,
0.7853625118732452,824000,10299,0.16948091983795166,10300,0.17541344463825226,-1.8485931158065796,613.42,0.0007,986,835,661.1,,
0.9597253687679768,832000,10399,0.21253271400928497,10400,0.07285156100988388,-1.677468180656433,610.92,0.0007,985,843,674.1,,
0.988875680603087,840000,10499,0.5856274366378784,10500,-0.19522447884082794,-1.5699900388717651,623.34,0.0007,985,852,683.9,,
0.9371196702122688,848000,10599,0.6090680956840515,10600,0.30246803164482117,-1.39903724193573,634.06,0.0007,985,860,716.7,,
0.9774717539548874,856000,10699,0.4147399067878723,10700,0.4263160228729248,-1.4488767385482788,619.64,0.0007,985,868,693.0,,
0.867931678891182,864000,10799,0.4268149435520172,10800,0.43126431107521057,-1.620672583580017,618.08,0.0007,985,876,731.3,,
0.9001675844192505,872000,10899,0.2951561212539673,10900,0.04892852529883385,-1.682050347328186,620.54,0.0007,985,885,765.1,,
0.8109504580497742,880000,10999,0.5075218081474304,11000,-0.06553079932928085,-1.056779146194458,628.36,0.0007,984,894,793.7,,
0.9458845071494579,888000,11099,0.5580300092697144,11100,-0.37886175513267517,-1.4193695783615112,627.5,0.0007,983,902,798.8,,
0.7212073504924774,896000,11199,2.4729461669921875,11200,-0.5536403656005859,-1.520467758178711,619.78,0.0007,983,911,791.0,,
0.7216150164604187,904000,11299,3.0116188526153564,11300,0.5912747383117676,-1.5695698261260986,602.26,0.0007,982,919,760.6,,
0.6366675794124603,912000,11399,5.79012393951416,11400,0.42324113845825195,-1.341657042503357,614.16,0.0007,982,928,772.1,,
0.7934124618768692,920000,11499,2.684520959854126,11500,0.7291480898857117,-1.7911659479141235,627.04,0.0007,981,937,787.0,,
0.9681278876960278,928000,11599,0.08228199928998947,11600,-0.03639978915452957,-1.8431304693222046,633.78,0.0007,980,946,806.4,,
0.9718727916479111,936000,11699,0.14692823588848114,11700,0.006401452701538801,-1.7258347272872925,636.48,0.0007,979,955,787.6,,
0.9627061598002911,944000,11799,0.2302878350019455,11800,0.0886029526591301,-1.7740906476974487,640.56,0.0007,978,964,792.9,,
0.9578825011849403,952000,11899,0.3083893656730652,11900,0.11723951250314713,-1.8159912824630737,643.44,0.0007,978,972,770.6,,
0.6380363404750824,960000,11999,3.2197206020355225,,-0.6639763712882996,-1.4363645315170288,,0.0007,,,,530.0,555.0
,960000,,,12000,,,621.94,,972,986,733.2,,
0.8772137314081192,968000,12099,0.26854100823402405,12100,0.15040817856788635,-1.699815034866333,618.9,0.0007,972,995,737.3,,
0.9559850133955479,976000,12199,0.21541951596736908,12200,-0.07472949475049973,-1.7345718145370483,627.54,0.0007,972,1003,761.8,,
0.9527589716017246,984000,12299,0.30472156405448914,12300,0.014067045412957668,-1.5381946563720703,618.2,0.0007,972,1011,725.0,,
0.9355141893029213,992000,12399,0.21189795434474945,12400,-0.3296091556549072,-1.8080028295516968,640.92,0.0007,972,1019,752.7,,
0.9794262368232012,1000000,12499,0.1727195829153061,12500,0.0119171142578125,-1.768593430519104,629.56,0.0007,973,1027,740.9,,
0.25695353746414185,1008000,12599,2.3941845893859863,12600,-1.0373756885528564,-1.8353502750396729,630.8,0.0007,973,1035,743.5,,
0.928777277469635,1016000,12699,0.20029568672180176,12700,-0.06774894893169403,-1.8758394718170166,644.32,0.0007,973,1043,781.0,,
0.7187779545783997,1024000,12799,1.544072151184082,12800,-0.3648083209991455,-1.5635961294174194,663.42,0.0007,973,1051,788.6,,
0.7057774662971497,1032000,12899,4.2460737228393555,12900,-0.628363311290741,-1.6188957691192627,662.84,0.0007,973,1059,812.5,,
0.8434931486845016,1040000,12999,1.8764950037002563,13000,0.2949853837490082,-1.4345906972885132,659.66,0.0007,973,1067,796.5,,
0.6349858343601227,1048000,13099,1.5766035318374634,13100,-0.39630043506622314,-1.6415284872055054,661.26,0.0007,974,1075,791.1,,
0.669026643037796,1056000,13199,0.8792610168457031,13200,0.023425890132784843,-1.6599549055099487,646.54,0.0007,974,1083,767.2,,
0.9321532920002937,1064000,13299,0.18565301597118378,13300,0.2167835682630539,-1.8514374494552612,651.06,0.0007,974,1091,797.6,,
0.8027908951044083,1072000,13399,1.3583109378814697,13400,-0.003922551870346069,-1.5523773431777954,641.94,0.0007,974,1100,768.9,,
0.8762048110365868,1080000,13499,0.318219393491745,13500,0.3940475881099701,-1.7378885746002197,622.16,0.0007,974,1108,728.7,,
0.7989852428436279,1088000,13599,0.4698813557624817,13600,0.46300673484802246,-1.7831171751022339,626.92,0.0007,974,1116,724.8,,
0.9869611049070954,1096000,13699,0.2698463499546051,13700,-0.07232701778411865,-1.2898399829864502,620.74,0.0007,974,1124,704.4,,
0.9620396867394447,1104000,13799,0.2023175209760666,13800,-0.1631137877702713,-1.6190837621688843,616.66,0.0007,974,1132,710.2,,
0.9788984879851341,1112000,13899,0.25079408288002014,13900,-0.10937352478504181,-1.5415505170822144,638.58,0.0007,974,1140,763.9,,
0.6551317572593689,1120000,13999,3.455512285232544,,0.8358389139175415,-1.76349675655365,,0.0007,,,,954.0,646.2
,1120000,,,14000,,,634.26,,970,1153,748.0,,
0.8945327922701836,1128000,14099,0.3232809603214264,14100,0.19839851558208466,-1.4370143413543701,620.56,0.0007,970,1161,689.9,,
0.5654209554195404,1136000,14199,1.1348813772201538,14200,0.48222237825393677,-1.58594810962677,639.4,0.0007,970,1170,724.2,,
0.9867509119212627,1144000,14299,0.13327790796756744,14300,-0.11986912786960602,-1.2884310483932495,658.16,0.0007,970,1178,765.9,,
0.8622463941574097,1152000,14399,0.190613254904747,14400,0.040646471083164215,-1.8885105848312378,669.46,0.0007,971,1186,811.4,,
0.9733079448342323,1160000,14499,0.22698672115802765,14500,-0.19761069118976593,-1.2748712301254272,669.68,0.0007,971,1194,814.1,,
0.8891419023275375,1168000,14599,0.6406639814376831,14600,0.03980623558163643,-1.4872236251831055,662.24,0.0007,971,1202,797.4,,
0.9710634518414736,1176000,14699,0.15374284982681274,14700,-0.08074340969324112,-1.5826257467269897,643.72,0.0007,971,1210,776.2,,
0.9667976461350918,1184000,14799,0.4478663504123688,14800,0.5012677311897278,-1.472512125968933,652.12,0.0007,971,1218,813.5,,
0.233165442943573,1192000,14899,6.380720138549805,14900,-0.821776807308197,-1.6245561838150024,658.02,0.0007,971,1226,851.9,,
0.7827975302934647,1200000,14999,4.940152645111084,15000,0.9486152529716492,-1.6775312423706055,674.52,0.0007,972,1234,914.2,,
0.9814217537641525,1208000,15099,0.28433847427368164,15100,0.02420569770038128,-1.7169973850250244,658.5,0.0007,972,1242,895.7,,
0.9638577476143837,1216000,15199,0.3348829448223114,15200,0.1975281983613968,-1.7042378187179565,659.52,0.0007,972,1250,904.9,,
0.9394628889858723,1224000,15299,0.1890428066253662,15300,0.13769491016864777,-1.4199928045272827,665.84,0.0007,972,1258,905.0,,
0.9493428319692612,1232000,15399,0.2412051260471344,15400,0.018070563673973083,-1.5647311210632324,680.18,0.0007,972,1266,929.5,,
0.8995997235178947,1240000,15499,0.27414894104003906,15500,0.33695000410079956,-1.7072288990020752,680.54,0.0007,972,1274,928.5,,
0.9348789900541306,1248000,15599,0.3249801993370056,15600,0.3524971902370453,-1.483798623085022,679.4,0.0007,973,1282,911.5,,
0.4248163104057312,1256000,15699,5.906978130340576,15700,-0.3681928515434265,-1.1687233448028564,690.04,0.0007,973,1290,900.4,,
0.9621106572449207,1264000,15799,0.3191114664077759,15800,0.03495018556714058,-1.7256678342819214,676.64,0.0007,973,1298,847.1,,
0.9588140696287155,1272000,15899,0.29149681329727173,15900,0.221244677901268,-1.4364981651306152,684.08,0.0007,973,1306,858.2,,
0.8333088606595993,1280000,15999,0.11689510196447372,,0.1722313016653061,-2.0151736736297607,,0.0007,,,,512.0,598.2
,1280000,,,16000,,,676.88,,969,1319,820.1,,
0.9507206752896309,1288000,16099,0.3392959535121918,16100,-0.16825206577777863,-1.27676522731781,673.06,0.0007,969,1328,810.7,,
0.938265822827816,1296000,16199,0.37008294463157654,16200,0.14019501209259033,-1.121258020401001,663.4,0.0007,969,1336,798.4,,
0.8331829905509949,1304000,16299,2.320374011993408,16300,-0.16454589366912842,-1.417092204093933,662.68,0.0007,970,1344,814.2,,
0.7758323550224304,1312000,16399,1.136972427368164,16400,-0.2835580110549927,-1.4568947553634644,660.76,0.0007,970,1352,830.2,,
0.9545497559010983,1320000,16499,0.23312078416347504,16500,0.23513272404670715,-1.7091476917266846,655.14,0.0007,970,1360,844.9,,
0.35540521144866943,1328000,16599,6.732434272766113,16600,-0.994061291217804,-1.528414249420166,668.52,0.0007,970,1368,881.7,,
0.973039424046874,1336000,16699,0.13507428765296936,16700,-0.09748729318380356,-1.847441554069519,659.7,0.0007,970,1376,875.7,,
0.8384200185537338,1344000,16799,1.1956881284713745,16800,0.5486127734184265,-1.447286605834961,650.42,0.0007,970,1384,864.6,,
0.8226401060819626,1352000,16899,3.2210471630096436,16900,-0.30484387278556824,-1.3877819776535034,666.22,0.0007,970,1392,881.8,,
0.6067925095558167,1360000,16999,2.865218162536621,17000,0.24806340038776398,-1.7483367919921875,663.42,0.0007,971,1400,865.0,,
0.8943416401743889,1368000,17099,0.16119806468486786,17100,-0.1091938391327858,-1.7521724700927734,666.24,0.0007,971,1408,845.6,,
0.9452696740627289,1376000,17199,0.37681177258491516,17200,-0.0570480041205883,-1.145822525024414,670.64,0.0007,971,1416,848.2,,
0.9747309684753418,1384000,17299,0.27395057678222656,17300,-0.08838409185409546,-1.398868203163147,656.66,0.0007,971,1424,796.6,,
0.8211013525724411,1392000,17399,1.849338173866272,17400,0.07440250366926193,-1.6029726266860962,637.78,0.0007,971,1432,736.3,,
0.7879763245582581,1400000,17499,0.9831802248954773,17500,0.006153431721031666,-1.6037276983261108,646.1,0.0007,971,1441,731.4,,
0.9634994678199291,1408000,17599,0.26467975974082947,17600,0.25191089510917664,-1.5320460796356201,664.62,0.0007,971,1449,738.9,,
0.9725556969642639,1416000,17699,0.4269728362560272,17700,0.2480514496564865,-1.5771725177764893,651.8,0.0007,971,1457,704.7,,
0.7627077400684357,1424000,17799,2.540133237838745,17800,-0.42888185381889343,-1.3556829690933228,669.72,0.0007,971,1465,732.9,,
0.8863977566361427,1432000,17899,0.4330911636352539,17900,0.32814228534698486,-1.5955795049667358,667.52,0.0007,971,1473,748.3,,
0.7817187309265137,1440000,17999,0.38493937253952026,,0.09749110043048859,-1.8460028171539307,,0.0007,,,,920.0,683.0
,1440000,,,18000,,,667.54,,968,1486,725.7,,
0.9674274697899818,1448000,18099,0.2661425769329071,18100,-0.09624918550252914,-1.152691125869751,666.68,0.0007,968,1495,703.3,,
0.402294397354126,1456000,18199,5.777719974517822,18200,-1.2504099607467651,-1.6116551160812378,676.6,0.0007,968,1503,725.0,,
0.9844875717535615,1464000,18299,0.1666448563337326,18300,-0.3044874668121338,-1.680545449256897,665.18,0.0007,968,1511,718.9,,
0.9032461419701576,1472000,18399,1.6073483228683472,18400,-0.5152118802070618,-1.6366995573043823,656.84,0.0007,968,1519,718.8,,
0.9147403463721275,1480000,18499,0.5469231009483337,18500,0.04076940938830376,-1.1623331308364868,657.34,0.0007,969,1527,742.0,,
0.98323012329638,1488000,18599,0.4813905656337738,18600,-0.00017963051504921168,-1.380043625831604,648.42,0.0007,969,1535,726.7,,
0.9799322206526995,1496000,18699,0.37690064311027527,18700,-0.16524635255336761,-1.3561152219772339,642.8,0.0007,969,1543,742.9,,
0.8984625041484833,1504000,18799,0.8176496624946594,18800,0.5376715660095215,-1.843762993812561,635.74,0.0007,969,1551,751.0,,
0.7976360023021698,1512000,18899,2.662538766860962,18900,0.3002701699733734,-1.4052069187164307,646.0,0.0007,969,1559,796.8,,
0.8877179697155952,1520000,18999,0.29279252886772156,19000,9.640455391490832e-05,-1.6821510791778564,640.2,0.0007,969,1567,787.9,,
0.9805674627423286,1528000,19099,0.26217517256736755,19100,0.12522514164447784,-1.6437578201293945,636.34,0.0007,969,1575,787.6,,
0.8864172324538231,1536000,19199,0.2758747637271881,19200,0.11124935001134872,-1.6872777938842773,643.48,0.0007,969,1583,818.1,,
0.9750465601682663,1544000,19299,0.31899580359458923,19300,0.04315723106265068,-1.5357972383499146,648.04,0.0007,970,1591,832.1,,
0.9824681226164103,1552000,19399,0.1732468605041504,19400,-0.17505528032779694,-1.645423173904419,649.26,0.0007,970,1599,827.2,,
0.860825389623642,1560000,19499,2.0580251216888428,19500,-0.4712773859500885,-1.6545631885528564,660.68,0.0007,970,1607,821.8,,
0.9913077568635345,1568000,19599,0.2989963889122009,19600,-0.03613883629441261,-1.3742338418960571,673.62,0.0007,970,1615,838.4,,
0.9804691150784492,1576000,19699,0.26347753405570984,19700,-0.07455817610025406,-1.2125961780548096,668.68,0.0007,970,1623,810.9,,
0.9465101659297943,1584000,19799,0.2773149311542511,19800,-0.09251614660024643,-1.6061395406723022,670.88,0.0007,970,1632,829.0,,
0.7823208719491959,1592000,19899,4.235572814941406,19900,0.5799242854118347,-1.6524101495742798,679.68,0.0007,970,1639,846.9,,
0.8461494594812393,1600000,19999,1.9336471557617188,,0.7004796266555786,-1.6741554737091064,,0.0007,,,,654.0,631.4
,1600000,,,20000,,,676.74,,968,1652,851.7,,
0.9535795785486698,1608000,20099,0.650719165802002,20100,0.29045888781547546,-1.512170672416687,673.64,0.0007,968,1660,809.5,,
0.9081058949232101,1616000,20199,1.3166313171386719,20200,0.08806739747524261,-1.6474441289901733,679.66,0.0007,968,1668,825.5,,
0.9253933876752853,1624000,20299,0.7359291911125183,20300,0.3007863759994507,-1.3365330696105957,680.08,0.0007,968,1676,850.0,,
0.9652789793908596,1632000,20399,0.18926791846752167,20400,-0.052491214126348495,-1.601601004600525,675.46,0.0007,968,1684,840.3,,
0.8223687261343002,1640000,20499,2.3332767486572266,20500,-0.703457772731781,-1.5839422941207886,673.18,0.0007,968,1692,841.0,,
