Model,Steps,BestMeanReward,ClockTime
a2c,160000,572.0,2023-04-25 20:12:46.912296
a2c,1120000,954.0,2023-04-25 20:29:17.874040
a2c,2880000,970.0,2023-04-25 20:59:54.146626
a2c,3200000,988.0,2023-04-25 21:05:36.205133
a2c,4000000,1000.0,2023-04-25 21:19:33.307295
a2c,4160000,1342.0,2023-04-25 21:22:22.618928
a2c,4640000,1344.0,2023-04-25 21:30:50.029389
a2c,8160000,1762.0,2023-04-25 22:32:59.516255
