time/fps,rollout/exploration_rate,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/learning_rate,train/loss
671,0.01,5188596,53384,7723,446.43,39.35,,,318037,0.0001,0.026150397956371307
671,0.01,5189112,53388,7724,445.68,39.28,,,318069,0.0001,0.02320820838212967
671,0.01,5189400,53392,7725,445.38,39.26,,,318087,0.0001,0.0845218375325203
671,0.01,5189800,53396,7725,445.21,39.22,,,318112,0.0001,0.034075502306222916
671,0.01,5190324,53400,7726,444.73,39.12,,,318145,0.0001,0.032212067395448685
671,0.01,5190620,53404,7726,444.9,39.11,,,318163,0.0001,0.1343766301870346
671,0.01,5191032,53408,7727,444.9,39.11,,,318189,0.0001,0.07525797188282013
671,0.01,5191352,53412,7727,444.63,39.27,,,318209,0.0001,0.02545090578496456
671,0.01,5191936,53416,7728,444.63,39.27,,,318245,0.0001,0.053772956132888794
671,0.01,5192408,53420,7729,444.38,39.23,,,318275,0.0001,0.022946655750274658
671,0.01,5192748,53424,7729,443.68,39.41,,,318296,0.0001,0.022187255322933197
671,0.01,5193288,53428,7730,444.55,39.52,,,318330,0.0001,0.023011842742562294
671,0.01,5193980,53432,7731,444.81,39.65,,,318373,0.0001,0.11640062928199768
671,0.01,5194224,53436,7731,447.42,39.62,,,318388,0.0001,0.04752308875322342
671,0.01,5194812,53440,7732,448.24,39.61,,,318425,0.0001,0.02497650682926178
671,0.01,5195332,53444,7733,449.34,39.6,,,318458,0.0001,0.013231586664915085
671,0.01,5196380,53448,7734,450.24,39.57,,,318523,0.0001,0.02374977618455887
671,0.01,5196792,53452,7735,450.24,39.57,,,318549,0.0001,0.008371043018996716
671,0.01,5197472,53456,7736,452.68,39.83,,,318591,0.0001,0.01960960403084755
671,0.01,5198124,53460,7737,452.68,39.83,,,318632,0.0001,0.0197141170501709
671,0.01,5198668,53464,7737,455.7,39.84,,,318666,0.0001,0.10972201824188232
671,0.01,5199312,53468,7738,457.89,39.93,,,318706,0.0001,0.029318688437342644
