time/iterations,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/learning_rate,train/clip_range,train/n_updates,train/entropy_loss,train/clip_fraction,train/explained_variance,train/loss,train/value_loss,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
956,256,7831552,957.39,84.83,30557,0.13234723,0.0003,0.2,9550,-0.5091731901280582,0.27484130859375,0.7912788689136505,0.20465794205665588,1.145076764759142,-0.01498240998480469,,
957,256,7839744,946.15,88.65,30587,0.15114692,0.0003,0.2,9560,-0.4884996574604884,0.2774658203125,0.8200086802244186,0.45855921506881714,0.9288377733202651,-0.015866487159655662,,
,,7840000,,,,0.10521153,0.0003,0.2,9570,-0.4317910833051428,0.23328857421875,0.8552969098091125,0.3699692189693451,0.9088532557361759,-0.014539435442202375,99.0,937.8
958,256,7847936,936.89,94.8,30621,,,,,,,,,,,,
959,256,7856128,918.58,100.55,30651,0.12185237,0.0003,0.2,9580,-0.4574314130702987,0.244384765625,0.8696021735668182,0.14566299319267273,0.8532520832959563,-0.017119472000922543,,
960,256,7864320,894.97,102.25,30682,0.103758775,0.0003,0.2,9590,-0.46050005916040393,0.24163818359375,0.895566888153553,0.28926730155944824,0.8555461989250034,-0.015439046176470583,,
961,256,7872512,889.74,101.87,30712,0.10554838,0.0003,0.2,9600,-0.48872323432005943,0.25406494140625,0.8291869312524796,0.251793771982193,1.1591779583133757,-0.01362673909534351,,
,,7880000,,,,0.13173586,0.0003,0.2,9610,-0.48782769893296063,0.26429443359375,0.8893013074994087,0.199224054813385,0.720293033355847,-0.016810798995720688,111.0,866.6
962,256,7880704,922.88,101.73,30747,,,,,,,,,,,,
963,256,7888896,941.37,107.46,30777,0.13059986,0.0003,0.2,9620,-0.49967831776011734,0.26220703125,0.8594034016132355,0.3002654016017914,1.068436414108146,-0.01616133841125702,,
964,256,7897088,976.96,106.61,30808,0.11916968,0.0003,0.2,9630,-0.4597017670283094,0.2409423828125,0.8843356445431709,0.3479653298854828,0.9327127500320784,-0.012601819932751824,,
965,256,7905280,955.93,104.81,30838,0.1430985,0.0003,0.2,9640,-0.47009847071021793,0.26331787109375,0.8036665767431259,0.41677868366241455,1.3446459998376667,-0.011531187651416985,,
966,256,7913472,958.39,109.79,30869,0.13112873,0.0003,0.2,9650,-0.4859229672467336,0.25108642578125,0.8259397000074387,0.34692859649658203,1.3348202906781808,-0.013043298385309755,,
,,7920000,,,,0.11861816,0.0003,0.2,9660,-0.46445071338675914,0.23909912109375,0.8869297876954079,0.5183648467063904,0.9020978223299607,-0.008829561633683624,147.0,1051.8
967,256,7921664,912.68,107.25,30904,,,,,,,,,,,,
968,256,7929856,927.57,109.56,30936,0.11761354,0.0003,0.2,9670,-0.5024179350119085,0.2437255859375,0.8063188344240189,0.28537583351135254,1.9888498223619535,-0.010783493505732622,,
969,256,7938048,932.56,106.65,30967,0.10336535,0.0003,0.2,9680,-0.4834203315898776,0.23753662109375,0.8966545984148979,0.14823363721370697,0.9967385583673604,-0.014754680555779488,,
970,256,7946240,926.82,100.19,30999,0.13814768,0.0003,0.2,9690,-0.4647834870498627,0.24041748046875,0.8777576982975006,0.5094501972198486,1.2009642147691921,-0.01177368796124938,,
971,256,7954432,932.22,92.19,31032,0.16867483,0.0003,0.2,9700,-0.4921746536390856,0.26199951171875,0.8329298496246338,0.4187792241573334,1.1657818881096318,-0.014880524916225112,,
,,7960000,,,,0.13718507,0.0003,0.2,9710,-0.49293206445872784,0.267724609375,0.8326019048690796,0.17087779939174652,1.4334371633129195,-0.01284058845922118,124.0,1093.4
972,256,7962624,948.29,91.9,31070,,,,,,,,,,,,
973,256,7970816,1000.69,93.53,31101,0.1183767,0.0003,0.2,9720,-0.4715654326835647,0.25413818359375,0.8578749299049377,0.687414288520813,1.3113943683449178,-0.010660125843423884,,
974,256,7979008,963.52,87.86,31132,0.115125746,0.0003,0.2,9730,-0.47119732985738666,0.26976318359375,0.877190388739109,0.2078382521867752,0.9710290177143179,-0.015221504920191364,,
975,256,7987200,974.54,86.85,31165,0.14081338,0.0003,0.2,9740,-0.4987939207581803,0.2693115234375,0.8635510206222534,0.38909196853637695,0.8792247226578184,-0.015605794751900248,,
976,256,7995392,982.03,85.22,31198,0.12110144,0.0003,0.2,9750,-0.48198647077661005,0.28026123046875,0.8754106089472771,0.2654602527618408,0.8184339086699766,-0.017280702132848092,,
,,8000000,,,,0.12472397,0.0003,0.2,9760,-0.47114294359926134,0.27178955078125,0.877368375658989,0.33516788482666016,1.1117467904114164,-0.015271313419361832,103.4,946.4
977,256,8003584,1041.67,91.56,31233,,,,,,,,,,,,
978,256,8011776,1031.55,93.52,31266,0.11849192,0.0003,0.2,9770,-0.49345956176985056,0.282421875,0.9254511147737503,0.1347479224205017,0.6982906948891469,-0.016405068042877245,,
979,256,8019968,982.96,92.93,31297,0.11378662,0.0003,0.2,9780,-0.47422004356049,0.27197265625,0.9374315366148949,0.2050119787454605,0.5245961751206778,-0.02261294253039523,,
980,256,8028160,976.37,92.56,31329,0.12217546,0.0003,0.2,9790,-0.4570604863576591,0.2618896484375,0.8299474269151688,0.6498812437057495,1.2096886462299152,-0.011593736509530573,,
981,256,8036352,937.85,85.99,31362,0.12748161,0.0003,0.2,9800,-0.4616289544850588,0.27686767578125,0.8787350505590439,0.1940249353647232,1.0725839010206983,-0.01268484896827431,,
,,8040000,,,,0.10295065,0.0003,0.2,9810,-0.47649457678198814,0.25892333984375,0.8423495441675186,0.3095053434371948,1.278878650465049,-0.014343922881016625,48.2,752.0
982,256,8044544,981.48,91.34,31396,,,,,,,,,,,,
983,256,8052736,935.12,92.44,31430,0.13906533,0.0003,0.2,9820,-0.47411516441497953,0.273828125,0.9008287265896797,0.0841374322772026,0.8034441173658706,-0.017514486126674455,,
984,256,8060928,926.33,91.37,31461,0.17883068,0.0003,0.2,9830,-0.4560975946485996,0.27620849609375,0.8948807045817375,0.23323534429073334,0.8647207597154193,-0.018936837611181544,,
985,256,8069120,878.07,89.27,31492,0.1423096,0.0003,0.2,9840,-0.45893295626156033,0.26922607421875,0.9014535918831825,0.07545438408851624,0.8089221322676167,-0.015656171829323284,,
986,256,8077312,905.18,96.25,31523,0.113227576,0.0003,0.2,9850,-0.4484665105585009,0.2591064453125,0.866143986582756,1.0259177684783936,1.2915745448553935,-0.006801452387298923,,
,,8080000,,,,0.13091746,0.0003,0.2,9860,-0.46334295966662464,0.26884765625,0.859492763876915,0.7506601810455322,1.351395659102127,-0.012576615245779976,80.4,884.8
987,256,8085504,924.66,98.5,31558,,,,,,,,,,,,
988,256,8093696,927.62,98.43,31589,0.11579187,0.0003,0.2,9870,-0.44145658826455475,0.2482177734375,0.9128955528140068,0.5689475536346436,0.8183301577111706,-0.014129843614500714,,
989,256,8101888,938.8,95.03,31620,0.11387026,0.0003,0.2,9880,-0.4324342648265883,0.24119873046875,0.9178319051861763,0.0753660649061203,0.6877743667573668,-0.0167260174130206,,
990,256,8110080,924.76,93.87,31650,0.11961363,0.0003,0.2,9890,-0.4355326645774767,0.2430908203125,0.8891875371336937,0.5327214598655701,0.9436222204472869,-0.014204842049366562,,
991,256,8118272,919.7,97.2,31680,0.13288476,0.0003,0.2,9900,-0.4607984562870115,0.2708251953125,0.8960723355412483,0.22385138273239136,0.7820186880533584,-0.012439370475476608,,
,,8120000,,,,0.13263193,0.0003,0.2,9910,-0.4131370869698003,0.243994140625,0.9131413847208023,0.20207494497299194,0.7897724631940946,-0.016135920000306215,126.6,1058.8
992,256,8126464,921.53,99.11,31715,,,,,,,,,,,,
993,256,8134656,936.17,103.19,31747,0.11282039,0.0003,0.2,9920,-0.435109233437106,0.2495849609375,0.9002513736486435,0.8344035148620605,1.0267601534025743,-0.01494436095817946,,
994,256,8142848,944.96,105.11,31778,0.14527355,0.0003,0.2,9930,-0.4216137926327065,0.2628173828125,0.9378161877393723,0.07751103490591049,0.519840009289328,-0.020017169502898467,,
995,256,8151040,952.06,111.66,31810,0.11261615,0.0003,0.2,9940,-0.42504940793151036,0.243896484375,0.9295246824622154,0.13414430618286133,0.6745223923935555,-0.017176196495711338,,
996,256,8159232,946.46,107.72,31843,0.12019455,0.0003,0.2,9950,-0.43644837292376903,0.2572998046875,0.9187697395682335,0.2727430462837219,0.7679250219487586,-0.014783043743227609,,
,,8160000,,,,0.11790123,0.0003,0.2,9960,-0.43156747189350425,0.2490234375,0.8772268742322922,0.5457236766815186,1.2018117610597983,-0.013422187192190904,106.4,1053.8
997,256,8167424,925.53,104.28,31876,,,,,,,,,,,,
998,256,8175616,941.65,106.08,31909,0.122864045,0.0003,0.2,9970,-0.4361416799714789,0.2533203125,0.8702810108661652,0.2412133663892746,1.2891816723160445,-0.016786122063422226,,
999,256,8183808,959.03,111.52,31940,0.12716173,0.0003,0.2,9980,-0.42791567454114554,0.26414794921875,0.8722150772809982,0.41563278436660767,1.0035655392683112,-0.017902457452873933,,
1000,256,8192000,1001.73,120.61,31971,0.18030837,0.0003,0.2,9990,-0.39697224653791635,0.2448486328125,0.8923288509249687,0.22247298061847687,0.7487966205459088,-0.013368967244241503,,
,,8200000,,,,0.14977303,0.0003,0.2,10000,-0.39345067339017986,0.24140625,0.906066820025444,0.42914438247680664,0.8612930285162292,-0.012082917560110217,139.2,982.8
1001,256,8200192,963.28,123.88,32004,,,,,,,,,,,,
1002,256,8208384,962.13,119.81,32034,0.13933414,0.0003,0.2,10010,-0.3871191990794614,0.2356201171875,0.8747157603502274,1.2716126441955566,1.4370728712761776,-0.01183388843674038,,
1003,256,8216576,966.38,118.86,32066,0.1378955,0.0003,0.2,10020,-0.37861971914535386,0.21246337890625,0.9187524169683456,0.12448769062757492,0.7535751734860241,-0.013413531016703928,,
1004,256,8224768,977.74,106.62,32099,0.14566171,0.0003,0.2,10030,-0.39100675454828887,0.2479736328125,0.8627431392669678,0.20187975466251373,1.3804388996213675,-0.010296840772934957,,
1005,256,8232960,984.67,101.3,32131,0.1205495,0.0003,0.2,10040,-0.4262832019710913,0.25743408203125,0.8692704439163208,0.36568310856819153,0.9169853624538519,-0.013656339698718512,,
,,8240000,,,,0.17053914,0.0003,0.2,10050,-0.38341153801884503,0.23857421875,0.8605953752994537,0.3124924302101135,0.8983917433070019,-0.01146692378242733,107.0,1218.8
1006,256,8241152,924.59,88.78,32167,,,,,,,,,,,,
1007,256,8249344,917.08,91.78,32198,0.116846874,0.0003,0.2,10060,-0.3936647757422179,0.2294677734375,0.8188095986843109,0.4908269941806793,1.313677270640619,-0.011803819876513444,,
1008,256,8257536,906.75,90.75,32229,0.14995652,0.0003,0.2,10070,-0.41046831985004245,0.2567138671875,0.891855038702488,0.1720121055841446,0.5836661504581571,-0.013237940514591174,,
1009,256,8265728,934.89,96.89,32260,0.13632037,0.0003,0.2,10080,-0.42976460258942095,0.25927734375,0.8993834555149078,0.09410951286554337,0.7908599165501073,-0.017824493641091975,,
1010,256,8273920,918.76,92.98,32291,0.1266273,0.0003,0.2,10090,-0.41925862480420617,0.2601318359375,0.859351173043251,0.5861840844154358,1.2358992126304655,-0.011939139225069085,,
,,8280000,,,,0.12654397,0.0003,0.2,10100,-0.4393086257157847,0.25675048828125,0.851486325263977,0.8448972702026367,1.1918848657282068,-0.01028927744118846,98.2,1019.4
1011,256,8282112,909.48,89.23,32325,,,,,,,,,,,,
1012,256,8290304,900.79,84.6,32356,0.12823942,0.0003,0.2,10110,-0.46273919006343933,0.2658447265625,0.8503715693950653,0.11784254014492035,1.1831792162032797,-0.015257013736118097,,
1013,256,8298496,896.28,86.34,32387,0.11322519,0.0003,0.2,10120,-0.4474684921093285,0.26151123046875,0.8621000051498413,0.7167301774024963,1.0425667181261815,-0.014992780998727539,,
1014,256,8306688,910.87,91.39,32419,0.14559644,0.0003,0.2,10130,-0.43814416327513755,0.25877685546875,0.8922951817512512,0.03701113909482956,0.8282964178710245,-0.015691518029780128,,
1015,256,8314880,945.59,94.25,32451,0.12910855,0.0003,0.2,10140,-0.44620223429519684,0.2634033203125,0.8492573350667953,0.16687676310539246,1.1507177828345447,-0.0175507765605289,,
,,8320000,,,,0.11085215,0.0003,0.2,10150,-0.42774383020587264,0.24693603515625,0.8614722937345505,0.6852954030036926,1.0711944405804388,-0.01654445971289533,116.6,995.2
1016,256,8323072,947.16,93.73,32485,,,,,,,,,,,,
1017,256,8331264,933.15,100.37,32516,0.13595434,0.0003,0.2,10160,-0.45269257239997385,0.2561767578125,0.8039529919624329,0.6394108533859253,1.5726926356786861,-0.013476998587429989,,
1018,256,8339456,912.16,109.91,32547,0.13443106,0.0003,0.2,10170,-0.4266689172480255,0.25281982421875,0.8241306841373444,0.2086748480796814,1.2654523796052672,-0.009192315873951884,,
1019,256,8347648,923.06,114.69,32578,0.11059088,0.0003,0.2,10180,-0.39471265400061384,0.22559814453125,0.86477330327034,0.9638918042182922,1.0309404766187071,-0.013755273164861137,,
1020,256,8355840,916.86,111.38,32608,0.1335412,0.0003,0.2,10190,-0.42334057348780335,0.2471435546875,0.8731783181428909,0.5473886132240295,1.1563320216024295,-0.014557140992110362,,
,,8360000,,,,0.13724485,0.0003,0.2,10200,-0.4190846124663949,0.25263671875,0.8450388014316559,0.5574648380279541,1.477681815228425,-0.011868780832082848,109.2,1085.0
1021,256,8364032,940.54,106.27,32641,,,,,,,,,,,,
1022,256,8372224,958.5,106.28,32672,0.15789746,0.0003,0.2,10210,-0.4253746263217181,0.26351318359375,0.8290390819311142,1.2901639938354492,1.579118620767258,-0.01216497755558521,,
1023,256,8380416,983.92,102.97,32702,0.13918537,0.0003,0.2,10220,-0.41189430369995533,0.2364013671875,0.8460417538881302,0.22730298340320587,1.3602455127751454,-0.011688915966442438,,
1024,256,8388608,1014.6,103.84,32733,0.19348599,0.0003,0.2,10230,-0.4081395527580753,0.25654296875,0.8181689083576202,0.32078781723976135,1.1753301432239822,-0.009176573931472375,,
1025,256,8396800,1059.99,100.38,32763,0.1612135,0.0003,0.2,10240,-0.39247874622233214,0.26201171875,0.7862785309553146,0.45910772681236267,1.6438115599798038,-0.0032421301355498146,,
,,8400000,,,,0.12361796,0.0003,0.2,10250,-0.39636410230305047,0.2486572265625,0.8570323437452316,0.16924862563610077,0.8584311567479744,-0.013056713076366577,116.8,1044.2
1026,256,8404992,1029.58,95.98,32796,,,,,,,,,,,,
1027,256,8413184,1016.67,99.14,32828,0.1214884,0.0003,0.2,10260,-0.4374262857250869,0.248486328125,0.853240430355072,0.7451786398887634,1.2567085841670633,-0.014507762155335512,,
1028,256,8421376,934.54,96.74,32859,0.13584912,0.0003,0.2,10270,-0.39479329318273815,0.2398193359375,0.8606171160936356,0.22443586587905884,0.9650089524686336,-0.014770707404386485,,
1029,256,8429568,965.23,99.15,32890,0.13452853,0.0003,0.2,10280,-0.4248715594410896,0.2350341796875,0.8350529074668884,0.28702422976493835,1.2325387210585177,-0.013228987717593555,,
1030,256,8437760,989.98,99.45,32921,0.15971217,0.0003,0.2,10290,-0.41294109330046924,0.25557861328125,0.8583407551050186,0.7278926372528076,1.0404181920108386,-0.01780312515620608,,
,,8440000,,,,0.12758362,0.0003,0.2,10300,-0.3756866602227092,0.234912109375,0.8652982413768768,0.18114258348941803,1.0447484811302274,-0.012374158666352742,127.8,1198.4
1031,256,8445952,1036.24,100.9,32956,,,,,,,,,,,,
1032,256,8454144,1045.85,101.8,32987,0.12692222,0.0003,0.2,10310,-0.41630855870898814,0.246923828125,0.8284938335418701,0.7720492482185364,1.2549657122348434,-0.014137860223127064,,
1033,256,8462336,1030.17,103.14,33018,0.12858853,0.0003,0.2,10320,-0.3984900951385498,0.24501953125,0.8678606301546097,0.22779184579849243,0.9761805253801867,-0.016806084093695974,,
1034,256,8470528,1022.4,102.38,33049,0.12563577,0.0003,0.2,10330,-0.39759763042675333,0.2343994140625,0.8970429971814156,0.13293536007404327,0.8968916891375557,-0.015153672700398602,,
1035,256,8478720,1018.23,101.21,33080,0.12558693,0.0003,0.2,10340,-0.408464989438653,0.24356689453125,0.8965787291526794,0.15239164233207703,0.8511526617687195,-0.016268123573536287,,
,,8480000,,,,0.13683541,0.0003,0.2,10350,-0.3878942276583984,0.23209228515625,0.8833342269062996,0.6097149848937988,0.8942639470566064,-0.014621254274243257,150.2,1026.8
1036,256,8486912,1024.73,100.59,33115,,,,,,,,,,,,
1037,256,8495104,1008.26,101.31,33146,0.11959723,0.0003,0.2,10360,-0.38842695008497685,0.255224609375,0.7930147498846054,0.2739683985710144,1.147429498436395,-0.014409567530674395,,
1038,256,8503296,1014.19,100.85,33177,0.13211775,0.0003,0.2,10370,-0.41634368621744217,0.25677490234375,0.8506049811840057,0.29018229246139526,0.8211143571068533,-0.0169668166032352,,
1039,256,8511488,1019.88,102.14,33208,0.13758662,0.0003,0.2,10380,-0.4198797012446448,0.23897705078125,0.8630004823207855,0.43059879541397095,1.0033006170764565,-0.014468917101476108,,
1040,256,8519680,1013.94,109.58,33239,0.13592441,0.0003,0.2,10390,-0.3971126931603067,0.23883056640625,0.8151963949203491,0.3738667666912079,1.1986066937679425,-0.015765302980071283,,
,,8520000,,,,0.1417984,0.0003,0.2,10400,-0.3908784571569413,0.2495361328125,0.8294299095869064,0.19290700554847717,1.0506495819659905,-0.01370401598760509,130.8,1176.0
1041,256,8527872,1003.71,115.29,33277,,,,,,,,,,,,
1042,256,8536064,1011.99,125.34,33309,0.1206197,0.0003,0.2,10410,-0.39263559648534285,0.23575439453125,0.8354820162057877,0.1690707802772522,1.0804865076206625,-0.011949579175779945,,
1043,256,8544256,1044.88,125.09,33339,0.14233504,0.0003,0.2,10420,-0.36764424650464206,0.2276611328125,0.8657206147909164,0.25579485297203064,0.8697922613588162,-0.010999450026429259,,
1044,256,8552448,1042.01,124.14,33370,0.13039932,0.0003,0.2,10430,-0.3668887365143746,0.22916259765625,0.8803859502077103,0.3752978444099426,0.9567681846092455,-0.010890840258798561,,
,,8560000,,,,0.139242,0.0003,0.2,10440,-0.3847400986473076,0.23170166015625,0.8842806369066238,0.2943519353866577,0.7984687064308673,-0.013690963321278105,92.2,1155.8
1045,256,8560640,986.53,103.01,33404,,,,,,,,,,,,
1046,256,8568832,925.03,82.88,33435,0.14224553,0.0003,0.2,10450,-0.41043130843900144,0.2472412109375,0.793951079249382,0.2774026691913605,1.4973262501880527,-0.011016413259858382,,
1047,256,8577024,936.24,74.92,33466,0.11412823,0.0003,0.2,10460,-0.44432829080615194,0.262353515625,0.7859706282615662,0.26285862922668457,1.2575805788394063,-0.012495932195452041,,
1048,256,8585216,962.53,80.7,33496,0.12076592,0.0003,0.2,10470,-0.3598104898352176,0.22664794921875,0.8391865789890289,0.15520402789115906,0.8392092833644711,-0.010699649158777903,,
1049,256,8593408,978.69,88.22,33527,0.11052718,0.0003,0.2,10480,-0.37216628741007296,0.22152099609375,0.8941339403390884,0.13223272562026978,0.7165998328127898,-0.017725612446884042,,
,,8600000,,,,0.12625703,0.0003,0.2,10490,-0.37598733972990883,0.23238525390625,0.894432008266449,0.1254999190568924,0.8335626546991989,-0.015906362563691802,107.0,1096.2
1050,256,8601600,974.63,92.61,33562,,,,,,,,,,,,
1051,256,8609792,981.48,94.29,33593,0.12866661,0.0003,0.2,10500,-0.3882294203271158,0.24273681640625,0.8865577057003975,0.1055116280913353,0.8063130627153441,-0.018356543095433154,,
1052,256,8617984,1005.52,96.81,33624,0.12948844,0.0003,0.2,10510,-0.3898482084739953,0.24276123046875,0.8349073380231857,0.43506672978401184,1.1777109568822197,-0.012586405975162052,,
1053,256,8626176,974.31,92.39,33656,0.123140946,0.0003,0.2,10520,-0.40927420486696064,0.24124755859375,0.8318038582801819,0.6036472320556641,1.2560002341633663,-0.013027076870639576,,
1054,256,8634368,968.51,91.99,33690,0.12404544,0.0003,0.2,10530,-0.3885433876886964,0.23441162109375,0.8457390367984772,0.4245530068874359,1.0350738950655796,-0.010020293709385442,,
,,8640000,,,,0.14275566,0.0003,0.2,10540,-0.37249517427990214,0.2343994140625,0.905760258436203,0.4726318418979645,0.5455299555847887,-0.014527283906500089,134.6,1242.0
1055,256,8642560,976.53,96.63,33724,,,,,,,,,,,,
1056,256,8650752,933.06,90.13,33755,0.14914657,0.0003,0.2,10550,-0.3473067562794313,0.22274169921875,0.9057143777608871,0.08408206701278687,0.6444641471258364,-0.015787537440337472,,
1057,256,8658944,864.34,74.58,33786,0.11739233,0.0003,0.2,10560,-0.43508403981104493,0.25955810546875,0.8150620758533478,0.376304030418396,1.2246734691550956,-0.016532936755538685,,
1058,256,8667136,886.07,74.91,33817,0.12399427,0.0003,0.2,10570,-0.4420519633917138,0.26025390625,0.7734600305557251,0.7575941681861877,1.4627207957673818,-0.013910196282085962,,
1059,256,8675328,959.19,83.79,33848,0.12293841,0.0003,0.2,10580,-0.41747953873127697,0.25308837890625,0.828125610947609,0.1548239290714264,1.2545984448282979,-0.017905920844350477,,
,,8680000,,,,0.14599423,0.0003,0.2,10590,-0.4004700125195086,0.2458740234375,0.8406750559806824,0.9167771935462952,0.9878575797425583,-0.013216311522410252,111.0,1066.2
1060,256,8683520,993.78,92.31,33882,,,,,,,,,,,,
1061,256,8691712,974.98,97.99,33913,0.12690556,0.0003,0.2,10600,-0.3985992301022634,0.24000244140625,0.8715140670537949,0.06326594948768616,1.1150970580638386,-0.01587789612385677,,
1062,256,8699904,963.32,111.18,33944,0.11843783,0.0003,0.2,10610,-0.3661517061293125,0.22296142578125,0.9081495255231857,0.16637256741523743,0.6839780857088045,-0.015525011776480824,,
1063,256,8708096,951.95,115.03,33974,0.11851819,0.0003,0.2,10620,-0.34154827751917766,0.21640625,0.9171044230461121,0.1523389220237732,0.715481296373764,-0.01344286293060577,,
1064,256,8716288,933.94,114.37,34005,0.113577604,0.0003,0.2,10630,-0.37513299151323737,0.2225341796875,0.9127317741513252,0.1494753360748291,0.8508327756891958,-0.013698604262754089,,
,,8720000,,,,0.11376564,0.0003,0.2,10640,-0.38938553354237226,0.238037109375,0.8808382004499435,1.4289898872375488,1.1345124704763294,-0.018862467021608608,63.0,896.8
1065,256,8724480,924.99,104.68,34038,,,,,,,,,,,,
1066,256,8732672,936.24,107.06,34070,0.14410771,0.0003,0.2,10650,-0.39496335220756007,0.244970703125,0.8530887514352798,0.8801634311676025,1.2880448736948893,-0.013213631440885365,,
1067,256,8740864,937.38,103.19,34102,0.107962735,0.0003,0.2,10660,-0.381024609983433,0.22576904296875,0.8654567152261734,0.21655796468257904,0.9884086386766284,-0.013817538544390117,,
1068,256,8749056,920.34,98.18,34133,0.1256505,0.0003,0.2,10670,-0.40702398599823936,0.24752197265625,0.8119447529315948,0.499772310256958,1.4168790626106784,-0.014548923839174676,,
1069,256,8757248,907.48,101.86,34165,0.14240764,0.0003,0.2,10680,-0.4033924465882592,0.25137939453125,0.8411595672369003,0.2983526587486267,1.0572344309766777,-0.01583276263809239,,
,,8760000,,,,0.12544298,0.0003,0.2,10690,-0.3904774741153233,0.23668212890625,0.8723625242710114,0.19200176000595093,0.9775059134932235,-0.015966359734011348,84.8,913.2
1070,256,8765440,951.07,110.28,34199,,,,,,,,,,,,
1071,256,8773632,998.7,119.2,34229,0.15028508,0.0003,0.2,10700,-0.39469793629832567,0.2501708984375,0.8882157504558563,0.14899834990501404,0.6909772878920194,-0.01451279486718704,,
1072,256,8781824,1011.8,118.99,34261,0.14037427,0.0003,0.2,10710,-0.3700759970000945,0.2220947265625,0.877669133245945,0.19282576441764832,0.8967956462991424,-0.012016260484233498,,
1073,256,8790016,1024.75,123.44,34293,0.11398916,0.0003,0.2,10720,-0.38464883583365006,0.23348388671875,0.861540749669075,0.35162705183029175,1.1812432193313724,-0.01440692739051883,,
1074,256,8798208,993.78,125.82,34323,0.1039573,0.0003,0.2,10730,-0.38922830554656684,0.22720947265625,0.8748583495616913,0.10671059787273407,0.9307761220843531,-0.004974031379970256,,
,,8800000,,,,0.1406904,0.0003,0.2,10740,-0.39572159964591264,0.24334716796875,0.8622970581054688,0.611432671546936,1.0431405659066513,-0.013664487068308518,121.4,979.2
1075,256,8806400,956.43,127.34,34359,,,,,,,,,,,,
1076,256,8814592,938.37,117.21,34390,0.12754294,0.0003,0.2,10750,-0.39020828291540965,0.2400634765625,0.8352663815021515,0.8287398815155029,1.444719143002294,-0.012260456290096044,,
1077,256,8822784,889.04,99.24,34423,0.13807386,0.0003,0.2,10760,-0.3906437267782167,0.23409423828125,0.8591460585594177,0.255293607711792,1.284893837175332,-0.01339182958836318,,
1078,256,8830976,908.37,93.97,34457,0.12306255,0.0003,0.2,10770,-0.4601037236629054,0.26763916015625,0.7602295875549316,1.0165941715240479,1.993555996986106,-0.009188969532988266,,
1079,256,8839168,924.03,90.74,34490,0.12754509,0.0003,0.2,10780,-0.4282758191693574,0.26015625,0.821174368262291,0.5362105369567871,1.2999446484725923,-0.01368158066397882,,
,,8840000,,,,0.11598258,0.0003,0.2,10790,-0.41649470548145473,0.22734375,0.8051313757896423,0.6528704166412354,1.8034961098339408,-0.009362058700207853,95.6,982.0
1080,256,8847360,931.44,90.48,34528,,,,,,,,,,,,
1081,256,8855552,884.73,85.17,34561,0.10994236,0.0003,0.2,10800,-0.45049716422799974,0.25216064453125,0.8411953449249268,0.2749127447605133,1.4806402386864648,-0.013619277906400384,,
1082,256,8863744,868.08,86.52,34595,0.14744206,0.0003,0.2,10810,-0.445302613847889,0.2513916015625,0.8195313364267349,1.313616394996643,1.440865570330061,-0.011278518218023236,,
1083,256,8871936,850.23,88.81,34626,0.12010181,0.0003,0.2,10820,-0.4186047484399751,0.24874267578125,0.7396001517772675,0.25703856348991394,1.376042278832756,-0.006801417373208096,,
,,8880000,,,,0.11405943,0.0003,0.2,10830,-0.4335701307514682,0.25001220703125,0.8437418043613434,0.873741090297699,1.2208566859713756,-0.011279529606326832,75.2,981.0
1084,256,8880128,859.72,88.52,34662,,,,,,,,,,,,
1085,256,8888320,874.74,89.21,34694,0.11978611,0.0003,0.2,10840,-0.42401225890498606,0.24208984375,0.8749714940786362,1.2092581987380981,1.0318050993373618,-0.01362289088065154,,
1086,256,8896512,896.83,92.36,34732,0.14948955,0.0003,0.2,10850,-0.4057474190951325,0.25185546875,0.9071550443768501,0.04622583091259003,0.5498825925285928,-0.015408846028003608,,
1087,256,8904704,927.96,90.91,34765,0.16902618,0.0003,0.2,10860,-0.4046339094522409,0.250244140625,0.8810937404632568,0.21271492540836334,1.0011915651964955,-0.013276524635148234,,
1088,256,8912896,927.15,82.88,34798,0.12786107,0.0003,0.2,10870,-0.40296467350563037,0.25067138671875,0.8598541468381882,0.5583372116088867,0.9935560286743567,-0.013210209141834638,,
,,8920000,,,,0.104753,0.0003,0.2,10880,-0.4288939947495237,0.26048583984375,0.8442735821008682,0.12269336730241776,1.1060278445947915,-0.01005535539916309,95.8,1033.0
1089,256,8921088,849.99,74.79,34833,,,,,,,,,,,,
1090,256,8929280,840.42,75.49,34866,0.13110647,0.0003,0.2,10890,-0.44516476048156617,0.26650390625,0.754145160317421,0.3530575931072235,1.8108100471552462,-0.010189769222051837,,
1091,256,8937472,838.92,84.88,34899,0.12859473,0.0003,0.2,10900,-0.3895131960627623,0.22484130859375,0.8443964272737503,0.47579628229141235,1.1739390761591495,-0.011668995185027597,,
1092,256,8945664,814.71,78.05,34930,0.17636535,0.0003,0.2,10910,-0.42705400972627106,0.24901123046875,0.8480831980705261,0.20189878344535828,1.200790196377784,-0.01191948311170563,,
1093,256,8953856,837.69,79.35,34962,0.098232254,0.0003,0.2,10920,-0.4538877575076185,0.24278564453125,0.8686387538909912,0.25438112020492554,0.9491130260401406,-0.014560271964728599,,
