time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/explained_variance,train/entropy_loss,train/clip_fraction,train/loss,rollout/ep_len_mean,train/approx_kl,train/policy_gradient_loss,train/n_updates,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/clip_range,eval/mean_ep_length,eval/mean_reward
69,502,35328,70,0.40477657318115234,-1.2052518725395203,0.048828125,0.394711971282959,234.9,0.0040510623,-0.0010700394632294774,272,12.72,1.1009432151913643,0.00025,0.1,,
70,503,35840,71,0.5122013092041016,-1.2034205943346024,0.02001953125,0.2876129150390625,235.11,0.0009642964,-0.0008395151817239821,276,12.78,0.5587066560983658,0.00025,0.1,,
71,503,36352,72,0.44408905506134033,-1.1699357777833939,0.03564453125,0.3903202414512634,235.51,0.00075529737,-0.00043871253728866577,280,12.86,0.8395878300070763,0.00025,0.1,,
72,503,36864,73,0.44192564487457275,-1.2420743256807327,0.0732421875,0.23260971903800964,235.18,0.0027102786,-0.000613357056863606,284,12.92,0.6147654950618744,0.00025,0.1,,
73,504,37376,74,0.46222347021102905,-1.2469738125801086,0.0185546875,0.19874314963817596,235.26,0.0010667468,-0.0005251074908301234,288,12.91,0.5469356290996075,0.00025,0.1,,
74,504,37888,75,0.4795762300491333,-1.2318184226751328,0.0,0.40208205580711365,236.12,0.00033233198,0.0006098109297454357,292,13.15,0.9025044217705727,0.00025,0.1,,
75,504,38400,76,0.40435153245925903,-1.243123933672905,0.0556640625,0.20237679779529572,236.41,0.0011409294,-0.003208235022611916,296,13.18,0.5742580145597458,0.00025,0.1,,
76,504,38912,77,0.3198468089103699,-1.1564984619617462,0.0634765625,0.5861649513244629,237.08,0.0037007183,-0.002408594125881791,300,13.35,1.2586045563220978,0.00025,0.1,,
77,504,39424,78,0.45771896839141846,-1.1526739299297333,0.1806640625,0.23472175002098083,237.11,0.005531791,-0.001973214908502996,304,13.31,0.4684377759695053,0.00025,0.1,,
78,504,39936,79,0.3234580159187317,-1.0896900296211243,0.08642578125,0.5313830375671387,237.89,0.0016428736,0.00024227832909673452,308,13.47,1.205266460776329,0.00025,0.1,,
,,40000,,0.3040204644203186,-1.1415609270334244,0.00048828125,0.3595641851425171,,0.0003133216,0.0003514902200549841,312,,0.86092109978199,0.00025,0.1,1467.8,6.6
79,431,40448,93,,,,,269.06,,,,13.31,,,,,
80,432,40960,94,0.3187183737754822,-1.1381566524505615,0.00439453125,0.409413605928421,269.18,0.00031203986,0.00029799004551023245,316,13.33,0.9297526180744171,0.00025,0.1,,
81,432,41472,95,0.3942797780036926,-1.1348260194063187,0.0576171875,0.3554188013076782,269.98,0.003499437,-0.0028380852891132236,320,13.44,0.8778406903147697,0.00025,0.1,,
82,433,41984,96,0.560137152671814,-1.1561006903648376,0.0517578125,0.2764990031719208,270.07,0.0017522926,-0.0010665464214980602,324,13.48,0.6715168729424477,0.00025,0.1,,
83,434,42496,97,0.3887024521827698,-1.1208463609218597,0.158203125,0.597313642501831,270.34,0.004505043,-0.0011962716234847903,328,13.54,1.388375923037529,0.00025,0.1,,
84,435,43008,98,0.32136499881744385,-1.2039912045001984,0.04248046875,0.5675033926963806,270.11,0.003715747,0.0001723866444081068,332,13.53,1.3919809609651566,0.00025,0.1,,
85,436,43520,99,0.43485790491104126,-1.2229475677013397,0.05224609375,0.4784660041332245,270.49,0.002670261,0.0026345785008743405,336,13.6,1.1957841962575912,0.00025,0.1,,
86,437,44032,100,0.05833888053894043,-1.2094188183546066,0.02587890625,0.49465882778167725,270.56,0.0025720461,0.0005917284870520234,340,13.61,1.2264840230345726,0.00025,0.1,,
87,438,44544,101,0.3906887173652649,-1.2176462262868881,0.0537109375,0.6044402718544006,270.73,0.0011594947,-0.002614289755001664,344,13.67,1.1290803626179695,0.00025,0.1,,
88,439,45056,102,0.3464406132698059,-1.1672065556049347,0.095703125,0.4743245244026184,270.68,0.0012126701,-0.0017249281518161297,348,13.74,1.029705710709095,0.00025,0.1,,
89,440,45568,103,0.5326425433158875,-1.213329404592514,0.0205078125,0.19468921422958374,271.19,0.001582614,0.0002274935832247138,352,13.79,0.41236965730786324,0.00025,0.1,,
90,440,46080,104,0.4020061492919922,-1.2194763273000717,0.03173828125,0.4085339903831482,271.74,0.0023956452,-0.0014125386951491237,356,13.89,0.7796109542250633,0.00025,0.1,,
91,441,46592,105,0.27456092834472656,-1.2387533634901047,0.017578125,0.5543515086174011,271.77,0.0004031408,0.0011050492757931352,360,13.89,1.2181934267282486,0.00025,0.1,,
92,442,47104,106,0.5448065400123596,-1.2524348050355911,0.02001953125,0.4281565845012665,271.99,0.00062851876,-0.0009764556307345629,364,14.06,0.7722085937857628,0.00025,0.1,,
93,442,47616,107,0.4908236265182495,-1.2905850112438202,0.0009765625,0.18062518537044525,271.99,0.0004625154,-1.9183382391929626e-05,368,14.06,0.4881838448345661,0.00025,0.1,,
94,442,48128,108,0.25475597381591797,-1.269586205482483,0.18701171875,0.41549578309059143,272.41,0.0053983466,-0.0052054524421691895,372,14.14,0.8704930618405342,0.00025,0.1,,
95,443,48640,109,0.6366518139839172,-1.2432661205530167,0.03955078125,0.1185222789645195,272.49,0.002316196,-0.001753775286488235,376,14.15,0.2770307529717684,0.00025,0.1,,
96,443,49152,110,0.3170269727706909,-1.1343934535980225,0.056640625,0.5325301885604858,272.26,0.0022710883,0.0032180306152440608,380,14.11,1.1657032817602158,0.00025,0.1,,
97,444,49664,111,0.5806303024291992,-1.2501391768455505,0.0205078125,0.11547566950321198,271.67,0.00094685727,-0.0016541966469958425,384,14.02,0.2802254669368267,0.00025,0.1,,
98,445,50176,112,0.49558311700820923,-1.19063138961792,0.0634765625,0.33796805143356323,271.8,0.0036394084,-0.0022187489084899426,388,14.07,0.7056838423013687,0.00025,0.1,,
99,445,50688,113,0.5794027745723724,-1.1614186614751816,0.05078125,0.27827754616737366,272.93,0.0014371368,-0.0017625532345846295,392,14.35,0.6897575333714485,0.00025,0.1,,
100,446,51200,114,0.5103241205215454,-1.154815450310707,0.0068359375,0.4056828022003174,272.93,0.0006611878,-0.0004885304369963706,396,14.35,0.9875576719641685,0.00025,0.1,,
101,447,51712,115,0.46748238801956177,-1.1743702292442322,0.09716796875,0.30926764011383057,272.86,0.0031404195,0.00010197353549301624,400,14.31,0.7763800621032715,0.00025,0.1,,
102,447,52224,116,0.5536997318267822,-1.1452912092208862,0.0146484375,0.22514307498931885,272.61,0.00042574957,-0.0005770517745986581,404,14.24,0.5711497291922569,0.00025,0.1,,
103,448,52736,117,0.6149401664733887,-1.1455417722463608,0.07958984375,0.1604830026626587,272.29,0.0038280673,-0.00024651712737977505,408,14.23,0.5198786742985249,0.00025,0.1,,
104,448,53248,118,0.5041902959346771,-1.1934284418821335,0.00732421875,0.190514475107193,272.15,0.0007913327,-4.05012397095561e-05,412,14.25,0.39721304178237915,0.00025,0.1,,
105,449,53760,119,0.540802001953125,-1.1550264358520508,0.00732421875,0.4101924002170563,271.88,0.0004219669,-0.001126071554608643,416,14.24,0.8588007688522339,0.00025,0.1,,
106,450,54272,120,0.45630723237991333,-1.1460060775279999,0.0283203125,0.33813929557800293,271.7,0.0003985396,-0.0005189237999729812,420,14.19,0.7795255333185196,0.00025,0.1,,
107,451,54784,121,0.6526261568069458,-1.1568782478570938,0.0087890625,0.2750760614871979,271.65,0.00033374992,-0.0010029592085629702,424,14.2,0.6079576686024666,0.00025,0.1,,
108,451,55296,122,0.48970144987106323,-1.184777855873108,0.0390625,0.2524469196796417,271.42,0.001025326,0.0013145252596586943,428,14.17,0.7299710288643837,0.00025,0.1,,
109,452,55808,123,0.6838987767696381,-1.1826117038726807,0.1201171875,0.13081908226013184,271.44,0.006250613,-0.002963221981190145,432,14.25,0.3317207135260105,0.00025,0.1,,
110,452,56320,124,0.21189731359481812,-1.1170852780342102,0.193359375,0.49427443742752075,272.2,0.00704872,-0.002680298639461398,436,14.33,1.1053932458162308,0.00025,0.1,,
111,453,56832,125,0.5948641002178192,-1.1643108874559402,0.0234375,0.2581513822078705,272.47,0.000811819,-0.0016494531882926822,440,14.43,0.583521768450737,0.00025,0.1,,
112,454,57344,126,0.4838060736656189,-1.1453205794095993,0.0341796875,0.44019705057144165,272.47,0.0024126773,-0.0009359840769320726,444,14.43,1.1571860387921333,0.00025,0.1,,
113,455,57856,127,0.2752615213394165,-1.1823465824127197,0.0048828125,0.4269798696041107,272.47,0.0004901072,0.0027575843269005418,448,14.41,0.9068853631615639,0.00025,0.1,,
114,455,58368,128,0.7587470412254333,-1.1648003607988358,0.15576171875,0.2302902191877365,272.15,0.00690207,-0.0028685914585366845,452,14.39,0.523356419056654,0.00025,0.1,,
115,456,58880,129,0.5677359402179718,-1.1098770648241043,0.0546875,0.39743345975875854,271.73,0.0031560939,-0.0011076160008087754,456,14.36,0.939381442964077,0.00025,0.1,,
116,457,59392,129,0.553384929895401,-1.1221781969070435,0.00927734375,0.2020004391670227,271.37,0.0005794646,-0.00011314114090055227,460,14.3,0.3771170377731323,0.00025,0.1,,
117,457,59904,130,0.4154132604598999,-1.0674805492162704,0.00732421875,0.5237725973129272,272.12,0.00018713507,-0.0002623610198497772,464,14.45,1.109920747578144,0.00025,0.1,,
118,458,60416,131,0.6864275932312012,-1.0475909262895584,0.08740234375,0.2442949265241623,271.7,0.004466475,-0.003595637739636004,468,14.39,0.5397422611713409,0.00025,0.1,,
119,458,60928,132,0.6396529674530029,-1.075303465127945,0.17138671875,0.37790820002555847,271.69,0.0063222656,-0.0029748284723609686,472,14.4,0.6185835003852844,0.00025,0.1,,
120,458,61440,133,0.5229923725128174,-1.099574714899063,0.013671875,0.4389593303203583,271.15,0.0009900838,-0.00030749134020879865,476,14.38,0.9488171637058258,0.00025,0.1,,
121,459,61952,134,0.6616580486297607,-1.12234927713871,0.07666015625,0.2791060209274292,270.99,0.0030075873,-0.00246318057179451,480,14.36,0.6930593922734261,0.00025,0.1,,
122,459,62464,135,0.6661491692066193,-1.1204011738300323,0.14697265625,0.2610718905925751,251.91,0.0036663702,-0.0024087869096547365,484,14.32,0.6232400834560394,0.00025,0.1,,
123,459,62976,136,0.543643981218338,-1.1405852437019348,0.00048828125,0.3665068447589874,237.93,0.00058365695,7.804133929312229e-05,488,14.27,0.6830544471740723,0.00025,0.1,,
124,460,63488,137,0.7640122920274734,-1.1062729358673096,0.08056640625,0.2399539202451706,237.93,0.004066607,-0.001945496303960681,492,14.27,0.5043463408946991,0.00025,0.1,,
125,460,64000,138,0.5233729779720306,-1.1338631063699722,0.00732421875,0.3243468701839447,237.96,0.0007900299,0.0020591269712895155,496,14.27,0.702260710299015,0.00025,0.1,,
126,461,64512,139,0.7737066745758057,-1.1420027911663055,0.00244140625,0.15223225951194763,237.96,0.0011962798,-0.0008952937787398696,500,14.27,0.3536251299083233,0.00025,0.1,,
127,461,65024,140,0.07399332523345947,-1.1465736627578735,0.0810546875,0.32506102323532104,238.06,0.004035061,-0.0002455791109241545,504,14.26,0.8438440710306168,0.00025,0.1,,
128,462,65536,141,0.6177578866481781,-1.1852829605340958,0.03076171875,0.06194065883755684,237.91,0.0029270495,0.0005665653152391315,508,14.2,0.14993337728083134,0.00025,0.1,,
129,462,66048,142,0.26151394844055176,-1.146617740392685,0.04931640625,0.5028966665267944,238.66,0.002757343,-0.0014450259041041136,512,14.31,1.0172914043068886,0.00025,0.1,,
130,462,66560,143,0.34338808059692383,-1.122278943657875,0.05810546875,0.1349104642868042,238.44,0.0035889558,-0.0012276326306164265,516,14.28,0.32673781737685204,0.00025,0.1,,
131,463,67072,144,0.5155680775642395,-1.073817789554596,0.4091796875,0.4107004702091217,238.44,0.008927941,-0.0020993625512346625,520,14.28,0.8628279343247414,0.00025,0.1,,
132,463,67584,145,0.28948700428009033,-1.069851741194725,0.03662109375,0.5097151398658752,239.1,0.0033666184,0.0034591949079185724,524,14.43,1.106983795762062,0.00025,0.1,,
133,464,68096,146,0.4475323557853699,-1.106046885251999,0.025390625,0.3021843135356903,239.1,0.0026753629,-0.0016211874317377806,528,14.43,0.7167173624038696,0.00025,0.1,,
134,464,68608,147,0.435613751411438,-1.0904797166585922,0.0087890625,0.30665117502212524,239.14,0.0019811308,-0.0014618290588259697,532,14.43,0.7237874493002892,0.00025,0.1,,
135,464,69120,148,0.6106226146221161,-1.1051141619682312,0.00732421875,0.1780429184436798,238.9,0.0007635738,1.974881161004305e-05,536,14.37,0.4686397463083267,0.00025,0.1,,
136,465,69632,149,0.4202917814254761,-1.1254797279834747,0.017578125,0.318020761013031,239.48,0.00066089665,0.00025688286405056715,540,14.35,0.7887986898422241,0.00025,0.1,,
137,465,70144,150,0.5503130555152893,-1.1163971722126007,0.04638671875,0.1565292477607727,239.27,0.0035543481,-0.0007385730277746916,544,14.27,0.3714192658662796,0.00025,0.1,,
138,465,70656,151,0.5888482928276062,-1.1043115705251694,0.02392578125,0.18607331812381744,239.48,0.00046499178,0.0012570027029141784,548,14.25,0.479098092764616,0.00025,0.1,,
139,466,71168,152,0.49824631214141846,-1.105150043964386,0.00830078125,0.12078530341386795,239.41,0.0023322613,-0.000827853218652308,552,14.19,0.3487391620874405,0.00025,0.1,,
140,466,71680,153,0.5400418341159821,-1.1425915956497192,0.126953125,0.1236029863357544,239.66,0.0035938828,-0.002071517228614539,556,14.09,0.2697197273373604,0.00025,0.1,,
141,467,72192,154,0.5669156908988953,-1.148861587047577,0.0205078125,0.14708557724952698,239.6,0.001984415,-0.0006293283659033477,560,14.12,0.34604184329509735,0.00025,0.1,,
142,467,72704,155,0.3653165102005005,-1.1593296378850937,0.017578125,0.303428053855896,239.55,0.0011692035,-0.0020753538701683283,564,14.08,0.6496257036924362,0.00025,0.1,,
143,467,73216,156,0.6483786404132843,-1.1772012561559677,0.2626953125,0.12096334993839264,238.87,0.006046505,-0.0028222522232681513,568,13.87,0.3062850721180439,0.00025,0.1,,
144,468,73728,157,0.3743011951446533,-1.1470937281847,0.216796875,0.32138076424598694,239.55,0.0060598897,-0.0013081301003694534,572,13.96,0.8101167008280754,0.00025,0.1,,
145,468,74240,158,0.5027997195720673,-1.159877970814705,0.01611328125,0.2241189330816269,239.61,0.0012866242,-0.0003151973942294717,576,13.96,0.457441970705986,0.00025,0.1,,
146,468,74752,159,0.5708580017089844,-1.1757062673568726,0.00537109375,0.12418439984321594,239.51,0.0016160993,-0.0006419955752789974,580,13.88,0.3555966354906559,0.00025,0.1,,
147,468,75264,160,0.5437076091766357,-1.1876654028892517,0.01611328125,0.17644624412059784,239.63,0.0032266697,-0.0013882581843063235,584,13.93,0.4066898375749588,0.00025,0.1,,
148,469,75776,161,0.46486878395080566,-1.2291946560144424,0.03369140625,0.18100136518478394,239.51,0.002475556,-0.00036541372537612915,588,13.9,0.46825481206178665,0.00025,0.1,,
