time/iterations,time/time_elapsed,train/n_updates,train/explained_variance,train/value_loss,time/total_timesteps,train/policy_loss,time/fps,train/entropy_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
2500,206,2499,0.9593070521950722,0.19717471301555634,200000,0.059649813920259476,969,-1.1377373933792114,0.0007,3087.6507936507937,9266.666666666666,,
2600,213,2599,0.9365872591733932,1.2746003866195679,208000,0.09060166031122208,975,-1.3012295961380005,0.0007,3087.6507936507937,9266.666666666666,,
2700,219,2699,0.9782394357025623,0.30284327268600464,216000,-0.06331884860992432,983,-1.1093345880508423,0.0007,3087.764705882353,10098.529411764706,,
2800,225,2799,0.9626909047365189,0.4581235945224762,224000,0.2524004876613617,991,-1.5318630933761597,0.0007,3092.72602739726,11279.452054794521,,
2900,232,2899,0.7911317497491837,1.472030758857727,232000,-0.4017041325569153,998,-1.4210970401763916,0.0007,3085.7105263157896,11798.684210526315,,
3000,239,2999,0.9735503923147917,0.22514581680297852,240000,-0.14792872965335846,1003,-1.404599666595459,0.0007,3091.8846153846152,12166.666666666666,,
3100,245,3099,0.9741243273019791,0.2245141565799713,248000,-0.10490503162145615,1009,-1.2525306940078735,0.0007,3091.987341772152,12343.037974683544,,
3200,251,3199,0.9209709018468857,3.805941343307495,256000,-0.26012587547302246,1016,-1.074370265007019,0.0007,3091.987341772152,12343.037974683544,,
3300,258,3299,0.9895790880545974,0.06116936728358269,264000,-0.03375185653567314,1022,-1.6092361211776733,0.0007,3083.256097560976,12735.365853658537,,
3400,264,3399,0.9210920333862305,0.19603393971920013,272000,0.21791167557239532,1028,-1.5371942520141602,0.0007,3074.284090909091,13588.636363636364,,
3500,270,3499,0.9759496804326773,0.2005728781223297,280000,-0.009603268466889858,1033,-1.0700052976608276,0.0007,3100.483870967742,14775.268817204302,,
3600,277,3599,0.9761152602732182,0.2191120833158493,288000,0.000625160348135978,1037,-1.10076105594635,0.0007,3098.563829787234,14804.255319148937,,
3700,284,3699,0.9867421612143517,0.11941873282194138,296000,-0.04600975289940834,1041,-1.314745306968689,0.0007,3098.1157894736843,14906.315789473685,,
3800,290,3799,0.9796181879937649,0.16289828717708588,304000,-0.07636979967355728,1046,-1.3363220691680908,0.0007,3082.375,14901.041666666666,,
3900,296,3899,0.9880289966240525,0.1487061083316803,312000,0.015399548225104809,1053,-1.085886836051941,0.0007,3080.35,15583.0,,
,,3999,0.9608982540667057,0.3086451590061188,320000,0.26406359672546387,,-1.222774863243103,0.0007,,,8590.6,17540.0
4000,546,,,,320000,,585,,,3096.18,16253.0,,
4100,553,4099,0.9408758990466595,0.16341446340084076,328000,-0.06916134804487228,592,-0.8692013025283813,0.0007,3156.4,16030.0,,
4200,560,4199,0.9774410184472799,0.2541164457798004,336000,-0.01345295924693346,599,-1.0963153839111328,0.0007,3164.28,15975.0,,
4300,565,4299,0.9871573010459542,0.10825236141681671,344000,0.11174280941486359,607,-0.8959332704544067,0.0007,3178.2,16044.0,,
4400,572,4399,0.9776583593338728,1.7209261655807495,352000,-0.14990554749965668,614,-0.6853055953979492,0.0007,3168.17,16068.0,,
4500,579,4499,0.9895568871870637,0.7451521754264832,360000,0.02117101661860943,621,-0.7663410305976868,0.0007,3168.17,16068.0,,
4600,586,4599,0.9926762273535132,0.8064498901367188,368000,-0.07835359871387482,627,-0.8147745132446289,0.0007,3163.02,17303.0,,
4700,592,4699,0.9801564943045378,0.3622117042541504,376000,0.05826129391789436,634,-0.693358838558197,0.0007,3165.84,18533.0,,
4800,599,4799,0.9304265081882477,0.3255607783794403,384000,0.10665874928236008,640,-0.7901467084884644,0.0007,3166.67,19934.0,,
4900,606,4899,0.8960804045200348,2.296799898147583,392000,-0.1290634125471115,646,-0.9015114903450012,0.0007,3155.95,20060.0,,
5000,613,4999,0.8826781362295151,2.4325807094573975,400000,-0.16124331951141357,652,-1.0973094701766968,0.0007,3155.95,20060.0,,
5100,620,5099,0.9921317873522639,0.11527248471975327,408000,0.08414725959300995,657,-1.1413280963897705,0.0007,3143.84,20465.0,,
5200,626,5199,0.9851370761170983,0.17789791524410248,416000,0.25438523292541504,664,-1.5525341033935547,0.0007,3171.15,21793.0,,
5300,633,5299,0.9683194123208523,0.3921373188495636,424000,0.017564356327056885,669,-1.1272186040878296,0.0007,3178.03,22325.0,,
5400,640,5399,0.9857072681188583,0.17913071811199188,432000,-0.1892673820257187,674,-1.2642548084259033,0.0007,3157.9,22496.0,,
5500,647,5499,0.9957779482938349,1.3887594938278198,440000,-0.21172034740447998,679,-0.6134974360466003,0.0007,3153.42,22799.0,,
5600,653,5599,0.9851493090391159,1.109869360923767,448000,0.3537009656429291,685,-1.1003292798995972,0.0007,3091.96,23075.0,,
5700,660,5699,0.9306748807430267,1.3038700819015503,456000,-0.2612917423248291,690,-0.955827534198761,0.0007,3050.25,23822.0,,
5800,667,5799,0.9909253688529134,0.14866416156291962,464000,-0.11467480659484863,695,-1.222190260887146,0.0007,3037.6,24582.0,,
5900,674,5899,0.7740679234266281,3.786715030670166,472000,-0.31641528010368347,699,-1.2104841470718384,0.0007,3024.81,25991.0,,
,,5999,0.9913670336827636,0.08530592173337936,480000,0.008995539508759975,,-1.0877488851547241,0.0007,,,2929.4,12200.0
6000,707,,,,480000,,678,,,2985.18,27105.0,,
6100,713,6099,0.9801105223596096,0.16736145317554474,488000,-0.09944849461317062,683,-1.0957789421081543,0.0007,2982.12,27001.0,,
6200,720,6199,0.987151519395411,0.2457217276096344,496000,-0.27249693870544434,688,-1.1877645254135132,0.0007,3006.62,26793.0,,
6300,727,6299,0.9020426124334335,2.542128324508667,504000,-0.454374223947525,692,-1.1424939632415771,0.0007,3066.52,26863.0,,
6400,734,6399,0.8782701566815376,1.341139793395996,512000,-0.07126273959875107,696,-1.0044138431549072,0.0007,3077.55,26759.0,,
6500,741,6499,0.9975104795303196,0.35939446091651917,520000,-0.18079566955566406,701,-0.6966284513473511,0.0007,3069.19,26786.0,,
6600,747,6599,0.9959801812656224,0.42698055505752563,528000,-0.003328892635181546,706,-0.8939760327339172,0.0007,3065.31,27063.0,,
6700,754,6699,0.9837714154273272,0.3478507697582245,536000,-0.09733445197343826,710,-0.96197110414505,0.0007,3052.83,27247.0,,
6800,761,6799,0.892380490899086,4.893107891082764,544000,-0.45455071330070496,714,-0.7868742942810059,0.0007,3053.35,27572.0,,
6900,768,6899,0.9781630970537663,2.15209698677063,552000,-0.021712129935622215,718,-0.6280131340026855,0.0007,3056.77,27856.0,,
7000,774,6999,0.9887527674436569,0.25971755385398865,560000,-0.02865845337510109,723,-0.8916099667549133,0.0007,3052.3,27997.0,,
7100,781,7099,0.9834190364927053,0.1728946417570114,568000,0.10305797308683395,727,-0.833793580532074,0.0007,3021.69,28295.0,,
7200,788,7199,0.9777032248675823,0.23800721764564514,576000,0.051449503749608994,730,-0.7630890011787415,0.0007,3034.34,28970.0,,
7300,795,7299,0.9932517190463841,0.23310823738574982,584000,-0.021218417212367058,734,-0.8474310040473938,0.0007,3030.82,29195.0,,
7400,801,7399,0.9936008602380753,0.16450195014476776,592000,-0.04035646840929985,738,-0.7543051838874817,0.0007,3051.15,29773.0,,
7500,807,7499,0.9870287971571088,0.15977691113948822,600000,0.003959703724831343,742,-0.8334177136421204,0.0007,3034.06,30645.0,,
7600,814,7599,0.7742499262094498,4.005460262298584,608000,-0.9567590951919556,746,-0.7593627572059631,0.0007,3020.06,31222.0,,
7700,822,7699,0.9906132109463215,0.17742304503917694,616000,-0.031473372131586075,749,-0.9037825465202332,0.0007,2983.7,32776.0,,
7800,829,7799,0.992543451488018,0.11797397583723068,624000,0.030006039887666702,752,-0.9056755304336548,0.0007,2981.78,33213.0,,
7900,835,7899,0.9908313592895865,0.2488529235124588,632000,0.01593652367591858,756,-1.080136775970459,0.0007,2942.82,34183.0,,
,,7999,0.9703456927090883,0.7085527181625366,640000,-0.0061573158018291,,-0.9752737283706665,0.0007,,,12811.4,47100.0
8000,1099,,,,640000,,582,,,2939.53,34521.0,,
8100,1105,8099,0.9906067438423634,0.22930555045604706,648000,-0.12770216166973114,586,-1.2337344884872437,0.0007,2939.53,34521.0,,
8200,1112,8199,0.9854012113064528,0.37115517258644104,656000,0.17001359164714813,589,-1.0486124753952026,0.0007,3914.97,34237.0,,
8300,1119,8299,0.9966238948982209,0.07274140417575836,664000,0.07603669166564941,593,-0.9775387048721313,0.0007,3912.38,34055.0,,
8400,1126,8399,0.9638593532145023,0.3442011773586273,672000,0.05823955684900284,596,-0.7381235361099243,0.0007,4087.49,33706.0,,
8500,1133,8499,0.9932995112612844,0.16405923664569855,680000,-0.15809451043605804,599,-1.027096152305603,0.0007,4095.83,33888.0,,
8600,1140,8599,0.9964815299026668,0.14176224172115326,688000,-0.1241481825709343,603,-0.9490229487419128,0.0007,4116.56,34478.0,,
8700,1147,8699,0.9674929305911064,0.3524145185947418,696000,-0.0314856693148613,606,-0.829587459564209,0.0007,4126.34,34790.0,,
8800,1154,8799,0.9929800690151751,0.1906665563583374,704000,0.11612959206104279,609,-0.9663380980491638,0.0007,4126.07,35014.0,,
8900,1161,8899,0.9105697795748711,1.3522005081176758,712000,-0.20975147187709808,613,-0.898123562335968,0.0007,4130.81,35106.0,,
9000,1167,8999,0.747893363237381,8.529181480407715,720000,-0.8796514868736267,616,-0.8029634356498718,0.0007,4132.83,35230.0,,
9100,1174,9099,0.9913825951516628,0.2709982693195343,728000,-0.22721849381923676,619,-0.8437477350234985,0.0007,4145.1,36164.0,,
9200,1181,9199,0.9955317419953644,0.1526644229888916,736000,-0.0015332214534282684,623,-0.9261276125907898,0.0007,4152.01,36492.0,,
9300,1188,9299,0.9258909076452255,2.477506399154663,744000,0.7588033676147461,626,-0.777243971824646,0.0007,4157.57,36682.0,,
9400,1195,9399,0.9899970022961497,0.19095900654792786,752000,0.16430597007274628,629,-1.0666388273239136,0.0007,4171.84,37132.0,,
9500,1202,9499,0.9925727224908769,0.19805791974067688,760000,0.034802526235580444,632,-0.8033504486083984,0.0007,4174.6,37445.0,,
9600,1209,9599,0.9642191119492054,1.4468401670455933,768000,0.20582495629787445,635,-0.8171734809875488,0.0007,4164.81,37402.0,,
9700,1215,9699,0.9961971312295645,0.1182059794664383,776000,0.11134560406208038,638,-0.9270573854446411,0.0007,4171.18,37856.0,,
9800,1222,9799,0.9798498637974262,0.20383432507514954,784000,-0.13766148686408997,641,-0.7501208186149597,0.0007,4119.23,38051.0,,
9900,1229,9899,0.9955718209967017,0.4202519357204437,792000,0.17331735789775848,644,-0.8063504099845886,0.0007,4106.74,38655.0,,
,,9999,0.9855948695912957,0.35441911220550537,800000,-0.29961928725242615,,-0.8959839940071106,0.0007,,,22094.4,20300.0
10000,1480,,,,800000,,540,,,4048.0,39274.0,,
10100,1488,10099,0.9970821016468108,0.10016822069883347,808000,0.04207621142268181,542,-0.9854595065116882,0.0007,5019.23,38936.0,,
10200,1495,10199,0.892685703933239,2.7097432613372803,816000,-0.2834606170654297,545,-0.9223314523696899,0.0007,5496.16,38704.0,,
10300,1502,10299,0.9921595863997936,0.1890733689069748,824000,0.005651026964187622,548,-0.9250445365905762,0.0007,5496.16,38704.0,,
10400,1509,10399,0.995838241185993,0.13276438415050507,832000,-0.01369213592261076,551,-1.1036159992218018,0.0007,5744.87,39090.0,,
10500,1516,10499,0.9942063968628645,0.17600920796394348,840000,0.027464983984827995,553,-0.9174365401268005,0.0007,5739.46,39312.0,,
10600,1523,10599,0.9897350957617164,0.29023924469947815,848000,0.021679170429706573,556,-0.9399623274803162,0.0007,5739.72,39577.0,,
10700,1530,10699,0.9770353622734547,0.5168834328651428,856000,-0.02223891019821167,559,-0.9906549453735352,0.0007,5773.37,40023.0,,
10800,1537,10799,0.9949581758119166,0.2185535430908203,864000,-0.005718040745705366,561,-0.9094095230102539,0.0007,5769.58,40010.0,,
10900,1544,10899,0.9961050781421363,0.11740418523550034,872000,-0.06467627733945847,564,-1.1080044507980347,0.0007,5768.75,39949.0,,
11000,1551,10999,0.9891882911324501,0.2695508897304535,880000,-0.015931999310851097,567,-0.9892393946647644,0.0007,5783.67,40348.0,,
11100,1557,11099,0.997932969359681,0.058025192469358444,888000,-0.00901060551404953,570,-0.6694926619529724,0.0007,5769.8,40194.0,,
11200,1564,11199,0.9242928549647331,1.4317854642868042,896000,-0.13834735751152039,572,-1.1268390417099,0.0007,5779.71,40382.0,,
11300,1571,11299,0.43809032440185547,11.354884147644043,904000,0.07691800594329834,575,-0.7658144235610962,0.0007,5794.52,41001.0,,
11400,1578,11399,0.990055225789547,0.13898293673992157,912000,-0.07230599224567413,577,-0.8169383406639099,0.0007,5789.77,40842.0,,
11500,1583,11499,0.9894616920500994,0.27747178077697754,920000,-0.01843423955142498,580,-0.9674004912376404,0.0007,5776.44,40740.0,,
11600,1590,11599,0.959316324442625,1.364187479019165,928000,0.16333092749118805,583,-1.0764144659042358,0.0007,5794.57,41038.0,,
11700,1597,11699,0.9971147926989943,0.09201999008655548,936000,0.133201465010643,585,-1.1459234952926636,0.0007,5832.2,42282.0,,
11800,1604,11799,0.9828267358243465,0.3358619809150696,944000,-0.10329588502645493,588,-0.8670884966850281,0.0007,5582.98,42495.0,,
11900,1611,11899,0.9973882390186191,0.058861494064331055,952000,-0.07903130352497101,590,-1.063242793083191,0.0007,5096.14,42859.0,,
,,11999,0.9965801031794399,0.26863572001457214,960000,-0.02344832755625248,,-0.8052694201469421,0.0007,,,3278.2,62020.0
12000,1636,,,,960000,,586,,,4859.25,43274.0,,
12100,1644,12099,0.8767310678958893,2.8919620513916016,968000,-0.031143277883529663,588,-0.6592288017272949,0.0007,4713.76,44824.0,,
12200,1651,12199,0.9976058767642826,0.09205341339111328,976000,-0.005799834616482258,591,-0.8322553634643555,0.0007,4736.6,46081.0,,
12300,1658,12299,0.9038060232996941,2.5581939220428467,984000,-0.17955420911312103,593,-0.5970379710197449,0.0007,4752.02,46559.0,,
12400,1665,12399,0.815215528011322,3.590637683868408,992000,-0.5721917152404785,595,-1.0657875537872314,0.0007,4746.01,46760.0,,
12500,1672,12499,0.9974360042251647,0.08136405050754547,1000000,0.0054816813208162785,597,-0.8431360125541687,0.0007,4765.97,47517.0,,
12600,1679,12599,0.9918452380225062,0.15807771682739258,1008000,0.018782097846269608,600,-0.9802166223526001,0.0007,4745.7,47149.0,,
12700,1686,12699,0.9995251255168114,0.17565546929836273,1016000,0.017608925700187683,602,-0.5583410263061523,0.0007,4758.2,47698.0,,
12800,1693,12799,0.9005576744675636,2.347371816635132,1024000,-0.24845628440380096,604,-0.960300624370575,0.0007,4758.26,47917.0,,
12900,1700,12899,0.9948592372238636,0.17299161851406097,1032000,-0.005202946253120899,606,-0.9630943536758423,0.0007,4776.93,48614.0,,
13000,1707,12999,0.9971741524059325,0.0859578475356102,1040000,0.02257111296057701,609,-1.1879541873931885,0.0007,4769.51,48365.0,,
13100,1714,13099,0.9970826325006783,0.09284774959087372,1048000,0.04169069975614548,611,-0.9602146148681641,0.0007,4781.59,48502.0,,
13200,1721,13199,0.9981052426155657,0.05460542067885399,1056000,-0.04238191992044449,613,-1.14158034324646,0.0007,4802.94,49404.0,,
13300,1728,13299,0.9961999098304659,0.09936300665140152,1064000,-0.009563440456986427,615,-0.9522807002067566,0.0007,4799.94,49330.0,,
13400,1735,13399,0.9898711973801255,0.3410533368587494,1072000,0.09940165281295776,617,-0.9224008917808533,0.0007,4809.79,49352.0,,
13500,1742,13499,0.9939651894383132,0.2009989321231842,1080000,-0.09729930013418198,619,-0.8685291409492493,0.0007,4809.79,49352.0,,
13600,1749,13599,0.9821909200400114,0.5592408180236816,1088000,-0.0806659460067749,621,-1.1191810369491577,0.0007,4804.23,49179.0,,
13700,1756,13699,0.9962001962121576,0.07084178179502487,1096000,-0.04876555874943733,623,-1.0136762857437134,0.0007,4821.14,49614.0,,
13800,1762,13799,0.979589257389307,0.26929131150245667,1104000,0.023432528600096703,626,-0.7318382263183594,0.0007,4834.57,50300.0,,
13900,1769,13899,0.9936822010204196,0.13761508464813232,1112000,0.047819074243307114,628,-1.1666984558105469,0.0007,4623.93,51515.0,,
,,13999,0.9911106135696173,0.2398868054151535,1120000,0.0446198396384716,,-0.8781968355178833,0.0007,,,7434.6,49800.0
14000,2013,,,,1120000,,556,,,4385.7,51855.0,,
14100,2020,14099,0.8610094636678696,4.0872673988342285,1128000,-0.6494178175926208,558,-1.0577207803726196,0.0007,3784.59,54099.0,,
14200,2027,14199,0.9934040876105428,0.07517825067043304,1136000,0.08243917673826218,560,-0.7433266043663025,0.0007,3888.57,55406.0,,
14300,2034,14299,0.925980731844902,1.620437502861023,1144000,-0.12178565561771393,562,-1.1165519952774048,0.0007,3888.57,55406.0,,
14400,2041,14399,0.9745584987103939,0.893689751625061,1152000,0.12353850901126862,564,-0.9759482741355896,0.0007,3888.5,55790.0,,
14500,2048,14499,0.9973009922541678,0.07937923818826675,1160000,0.05599038675427437,566,-0.9948299527168274,0.0007,3898.28,55960.0,,
14600,2055,14599,0.9939179518260062,0.13289158046245575,1168000,-0.021366814151406288,568,-0.6727922558784485,0.0007,3857.83,55532.0,,
14700,2062,14699,0.9929162487387657,0.13644494116306305,1176000,-0.05247404798865318,570,-1.0972020626068115,0.0007,3880.93,56311.0,,
14800,2069,14799,0.8615794330835342,2.8391528129577637,1184000,-0.7740416526794434,572,-1.0182440280914307,0.0007,3889.55,56675.0,,
14900,2076,14899,0.9979669952299446,0.068633072078228,1192000,0.1344355195760727,574,-1.380043625831604,0.0007,3869.01,56170.0,,
15000,2083,14999,0.9687196910381317,0.6481777429580688,1200000,0.0002598404826130718,575,-0.9009038209915161,0.0007,3873.09,56526.0,,
15100,2090,15099,0.997459257254377,0.10823938995599747,1208000,-0.002024972578510642,577,-0.8703995943069458,0.0007,3856.12,55960.0,,
15200,2097,15199,0.9961305581964552,0.09580379724502563,1216000,-0.08906262367963791,579,-0.7429138422012329,0.0007,3855.77,55892.0,,
15300,2104,15299,0.9927171249873936,0.19679535925388336,1224000,-0.012510411441326141,581,-1.0462839603424072,0.0007,3864.1,56165.0,,
15400,2111,15399,0.8236096352338791,5.271536827087402,1232000,0.4582478702068329,583,-1.145065188407898,0.0007,3848.41,55880.0,,
15500,2118,15499,0.997876311885193,0.05217330530285835,1240000,0.07810370624065399,585,-1.2142183780670166,0.0007,3828.81,55218.0,,
15600,2124,15599,0.9926119693554938,0.16861401498317719,1248000,-0.021815389394760132,587,-1.1478207111358643,0.0007,3811.42,54723.0,,
15700,2130,15699,0.9824639987200499,0.6145396828651428,1256000,0.4534855782985687,589,-1.1534916162490845,0.0007,3841.48,55321.0,,
15800,2137,15799,0.9925543055869639,0.20164313912391663,1264000,-0.0018477842677384615,591,-1.2385996580123901,0.0007,3841.48,55321.0,,
15900,2144,15899,0.99672143580392,0.12978504598140717,1272000,0.07451970875263214,593,-1.0857677459716797,0.0007,3844.88,55410.0,,
,,15999,0.9959295014850795,0.1670590192079544,1280000,-0.05265304446220398,,-1.228877067565918,0.0007,,,8055.4,61160.0
16000,2363,,,,1280000,,541,,,3849.16,55110.0,,
16100,2369,16099,0.996272023068741,0.08490335196256638,1288000,-0.026997992768883705,543,-1.1159852743148804,0.0007,4578.68,55051.0,,
16200,2376,16199,0.9084042683243752,1.4505131244659424,1296000,0.3119174540042877,545,-0.8251076936721802,0.0007,6034.02,57218.0,,
16300,2383,16299,0.9957323390990496,0.07841844856739044,1304000,-0.07544537633657455,547,-1.036007285118103,0.0007,6261.95,57328.0,,
16400,2390,16399,0.9975006186868995,0.14362069964408875,1312000,-0.22591164708137512,548,-1.0739223957061768,0.0007,6568.01,56894.0,,
16500,2397,16499,0.9920423487201333,0.13393180072307587,1320000,-0.04183952882885933,550,-1.0821694135665894,0.0007,6568.01,56894.0,,
16600,2404,16599,0.9882077695801854,1.0159175395965576,1328000,-0.3012494146823883,552,-0.9647604823112488,0.0007,6522.15,55913.0,,
16700,2411,16699,0.998610645532608,0.1376211941242218,1336000,0.062248118221759796,553,-1.082771897315979,0.0007,6482.62,55085.0,,
16800,2418,16799,0.9978868395555764,0.12152355164289474,1344000,-0.11941740661859512,555,-1.0442911386489868,0.0007,6475.4,54891.0,,
16900,2424,16899,0.9869529046118259,0.347396582365036,1352000,-0.13009034097194672,557,-0.8661497235298157,0.0007,6468.36,55135.0,,
17000,2431,16999,0.9970046372618526,0.10291502624750137,1360000,0.029169941321015358,559,-1.0724626779556274,0.0007,6502.32,56399.0,,
17100,2438,17099,0.9980805705999956,0.057489778846502304,1368000,0.014796440489590168,561,-1.06473708152771,0.0007,6517.16,56735.0,,
17200,2445,17199,0.9918926823884249,0.1934136301279068,1376000,-0.1389031559228897,562,-1.066148042678833,0.0007,6517.65,56747.0,,
17300,2452,17299,0.9986459650099277,0.05092186480760574,1384000,0.0014871865278109908,564,-0.9584566950798035,0.0007,6522.51,56820.0,,
17400,2459,17399,0.9954045261256397,0.902479350566864,1392000,0.07375456392765045,566,-0.9361515045166016,0.0007,6510.34,56777.0,,
17500,2466,17499,0.9968742597848177,0.09945584833621979,1400000,0.09100808948278427,567,-0.9968921542167664,0.0007,6505.21,56274.0,,
17600,2473,17599,0.9930517836473882,0.0757664367556572,1408000,-0.007232227828353643,569,-0.8718790411949158,0.0007,6506.81,56306.0,,
17700,2479,17699,0.9868211038410664,0.31373170018196106,1416000,0.022496890276670456,570,-1.2726304531097412,0.0007,6506.1,56198.0,,
17800,2486,17799,0.9808965660631657,1.1084940433502197,1424000,0.2259146273136139,572,-0.7255843877792358,0.0007,6291.16,55806.0,,
17900,2493,17899,0.9983488373691216,0.0450475737452507,1432000,0.03490634635090828,574,-0.756687343120575,0.0007,6006.79,55434.0,,
,,17999,0.6093487441539764,8.726996421813965,1440000,-0.7014832496643066,,-1.0267093181610107,0.0007,,,7886.6,62440.0
18000,2745,,,,1440000,,524,,,5794.4,53555.0,,
18100,2752,18099,0.9254734665155411,4.9314799308776855,1448000,0.5900428891181946,526,-0.9338337182998657,0.0007,6470.87,54438.0,,
18200,2759,18199,0.9918038500472903,0.15180258452892303,1456000,-0.17523826658725739,527,-0.7034150958061218,0.0007,7758.17,56526.0,,
18300,2766,18299,0.9948332500644028,0.1696007400751114,1464000,0.001834419439546764,529,-1.0305613279342651,0.0007,8139.39,57226.0,,
18400,2773,18399,0.9974685821216553,0.15060342848300934,1472000,-0.18763263523578644,530,-1.1041187047958374,0.0007,8139.39,57226.0,,
18500,2780,18499,0.995716673322022,0.08599098026752472,1480000,0.007527946028858423,532,-1.1965808868408203,0.0007,8135.14,57293.0,,
18600,2787,18599,0.4946529269218445,10.016853332519531,1488000,-0.09569966048002243,533,-1.0269931554794312,0.0007,8114.4,56630.0,,
18700,2794,18699,0.9985141884535551,0.04447415843605995,1496000,-0.051030147820711136,535,-1.0512384176254272,0.0007,8128.7,57434.0,,
18800,2801,18799,0.6731063425540924,11.943639755249023,1504000,-0.5321621298789978,536,-0.931644082069397,0.0007,8139.17,57891.0,,
18900,2808,18899,0.9993388255825266,0.025838026776909828,1512000,-0.01665426604449749,538,-1.209572672843933,0.0007,8137.5,57871.0,,
19000,2815,18999,0.6470586955547333,9.636039733886719,1520000,1.004733920097351,539,-0.9276040196418762,0.0007,8131.73,57702.0,,
19100,2822,19099,0.6761936843395233,5.883921146392822,1528000,-0.42035552859306335,541,-1.0120941400527954,0.0007,8131.55,57819.0,,
19200,2829,19199,0.9936589878052473,0.11296571791172028,1536000,-0.14136506617069244,542,-0.6948229670524597,0.0007,8148.84,58391.0,,
19300,2836,19299,0.8188637346029282,6.383899688720703,1544000,-0.07589888572692871,544,-0.7222061157226562,0.0007,8138.52,58382.0,,
19400,2842,19399,0.9484943598508835,6.093053340911865,1552000,-0.019879480823874474,545,-1.1114487648010254,0.0007,8129.91,58074.0,,
19500,2848,19499,0.9947784207761288,0.13917076587677002,1560000,0.04238080978393555,547,-0.8812781572341919,0.0007,8155.17,58972.0,,
19600,2855,19599,0.998234725673683,0.05611554533243179,1568000,0.007664605975151062,549,-1.0130083560943604,0.0007,7952.88,58685.0,,
