time/iterations,time/time_elapsed,train/n_updates,train/explained_variance,train/value_loss,time/total_timesteps,train/policy_loss,time/fps,train/entropy_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
19700,2862,19699,0.9980995245277882,0.07165070623159409,1576000,-0.11182520538568497,550,-0.9595230221748352,0.0007,6753.89,56990.0,,
19800,2869,19799,0.9887549187988043,0.6436113715171814,1584000,0.09643443673849106,551,-1.03519606590271,0.0007,6584.21,56337.0,,
19900,2876,19899,0.9508985169231892,1.4597843885421753,1592000,-0.1721923053264618,553,-1.1236933469772339,0.0007,6427.6,55779.0,,
,,19999,0.9977692943066359,0.06751775741577148,1600000,-0.02751069702208042,,-0.9941522479057312,0.0007,,,7960.2,58420.0
20000,3129,,,,1600000,,511,,,5672.45,54914.0,,
20100,3136,20099,0.9906719084829092,0.32432079315185547,1608000,-0.20107591152191162,512,-0.9608563780784607,0.0007,5701.38,55493.0,,
20200,3142,20199,0.9924819190055132,0.15103624761104584,1616000,0.03130659833550453,514,-1.133984088897705,0.0007,6841.67,60087.0,,
20300,3149,20299,0.9980905199190602,0.051042165607213974,1624000,-0.009076002053916454,515,-1.1113007068634033,0.0007,6821.04,59604.0,,
20400,3155,20399,0.9985856524435803,0.04762573167681694,1632000,0.019402114674448967,517,-1.372369647026062,0.0007,6821.04,59604.0,,
20500,3162,20499,0.9984936718828976,0.052551962435245514,1640000,-0.053063686937093735,518,-1.1358847618103027,0.0007,6821.04,59604.0,,
20600,3169,20599,0.998805908835493,0.039697837084531784,1648000,0.06552588194608688,519,-1.1181343793869019,0.0007,6779.2,58740.0,,
20700,3176,20699,0.9928785706870258,0.09969877451658249,1656000,0.0039058588445186615,521,-0.9169430136680603,0.0007,6747.5,58025.0,,
20800,3183,20799,0.9970807477366179,0.08379755914211273,1664000,-0.0465356782078743,522,-0.9743256568908691,0.0007,6747.5,58025.0,,
20900,3190,20899,0.7720872759819031,15.061212539672852,1672000,0.8663578033447266,524,-1.2154892683029175,0.0007,6743.32,58368.0,,
21000,3197,20999,0.9978899583220482,0.062346454709768295,1680000,-0.10720183700323105,525,-1.0705832242965698,0.0007,6755.41,58408.0,,
21100,3204,21099,0.6880070567131042,3.8378608226776123,1688000,0.36971649527549744,526,-0.846112847328186,0.0007,6729.23,57907.0,,
21200,3211,21199,0.79862280189991,7.495584011077881,1696000,-0.823026180267334,528,-1.0243395566940308,0.0007,6710.69,57206.0,,
21300,3218,21299,0.9948094324208796,0.15575407445430756,1704000,-0.0022879093885421753,529,-0.8085237741470337,0.0007,6721.91,57402.0,,
21400,3224,21399,0.9956992887891829,0.16167107224464417,1712000,0.012238170020282269,530,-1.0921878814697266,0.0007,6719.13,57461.0,,
21500,3231,21499,0.8519931584596634,4.790618419647217,1720000,-0.6238261461257935,532,-1.1290295124053955,0.0007,6733.01,57863.0,,
21600,3238,21599,0.9993650843971409,0.029838938266038895,1728000,0.022234857082366943,533,-0.9330195784568787,0.0007,5411.3,55904.0,,
21700,3245,21699,0.9960702401585877,0.13160823285579681,1736000,-0.055756568908691406,534,-0.9066103100776672,0.0007,5411.3,55904.0,,
21800,3252,21799,0.9941950803622603,0.4558839797973633,1744000,0.01396725233644247,536,-1.1092318296432495,0.0007,4977.03,55077.0,,
21900,3259,21899,0.996805579168722,0.07679611444473267,1752000,0.01854272373020649,537,-0.5624833106994629,0.0007,4577.5,54541.0,,
,,21999,0.9986442981753498,0.061146147549152374,1760000,0.022208189591765404,,-0.8097822070121765,0.0007,,,12325.6,48500.0
22000,3502,,,,1760000,,502,,,4378.14,54183.0,,
22100,3509,22099,0.8874234780669212,2.2143139839172363,1768000,0.30000218749046326,503,-0.8046722412109375,0.0007,4378.14,54183.0,,
22200,3516,22199,0.9939962504431605,0.1154274269938469,1776000,0.05733903869986534,505,-1.023203730583191,0.0007,5112.53,53834.0,,
22300,3523,22299,0.998206187854521,0.05001344159245491,1784000,-0.04549951106309891,506,-0.9508249163627625,0.0007,6066.7,53132.0,,
22400,3530,22399,0.9974770066328347,0.08836629241704941,1792000,0.02109978161752224,507,-1.1361092329025269,0.0007,6215.26,53064.0,,
22500,3537,22499,0.9946134514175355,0.8709942102432251,1800000,0.17536522448062897,508,-1.2215814590454102,0.0007,6215.26,53064.0,,
22600,3544,22599,0.974335789680481,0.9843747019767761,1808000,-0.12242411822080612,510,-1.1891449689865112,0.0007,6449.06,53206.0,,
22700,3551,22699,0.9982949069235474,0.046639442443847656,1816000,0.03811348229646683,511,-0.9346872568130493,0.0007,6499.24,54520.0,,
22800,3558,22799,0.973471749573946,0.32096537947654724,1824000,0.1408396065235138,512,-0.9480911493301392,0.0007,6527.88,55097.0,,
22900,3564,22899,0.7821787744760513,9.820856094360352,1832000,0.5844194889068604,513,-0.9625512957572937,0.0007,6510.44,54657.0,,
23000,3571,22999,0.9989419146440923,0.03925140202045441,1840000,0.003065368626266718,515,-1.1490602493286133,0.0007,6510.44,54657.0,,
23100,3577,23099,0.9978624763898551,0.04955151304602623,1848000,0.024920057505369186,516,-0.9781991243362427,0.0007,6508.24,54320.0,,
23200,3584,23199,0.9023799896240234,4.1187567710876465,1856000,-0.3214665949344635,517,-1.0286369323730469,0.0007,6472.0,53473.0,,
23300,3591,23299,0.9853001143783331,0.8907871246337891,1864000,0.20980770885944366,518,-0.8415960669517517,0.0007,6465.04,53133.0,,
23400,3598,23399,0.997054144507274,0.08628769963979721,1872000,0.00579559663310647,520,-1.0470269918441772,0.0007,6484.14,53775.0,,
23500,3605,23499,0.9992148310411721,0.030742689967155457,1880000,0.041925717145204544,521,-1.056298851966858,0.0007,6487.21,53841.0,,
23600,3612,23599,0.9958493569865823,0.7160669565200806,1888000,-0.07785500586032867,522,-1.0014827251434326,0.0007,6490.55,54201.0,,
23700,3619,23699,0.8244092017412186,5.05653715133667,1896000,-0.025185057893395424,523,-0.7334585189819336,0.0007,6514.29,55251.0,,
23800,3626,23799,0.9965096933301538,0.15334194898605347,1904000,-0.03648949787020683,525,-1.0049316883087158,0.0007,6032.62,54476.0,,
23900,3633,23899,0.9710763655602932,0.5497547388076782,1912000,0.11642303317785263,526,-0.7577061653137207,0.0007,5847.88,54106.0,,
,,23999,0.998295382829383,0.06417713314294815,1920000,-0.0171089768409729,,-1.1019684076309204,0.0007,,,12533.0,59360.0
24000,3872,,,,1920000,,495,,,5605.05,53533.0,,
24100,3879,24099,0.9981385931605473,0.05356356129050255,1928000,-0.019391408190131187,496,-1.1405638456344604,0.0007,5818.4,53416.0,,
24200,3886,24199,0.9947975063696504,0.11995656788349152,1936000,-0.052811671048402786,498,-0.7402109503746033,0.0007,7032.27,53149.0,,
24300,3893,24299,0.9869392532855272,0.4961484968662262,1944000,0.23790304362773895,499,-1.043272614479065,0.0007,7032.27,53149.0,,
24400,3900,24399,0.998658403288573,0.086811363697052,1952000,0.17936865985393524,500,-1.480149507522583,0.0007,7037.95,53211.0,,
24500,3907,24499,0.9953502579592168,0.13028419017791748,1960000,0.10783187299966812,501,-0.9933485984802246,0.0007,7269.76,53399.0,,
24600,3914,24599,0.9044563621282578,0.7322528958320618,1968000,-0.031113920733332634,502,-0.836583137512207,0.0007,7275.78,53518.0,,
24700,3921,24699,0.9988900994649157,0.02459140308201313,1976000,-0.0176253542304039,503,-0.7461251616477966,0.0007,7469.92,54546.0,,
24800,3928,24799,0.9991258269874379,0.04195299744606018,1984000,-0.07008880376815796,504,-1.29767644405365,0.0007,7484.92,54866.0,,
24900,3935,24899,0.9910126989707351,0.32069632411003113,1992000,0.05720486864447594,506,-0.8888244032859802,0.0007,7491.17,55251.0,,
25000,3942,24999,0.9923632517457008,0.11528714001178741,2000000,-0.05099288374185562,507,-0.6264005899429321,0.0007,7491.17,55251.0,,
25100,3949,25099,0.9988639287184924,0.03675568103790283,2008000,-0.00311201810836792,508,-0.931827962398529,0.0007,7524.04,56620.0,,
25200,3955,25199,0.9977158959954977,0.061527933925390244,2016000,0.01866289973258972,509,-0.932802677154541,0.0007,7551.78,57345.0,,
25300,3962,25299,0.9976448272354901,0.06709205359220505,2024000,0.01878846064209938,510,-0.9830280542373657,0.0007,7564.63,58302.0,,
25400,3969,25399,0.9977801174391061,0.07724229246377945,2032000,0.09059520065784454,511,-1.0526726245880127,0.0007,7580.99,58946.0,,
25500,3976,25499,0.9991199835785665,0.09901990741491318,2040000,-0.07893483340740204,513,-1.0755409002304077,0.0007,7582.3,58861.0,,
25600,3983,25599,0.9973605845589191,0.07233410328626633,2048000,0.022707609459757805,514,-0.9456756711006165,0.0007,7573.78,58847.0,,
25700,3989,25699,0.892822191119194,1.9657434225082397,2056000,-0.4483974575996399,515,-0.985999584197998,0.0007,7581.46,59075.0,,
25800,3996,25799,0.9929982763715088,0.7883402705192566,2064000,0.08766388893127441,516,-1.0329563617706299,0.0007,7608.3,59481.0,,
25900,4003,25899,0.9980753074632958,0.061158157885074615,2072000,0.005697065498679876,517,-1.0276081562042236,0.0007,7611.94,59619.0,,
,,25999,0.9943337482400239,0.4512336254119873,2080000,0.008916527032852173,,-0.8301765322685242,0.0007,,,3429.4,70060.0
26000,4041,,,,2080000,,514,,,7627.39,59696.0,,
26100,4047,26099,0.8791640624403954,7.557141304016113,2088000,0.3614940345287323,515,-0.9655587077140808,0.0007,7615.85,59712.0,,
26200,4054,26199,0.9993449334870093,0.06423866748809814,2096000,0.01042765099555254,516,-0.9956690669059753,0.0007,6675.12,61244.0,,
26300,4061,26299,0.8932569622993469,4.358187198638916,2104000,-0.25231146812438965,518,-1.2104907035827637,0.0007,6427.47,61564.0,,
26400,4068,26399,0.9979729363694787,0.056433986872434616,2112000,-0.04281851276755333,519,-1.0597575902938843,0.0007,5806.02,61250.0,,
26500,4074,26499,0.9985864126356319,0.03467785194516182,2120000,-0.009365017525851727,520,-0.9567443132400513,0.0007,5580.83,61163.0,,
26600,4080,26599,0.9981501802103594,0.07965926080942154,2128000,-0.03550992161035538,521,-1.1490931510925293,0.0007,5540.04,59839.0,,
26700,4087,26699,0.9215259850025177,2.393949270248413,2136000,0.2434195578098297,522,-0.9313775897026062,0.0007,5538.71,59929.0,,
26800,4094,26799,0.997380401706323,0.061321794986724854,2144000,0.022471914067864418,523,-0.7883116006851196,0.0007,5525.14,60318.0,,
26900,4101,26899,0.9961331987287849,0.17556460201740265,2152000,0.07072991132736206,524,-1.1849979162216187,0.0007,5525.14,60318.0,,
27000,4108,26999,0.9888460356742144,0.37859901785850525,2160000,0.15349379181861877,525,-1.0027424097061157,0.0007,5518.67,60141.0,,
27100,4115,27099,0.9968094490468502,0.0657784566283226,2168000,0.051665544509887695,526,-1.102141261100769,0.0007,5541.5,61405.0,,
27200,4122,27199,0.9250042736530304,2.8228752613067627,2176000,0.1270078718662262,527,-0.8849919438362122,0.0007,5569.66,62541.0,,
27300,4129,27299,0.9995749209774658,0.020355675369501114,2184000,0.06180083379149437,528,-1.2562172412872314,0.0007,5576.83,62751.0,,
27400,4135,27399,0.9953521792776883,0.10538118332624435,2192000,0.023061348125338554,530,-0.9564105868339539,0.0007,5582.13,62911.0,,
27500,4142,27499,0.8213260024785995,6.171781063079834,2200000,0.4973120391368866,531,-1.058741569519043,0.0007,5574.06,62617.0,,
27600,4149,27599,0.9968424749094993,0.10532178729772568,2208000,0.07559510320425034,532,-0.9709262847900391,0.0007,5583.66,63147.0,,
27700,4156,27699,0.9966655760072172,0.09881775826215744,2216000,-0.031547289341688156,533,-0.918172299861908,0.0007,5595.77,63657.0,,
27800,4163,27799,0.8115455508232117,6.3656487464904785,2224000,0.67408686876297,534,-0.995234489440918,0.0007,5600.26,63710.0,,
27900,4169,27899,0.99480160465464,0.10721565783023834,2232000,0.08565960824489594,535,-0.8247086405754089,0.0007,5614.98,64369.0,,
,,27999,0.9971717712469399,0.12676258385181427,2240000,0.03296058624982834,,-1.0176771879196167,0.0007,,,22170.0,36520.0
28000,4422,,,,2240000,,506,,,5634.21,64659.0,,
28100,4429,28099,0.8530916571617126,6.674012184143066,2248000,0.799571692943573,507,-0.8718666434288025,0.0007,5634.21,64659.0,,
28200,4436,28199,0.7027890086174011,5.7441725730896,2256000,0.09832468628883362,508,-0.8286153674125671,0.0007,5880.77,63237.0,,
28300,4443,28299,0.9986140221590176,0.04149499163031578,2264000,0.005414165556430817,509,-0.6612288355827332,0.0007,5440.14,61647.0,,
28400,4451,28399,0.9988502855412662,0.04062226042151451,2272000,0.03634661063551903,510,-0.9045816659927368,0.0007,5039.32,61074.0,,
28500,4458,28499,0.9985835202969611,0.05212942510843277,2280000,-0.0889509916305542,511,-1.1196203231811523,0.0007,5077.37,60848.0,,
28600,4465,28599,0.9978637017775327,0.13089489936828613,2288000,-0.12625344097614288,512,-0.8388248682022095,0.0007,5322.55,61441.0,,
28700,4472,28699,0.9983325232751667,0.04466162994503975,2296000,0.01220232155174017,513,-0.8479787707328796,0.0007,5380.93,63043.0,,
28800,4479,28799,0.996928448555991,0.10749325901269913,2304000,-0.12670257687568665,514,-0.9064351916313171,0.0007,5183.51,62201.0,,
28900,4486,28899,0.9904925310984254,0.630851149559021,2312000,0.03449064493179321,515,-1.1887458562850952,0.0007,5175.56,62501.0,,
29000,4494,28999,0.9986333176493645,0.09004994481801987,2320000,-0.06476371735334396,516,-0.7192043662071228,0.0007,5175.48,62415.0,,
29100,4501,29099,0.9726630728691816,1.8097914457321167,2328000,0.005796303041279316,517,-0.7083960771560669,0.0007,5155.6,61646.0,,
29200,4508,29199,0.9976409585215151,0.05833703279495239,2336000,-0.07116248458623886,518,-0.8200616240501404,0.0007,5134.12,61071.0,,
29300,4515,29299,0.999023484881036,0.043089672923088074,2344000,-0.03754780814051628,519,-1.0245860815048218,0.0007,5117.74,60651.0,,
29400,4522,29399,0.9992620608536527,0.032437440007925034,2352000,-0.02933145873248577,520,-1.0405000448226929,0.0007,5129.76,60908.0,,
29500,4528,29499,0.9855374582111835,0.4357154369354248,2360000,0.05457395315170288,521,-0.8936006426811218,0.0007,5128.5,60910.0,,
29600,4536,29599,0.8062636256217957,6.920375823974609,2368000,-0.6570026278495789,522,-1.1035860776901245,0.0007,5135.7,61092.0,,
29700,4543,29699,0.9958631223998964,0.19619816541671753,2376000,-0.1758982092142105,522,-0.7844913601875305,0.0007,5170.96,62019.0,,
29800,4550,29799,0.9146317541599274,7.1492438316345215,2384000,0.48445531725883484,523,-1.07021164894104,0.0007,5186.14,62408.0,,
29900,4557,29899,0.8364486545324326,7.729709148406982,2392000,0.4907529056072235,524,-1.1440564393997192,0.0007,5210.32,63536.0,,
,,29999,0.9926480366848409,0.08206083625555038,2400000,-0.00905925314873457,,-0.8849170804023743,0.0007,,,17860.8,62400.0
30000,4818,,,,2400000,,498,,,5223.0,63862.0,,
30100,4825,30099,0.9982310445047915,0.03829663619399071,2408000,0.013418855145573616,499,-0.8308280110359192,0.0007,5453.07,63170.0,,
30200,4832,30199,0.84237901866436,4.421268463134766,2416000,0.12906430661678314,499,-0.8425278067588806,0.0007,5694.72,63008.0,,
30300,4839,30299,0.9972724025137722,0.062084682285785675,2424000,-0.047635648399591446,500,-0.9287469983100891,0.0007,5679.35,62379.0,,
30400,4847,30399,0.8536643236875534,4.2763895988464355,2432000,0.07168842852115631,501,-1.0042396783828735,0.0007,5895.64,62197.0,,
30500,4853,30499,0.9986154700163752,0.27486157417297363,2440000,-0.039095453917980194,502,-1.1115318536758423,0.0007,5904.95,62404.0,,
30600,4859,30599,0.9864501683041453,0.5714778304100037,2448000,0.04978461563587189,503,-1.0572123527526855,0.0007,6123.84,62329.0,,
30700,4866,30699,0.9989955368218943,0.06313453614711761,2456000,-0.12729844450950623,504,-1.0988942384719849,0.0007,6437.59,64391.0,,
30800,4873,30799,0.9983903175452724,0.0771053358912468,2464000,0.0063762725330889225,505,-1.2361185550689697,0.0007,6472.59,65352.0,,
30900,4880,30899,0.9981868517352268,0.06917943805456161,2472000,-0.00397892901673913,506,-1.1009514331817627,0.0007,6459.66,66165.0,,
31000,4886,30999,0.9990811588941142,0.0894397720694542,2480000,0.053056228905916214,507,-1.1682730913162231,0.0007,6484.17,66800.0,,
31100,4893,31099,0.9966433122754097,0.09641554951667786,2488000,0.041227251291275024,508,-0.9835735559463501,0.0007,6491.5,67051.0,,
31200,4900,31199,0.9449277184903622,1.776288628578186,2496000,0.0487096793949604,509,-1.0781038999557495,0.0007,6503.86,67321.0,,
31300,4907,31299,0.9968369023408741,0.09190843254327774,2504000,-0.024445539340376854,510,-0.960453450679779,0.0007,6486.2,66515.0,,
31400,4913,31399,0.9979960140772164,0.07063104212284088,2512000,0.05621638521552086,511,-1.0855406522750854,0.0007,6482.09,66110.0,,
31500,4919,31499,0.9986303691985086,0.07496054470539093,2520000,0.031079275533556938,512,-1.1147253513336182,0.0007,6460.92,65678.0,,
31600,4926,31599,0.9975934261456132,0.165765643119812,2528000,0.05292532593011856,513,-1.0705801248550415,0.0007,6459.69,65413.0,,
31700,4933,31699,0.885550782084465,5.3845343589782715,2536000,-0.20099030435085297,514,-0.8018409013748169,0.0007,6447.07,65141.0,,
31800,4940,31799,0.9991917236475274,0.04162776842713356,2544000,0.022599589079618454,514,-1.1100651025772095,0.0007,6444.12,65416.0,,
31900,4947,31899,0.7768267244100571,3.0716516971588135,2552000,-0.582821786403656,515,-0.6962206959724426,0.0007,6415.6,64355.0,,
,,31999,0.9974249366205186,0.04289683327078819,2560000,-0.07232841104269028,,-0.9986265301704407,0.0007,,,13040.8,60000.0
32000,5191,,,,2560000,,493,,,6415.6,64355.0,,
32100,5198,32099,0.9961518221534789,0.097603440284729,2568000,-0.10708816349506378,494,-0.8933306932449341,0.0007,6655.03,63854.0,,
32200,5205,32199,0.9957135613076389,0.22245295345783234,2576000,0.015334240160882473,494,-0.9964273571968079,0.0007,6868.08,63120.0,,
32300,5212,32299,0.9980624229647219,0.06594207137823105,2584000,0.11650288105010986,495,-1.0487209558486938,0.0007,7529.25,61928.0,,
32400,5218,32399,0.9987459606491029,0.02833179011940956,2592000,0.04713696241378784,496,-1.01955246925354,0.0007,8006.88,61661.0,,
32500,5224,32499,0.9990456579253078,0.04658390209078789,2600000,-0.021034840494394302,497,-0.9850797057151794,0.0007,8221.37,61494.0,,
32600,5231,32599,0.996695464476943,0.47459492087364197,2608000,-0.05961998179554939,498,-0.9167329668998718,0.0007,8668.33,62167.0,,
32700,5239,32699,0.616556853055954,31.50846290588379,2616000,-0.2132299691438675,499,-0.8614365458488464,0.0007,8436.27,62921.0,,
32800,5245,32799,0.998424586490728,0.05272773653268814,2624000,-0.06629930436611176,500,-0.8259653449058533,0.0007,7547.53,66602.0,,
32900,5251,32899,0.99646055418998,0.07964225858449936,2632000,0.04403787851333618,501,-0.8397663235664368,0.0007,7547.53,66602.0,,
33000,5258,32999,0.9996965018217452,0.013479414395987988,2640000,0.02728039026260376,502,-1.1509952545166016,0.0007,7072.16,66006.0,,
33100,5265,33099,0.9966514951083809,0.09097205847501755,2648000,0.019777094945311546,502,-1.048513412475586,0.0007,6827.57,65824.0,,
33200,5272,33199,0.9666950516402721,1.1167882680892944,2656000,0.2009817212820053,503,-0.9934549331665039,0.0007,6823.07,65453.0,,
33300,5277,33299,0.9978813827037811,0.04477325826883316,2664000,-0.014160561375319958,504,-0.677873432636261,0.0007,6828.84,65549.0,,
33400,5284,33399,0.9980230615474284,0.057412851601839066,2672000,0.005518710240721703,505,-0.805851936340332,0.0007,6826.0,65207.0,,
33500,5291,33499,0.9986499415244907,0.06260324269533157,2680000,0.03599885106086731,506,-1.0363057851791382,0.0007,6805.76,64772.0,,
33600,5298,33599,0.5334949493408203,11.69084358215332,2688000,0.739646315574646,507,-0.8323362469673157,0.0007,6802.29,65206.0,,
33700,5305,33699,0.8338181525468826,8.003826141357422,2696000,-0.6596373915672302,508,-1.0111654996871948,0.0007,6802.29,65206.0,,
33800,5310,33799,0.8078326284885406,7.239205360412598,2704000,-0.6345478296279907,509,-1.0062694549560547,0.0007,6806.14,65471.0,,
33900,5318,33899,0.9958502245135605,0.1377357393503189,2712000,-0.07217466831207275,509,-1.0216423273086548,0.0007,6804.43,65480.0,,
,,33999,0.9914896646514535,0.19610406458377838,2720000,0.031074974685907364,,-0.9577188491821289,0.0007,,,3570.4,87180.0
34000,5352,,,,2720000,,508,,,6780.64,65194.0,,
34100,5359,34099,0.9971315579023212,0.10214205831289291,2728000,0.01635684445500374,509,-1.2358591556549072,0.0007,6780.64,65194.0,,
34200,5365,34199,0.9933704701252282,0.08815242350101471,2736000,-0.029907826334238052,509,-0.9361892938613892,0.0007,6759.06,64801.0,,
34300,5372,34299,0.9876422518864274,0.22752948105335236,2744000,-0.01865428499877453,510,-0.8732889294624329,0.0007,6743.93,64558.0,,
34400,5379,34399,0.9987636003643274,0.14898262917995453,2752000,0.010967058129608631,511,-0.9853742718696594,0.0007,6710.72,63781.0,,
34500,5386,34499,0.9990747755509801,0.09463473409414291,2760000,0.07982315123081207,512,-1.062174677848816,0.0007,6231.87,64716.0,,
34600,5393,34599,0.9985128936823457,0.044278547167778015,2768000,0.07015620917081833,513,-1.1991900205612183,0.0007,6017.09,65687.0,,
34700,5399,34699,0.6697447001934052,14.72307014465332,2776000,-0.5987455248832703,514,-1.0464138984680176,0.0007,5586.3,66063.0,,
34800,5406,34799,0.9948071022517979,0.11298972368240356,2784000,-0.048985984176397324,514,-0.8924362063407898,0.0007,5532.21,64921.0,,
34900,5413,34899,0.9982463833875954,0.054765261709690094,2792000,0.044761281460523605,515,-0.8089867830276489,0.0007,5500.2,64800.0,,
35000,5420,34999,0.9970746333710849,0.061739481985569,2800000,0.04276839643716812,516,-1.1430853605270386,0.0007,5500.2,64800.0,,
35100,5426,35099,0.9984041121788323,0.045834511518478394,2808000,0.03726925328373909,517,-1.202752947807312,0.0007,5454.25,63885.0,,
35200,5433,35199,0.9977217146661133,0.13512973487377167,2816000,-0.06529685109853745,518,-1.0559170246124268,0.0007,5472.59,64466.0,,
35300,5440,35299,0.9952188660390675,0.14443479478359222,2824000,-0.1290137618780136,519,-0.9301714897155762,0.0007,5472.98,64678.0,,
35400,5447,35399,0.9770493786782026,0.5898511409759521,2832000,-0.13268475234508514,519,-1.112653374671936,0.0007,5472.98,64678.0,,
35500,5454,35499,0.9967399083543569,0.10417290776968002,2840000,-0.06610026955604553,520,-1.1799083948135376,0.0007,5492.84,65578.0,,
35600,5459,35599,0.9968999959528446,0.06431978940963745,2848000,-0.003501706523820758,521,-0.9758329391479492,0.0007,5506.22,66198.0,,
35700,5467,35699,0.7753894627094269,6.791184902191162,2856000,-0.7141006588935852,522,-0.949376106262207,0.0007,5506.55,66359.0,,
35800,5474,35799,0.9971471300814301,0.06321048736572266,2864000,-0.0358872190117836,523,-1.0465515851974487,0.0007,5506.63,66332.0,,
35900,5481,35899,0.9844352649524808,0.7717817425727844,2872000,0.16930325329303741,523,-1.0681581497192383,0.0007,5499.76,66409.0,,
,,35999,0.7592649310827255,6.131625652313232,2880000,-0.45693618059158325,,-0.9420233964920044,0.0007,,,12340.0,37140.0
36000,5720,,,,2880000,,503,,,5500.94,66722.0,,
36100,5727,36099,0.9511710666120052,1.5619107484817505,2888000,0.060408033430576324,504,-1.0892084836959839,0.0007,5977.31,66564.0,,
36200,5734,36199,0.9904391095042229,0.08198785781860352,2896000,-0.046672265976667404,504,-1.0472854375839233,0.0007,6216.09,67818.0,,
36300,5741,36299,0.9982039858587086,0.051717258989810944,2904000,0.014327851124107838,505,-1.147646188735962,0.0007,6215.64,67652.0,,
36400,5748,36399,0.9669277034699917,0.7329819202423096,2912000,0.05185805633664131,506,-1.3531821966171265,0.0007,6220.41,67111.0,,
36500,5755,36499,0.9945595841854811,0.8832888603210449,2920000,-0.04245533049106598,507,-0.9301419258117676,0.0007,6173.98,67131.0,,
36600,5762,36599,0.9701913557946682,0.19354753196239471,2928000,0.06488863378763199,508,-0.7369519472122192,0.0007,6314.39,65719.0,,
36700,5769,36699,0.9989237146219239,0.0872984379529953,2936000,-0.0016028095269575715,508,-0.9050392508506775,0.0007,6303.24,65375.0,,
36800,5777,36799,0.9965692162513733,0.2025837004184723,2944000,-0.1878446787595749,509,-1.1336939334869385,0.0007,6289.34,65038.0,,
36900,5784,36899,0.8062637001276016,8.974740982055664,2952000,-0.433709055185318,510,-0.8800325393676758,0.0007,6296.18,65373.0,,
37000,5790,36999,0.9882368547841907,0.21949246525764465,2960000,0.2941601574420929,511,-1.070993185043335,0.0007,6292.73,66163.0,,
37100,5798,37099,0.9973639433737844,0.07610845565795898,2968000,0.08425970375537872,511,-1.1465034484863281,0.0007,6303.48,66859.0,,
37200,5804,37199,0.9965628106147051,0.07745981216430664,2976000,0.025533724576234818,512,-0.9649152159690857,0.0007,6309.47,67175.0,,
37300,5811,37299,0.983035858720541,0.6823098063468933,2984000,0.1095474511384964,513,-1.0434541702270508,0.0007,6309.47,67175.0,,
37400,5817,37399,0.9811260532587767,0.3977983891963959,2992000,-0.13068370521068573,514,-1.0272566080093384,0.0007,6313.15,68080.0,,
37500,5824,37499,0.9927085237577558,0.07793737947940826,3000000,0.030303150415420532,515,-0.8582439422607422,0.0007,6295.66,67469.0,,
37600,5831,37599,0.9981977605493739,0.05057961866259575,3008000,-0.030119771137833595,515,-1.0839895009994507,0.0007,6300.02,67634.0,,
37700,5838,37699,0.8312833309173584,5.879369258880615,3016000,-0.6567399501800537,516,-1.1132112741470337,0.0007,6306.47,68012.0,,
37800,5845,37799,0.7683926671743393,12.627568244934082,3024000,0.6080830693244934,517,-0.9180179834365845,0.0007,6297.8,67948.0,,
37900,5852,37899,0.9810713808983564,0.09959354251623154,3032000,0.10915098339319229,518,-1.0432004928588867,0.0007,6304.0,68113.0,,
,,37999,0.997438746271655,0.06042542681097984,3040000,-0.029420975595712662,,-1.0481451749801636,0.0007,,,3592.8,94060.0
38000,5889,,,,3040000,,516,,,6301.7,67973.0,,
38100,5896,38099,0.9785430431365967,0.9132912755012512,3048000,0.22201628983020782,516,-0.9990436434745789,0.0007,6290.49,67537.0,,
38200,5903,38199,0.993172443471849,0.09808602929115295,3056000,-0.10020413249731064,517,-1.004520058631897,0.0007,6307.28,68232.0,,
38300,5910,38299,0.997402511537075,0.33597469329833984,3064000,-0.03599202260375023,518,-0.8621646761894226,0.0007,6300.66,68220.0,,
38400,5917,38399,0.9971835864707828,0.05726579949259758,3072000,-0.020892400294542313,519,-1.092490553855896,0.0007,6305.27,68400.0,,
38500,5924,38499,0.9965386192779988,0.4926479458808899,3080000,-0.030908823013305664,519,-1.053906798362732,0.0007,6268.27,67193.0,,
38600,5931,38599,0.9198575392365456,2.1862752437591553,3088000,-0.6470516324043274,520,-1.0689878463745117,0.0007,6267.92,66954.0,,
38700,5938,38699,0.996980628464371,0.07980484515428543,3096000,-0.11004723608493805,521,-1.0159786939620972,0.0007,6264.89,67084.0,,
38800,5945,38799,0.997012946754694,0.11655161529779434,3104000,0.02063760720193386,522,-1.1823161840438843,0.0007,6246.87,66586.0,,
38900,5952,38899,0.9865848971530795,0.32341259717941284,3112000,0.0897950828075409,522,-0.9822986721992493,0.0007,6265.7,67235.0,,
39000,5959,38999,0.9945655521005392,0.05882978439331055,3120000,0.039111923426389694,523,-0.9119700789451599,0.0007,6271.73,67510.0,,
39100,5966,39099,0.9981707129627466,0.04952096566557884,3128000,-0.06160671263933182,524,-0.8867365121841431,0.0007,6247.61,67097.0,,
39200,5973,39199,0.9889789130538702,0.3154313862323761,3136000,-0.029399046674370766,524,-0.8868269324302673,0.0007,6234.63,66751.0,,
39300,5980,39299,0.9957687496207654,0.10430803149938583,3144000,-0.007358232978731394,525,-0.6902986764907837,0.0007,6195.33,65491.0,,
