time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,train/policy_loss,train/explained_variance,train/learning_rate,rollout/ep_len_mean,train/value_loss,time/fps,eval/mean_reward,eval/mean_ep_length
2870000,143500,9185,340.62,-0.07553175836801529,143499,-0.03145291283726692,0.9423522800207138,0.0007,1675.35,0.291452556848526,312,,
2872000,143600,9191,347.0,-3.512969215080375e-06,143599,6.087964266043855e-08,0.9903360679745674,0.0007,1688.01,0.3153401017189026,312,,
2874000,143700,9198,344.79,-0.0018195199081674218,143699,0.00011486378934932873,0.9828427247703075,0.0007,1663.91,0.25159355998039246,312,,
2876000,143800,9204,348.46,-0.00013507643598131835,143799,-5.083196811028756e-06,0.9857154795899987,0.0007,1664.89,0.08980008214712143,312,,
2878000,143900,9210,349.04,-0.0005712040001526475,143899,3.0902137950761244e-05,-0.10511231422424316,0.0007,1662.37,0.8246623277664185,312,,
2880000,,,,-0.00037907963269390166,143999,1.2626037459995132e-05,0.9913326855748892,0.0007,,0.1947312355041504,,403.4,1600.2
2880000,144000,9222,346.53,,,,,,1644.32,,312,,
2882000,144100,9229,340.31,-0.0335334837436676,144099,-0.008575825951993465,0.969103405252099,0.0007,1613.14,0.4008966088294983,312,,
2884000,144200,9235,338.24,-0.05963127687573433,144199,-0.0808144062757492,0.9584501534700394,0.0007,1601.76,0.7275907397270203,312,,
2886000,144300,9241,342.54,-0.02765260450541973,144299,0.12344618141651154,0.9853113032877445,0.0007,1602.72,0.5780510306358337,312,,
2888000,144400,9247,341.11,-0.004935828968882561,144399,-0.00019060669001191854,0.9547016769647598,0.0007,1610.88,1.2903536558151245,312,,
2890000,144500,9253,342.71,-0.0443197526037693,144499,0.015784040093421936,0.9528411403298378,0.0007,1606.52,0.25504782795906067,312,,
2892000,144600,9259,330.82,-0.053735990077257156,144599,-0.004320110194385052,0.9262651205062866,0.0007,1608.1,0.8725088238716125,312,,
2894000,144700,9265,323.05,-0.02186177484691143,144699,0.0029388999100774527,0.9010950028896332,0.0007,1576.84,2.091796636581421,312,,
2896000,144800,9271,323.52,-0.00960567407310009,144799,0.00040537514723837376,0.16630572080612183,0.0007,1582.89,10.596150398254395,312,,
2898000,144900,9278,335.24,-0.03642600402235985,144899,0.06469663232564926,0.8857928514480591,0.0007,1622.42,1.2504905462265015,312,,
2900000,145000,9284,345.93,-0.015931231901049614,144999,-0.0030853215139359236,0.6394819617271423,0.0007,1650.88,8.509732246398926,312,,
2902000,145100,9290,348.79,-0.0003792744828388095,145099,-1.750971750880126e-05,0.9714462477713823,0.0007,1676.72,0.4375324249267578,312,,
2904000,145200,9296,345.87,-0.02774212695658207,145199,0.07807324826717377,0.9806914459913969,0.0007,1682.25,0.5628353357315063,312,,
2906000,145300,9302,343.8,-0.0007158914231695235,145299,-3.777110032388009e-05,0.9866065550595522,0.0007,1694.77,0.5409345626831055,312,,
2908000,145400,9308,346.51,-0.05110490322113037,145399,-0.009358701296150684,0.9432315118610859,0.0007,1714.19,0.33603787422180176,312,,
2910000,145500,9315,334.53,-0.03888503834605217,145499,0.04100242257118225,0.8929911330342293,0.0007,1693.06,1.21116304397583,312,,
2912000,145600,9321,333.45,-0.006267243530601263,145599,0.0008490454638376832,0.9915234167128801,0.0007,1690.67,0.16394644975662231,312,,
2914000,145700,9327,328.04,-0.11052831262350082,145699,-0.058225926011800766,0.9955404582433403,0.0007,1684.34,0.3244989514350891,312,,
2916000,145800,9333,331.83,-0.037726860493421555,145799,0.0026149856857955456,0.9931856729090214,0.0007,1691.65,0.30705150961875916,312,,
2918000,145900,9339,333.9,-0.0035458740312606096,145899,0.0002224622294306755,0.9058617651462555,0.0007,1704.9,0.589798092842102,312,,
2920000,,,,-0.024727115407586098,145999,-0.005855008028447628,0.988518594764173,0.0007,,0.4848102629184723,,378.6,1723.0
2920000,146000,9351,330.29,,,,,,1724.46,,312,,
2922000,146100,9356,331.35,-0.015292960219085217,146099,0.0018359977984800935,0.9783577769994736,0.0007,1728.24,0.6655146479606628,312,,
2924000,146200,9362,338.41,-0.09734480082988739,146199,0.010455724783241749,0.9978293974418193,0.0007,1765.8,0.1583724319934845,312,,
2926000,146300,9369,344.49,-0.0001022712021949701,146299,-3.8208574437703646e-07,0.9955090414732695,0.0007,1782.83,0.17877262830734253,312,,
2928000,146400,9375,348.15,-0.021908070892095566,146399,-0.0011510428739711642,0.9929027021862566,0.0007,1784.49,0.11363343149423599,312,,
2930000,146500,9381,351.62,-0.016989806666970253,146499,-0.0002811388985719532,0.4997473955154419,0.0007,1792.74,10.830138206481934,312,,
2932000,146600,9387,347.82,-1.2377495295368135e-06,146599,8.408778562341013e-09,0.9906981848180294,0.0007,1792.66,0.24408157169818878,312,,
2934000,146700,9393,350.72,-0.005546312779188156,146699,0.00012125074135838076,0.9771713148802519,0.0007,1814.87,0.10664951801300049,312,,
2936000,146800,9399,357.02,-0.008543056435883045,146799,-0.0003715710190590471,0.9865588331595063,0.0007,1804.33,0.32683441042900085,312,,
2938000,146900,9406,359.1,-0.0028091706335544586,146899,5.527395478566177e-05,0.994842897169292,0.0007,1805.87,0.11520695686340332,312,,
2940000,147000,9412,362.91,-0.023350724950432777,146999,0.08015419542789459,0.8423483222723007,0.0007,1812.7,0.21010540425777435,312,,
2942000,147100,9418,354.57,-0.013409890234470367,147099,-5.3927669796394184e-05,0.9195826128125191,0.0007,1788.45,0.7274437546730042,312,,
2944000,147200,9424,350.42,-0.036672987043857574,147199,-0.04357779026031494,0.4727025628089905,0.0007,1786.82,0.4694875180721283,312,,
2946000,147300,9430,354.44,-0.018575916066765785,147299,0.0014813793823122978,0.9363572970032692,0.0007,1786.22,0.7751063704490662,312,,
2948000,147400,9436,361.24,-0.0017160341376438737,147399,2.4539107471355237e-05,0.9976502903737128,0.0007,1771.29,0.10902398079633713,312,,
2950000,147500,9443,361.16,-3.053849695788813e-06,147499,9.189700733713835e-08,0.9641931764781475,0.0007,1758.35,0.10211958736181259,312,,
2952000,147600,9449,368.91,-0.028835639357566833,147599,-0.01097599696367979,0.9948585219681263,0.0007,1774.51,0.15418320894241333,312,,
2954000,147700,9455,382.0,-0.02401025965809822,147699,-0.005770313087850809,0.9733598288148642,0.0007,1796.24,0.5060184597969055,312,,
2956000,147800,9461,384.36,-0.00020790875714737922,147799,1.130708733398933e-05,0.9734489917755127,0.0007,1803.93,0.3026439845561981,312,,
2958000,147900,9467,385.26,-0.17220695316791534,147899,0.08053634315729141,0.9644959978759289,0.0007,1804.13,0.5374156832695007,312,,
2960000,,,,-0.053145408630371094,147999,0.0021882259752601385,0.35622793436050415,0.0007,,5.060279369354248,,419.0,1841.8
2960000,148000,9478,386.44,,,,,,1805.83,,312,,
2962000,148100,9484,382.13,-0.006557879503816366,148099,0.0004616991791408509,0.9971986447926611,0.0007,1793.12,0.12323007732629776,312,,
2964000,148200,9490,382.87,-0.011338651180267334,148199,-0.0009391475468873978,0.9844908397644758,0.0007,1775.49,0.13857994973659515,312,,
2966000,148300,9497,384.18,-0.0011910308385267854,148299,-1.9405244529480115e-05,0.9825438242405653,0.0007,1776.31,0.37360596656799316,312,,
2968000,148400,9503,383.84,-0.04135292395949364,148399,0.0018126138020306826,0.9784600082784891,0.0007,1784.36,0.2140210121870041,312,,
2970000,148500,9509,379.73,-0.0524735264480114,148499,-0.17218191921710968,0.8166098445653915,0.0007,1770.95,5.092700004577637,312,,
2972000,148600,9515,381.56,-0.0015657906187698245,148599,5.298642281559296e-05,0.9983806302770972,0.0007,1796.28,0.05165145546197891,312,,
2974000,148700,9521,379.18,-0.03624561429023743,148699,-0.22537651658058167,0.23546046018600464,0.0007,1799.18,2.331993579864502,312,,
2976000,148800,9528,382.35,-0.001446914509870112,148799,-3.795176962739788e-05,0.9945707274600863,0.0007,1834.94,0.0778539702296257,312,,
2978000,148900,9534,388.3,-0.008598229847848415,148899,-0.0002661460021045059,0.998568017152138,0.0007,1843.66,0.10315024107694626,312,,
2980000,149000,9540,388.77,-0.01923225261271,148999,-0.0483340285718441,0.9806472472846508,0.0007,1834.29,0.11054100096225739,312,,
2982000,149100,9546,387.07,-3.192304939148016e-05,149099,-7.617478786414722e-06,0.8982735872268677,0.0007,1847.19,9.411331176757812,312,,
2984000,149200,9552,390.45,-3.6129220006841933e-06,149199,-7.937862811502328e-09,0.26874470710754395,0.0007,1850.9,0.07816692441701889,312,,
2986000,149300,9558,398.04,-0.03478327393531799,149299,0.00020450205192901194,0.9986301204189658,0.0007,1877.24,0.05128709226846695,312,,
2988000,149400,9564,400.85,-0.04143848270177841,149399,0.008175099268555641,0.987056608311832,0.0007,1893.57,0.4873660206794739,312,,
2990000,149500,9570,402.11,-6.687137647531927e-05,149499,9.676493391452823e-06,0.9727744925767183,0.0007,1899.83,0.6437620520591736,312,,
2992000,149600,9577,403.05,-0.026011977344751358,149599,-0.00963172223418951,0.9763152375817299,0.0007,1905.15,0.570175290107727,312,,
2994000,149700,9583,394.45,-0.04578377306461334,149699,0.009885734878480434,0.9414401203393936,0.0007,1898.31,0.25563284754753113,312,,
2996000,149800,9590,385.81,-0.0344894714653492,149799,0.009048933163285255,0.9726767539978027,0.0007,1898.16,0.2447357177734375,312,,
2998000,149900,9596,384.07,-0.011813727207481861,149899,0.0016371425008401275,0.9738278407603502,0.0007,1909.42,0.4513876438140869,312,,
3000000,,,,-0.02696557343006134,149999,-0.007105730473995209,0.9926322023384273,0.0007,,0.08323615044355392,,370.6,2114.6
3000000,150000,9611,381.67,,,,,,1921.0,,312,,
3002000,150100,9618,376.98,-0.023887503892183304,150099,-0.03916538134217262,0.9850612971931696,0.0007,1921.75,0.29708507657051086,312,,
3004000,150200,9624,374.04,-0.020912330597639084,150199,0.012917689047753811,0.9554931931197643,0.0007,1939.26,1.5917844772338867,312,,
3006000,150300,9630,372.68,-0.00019088682893197984,150299,8.120358870655764e-06,0.993891270365566,0.0007,1947.12,0.32793962955474854,312,,
3008000,150400,9636,376.13,-4.887310296908254e-06,150399,3.990693553390656e-09,0.9978812769986689,0.0007,1986.4,0.0771370381116867,312,,
3010000,150500,9642,374.31,-0.03651925548911095,150499,-0.009373366832733154,0.9903471358120441,0.0007,1994.66,0.4970402717590332,312,,
3012000,150600,9649,372.04,-0.0037964775692671537,150599,0.00025016459403559566,0.9381382092833519,0.0007,1986.04,0.41484758257865906,312,,
3014000,150700,9655,366.38,-0.08900115638971329,150699,0.032338399440050125,0.9980579931288958,0.0007,1967.7,0.18034492433071136,312,,
3016000,150800,9661,368.76,-0.08234618604183197,150799,0.029424523934721947,0.9685608148574829,0.0007,1983.89,1.782011866569519,312,,
3018000,150900,9667,367.47,-0.007563568651676178,150899,-0.0006191031425260007,0.6210348904132843,0.0007,1978.2,0.5597614049911499,312,,
3020000,151000,9673,368.46,-0.0354185476899147,150999,0.011979774571955204,0.41456443071365356,0.0007,1987.34,4.4295854568481445,312,,
3022000,151100,9679,368.84,-0.0007796883583068848,151099,3.6941237340215594e-05,0.9860302917659283,0.0007,1976.8,0.1554533839225769,312,,
3024000,151200,9685,367.81,-0.012640955857932568,151199,0.005683674942702055,0.9770672880113125,0.0007,1948.81,0.4410615861415863,312,,
3026000,151300,9691,363.83,-0.0735243707895279,151299,0.03331730514764786,0.8780822604894638,0.0007,1959.28,0.5353688597679138,312,,
3028000,151400,9698,360.41,-0.06019846349954605,151399,-0.3573604226112366,0.6073577702045441,0.0007,1946.6,4.899527072906494,312,,
3030000,151500,9704,346.11,-0.030453873798251152,151499,-0.0016876728041097522,0.9939138572663069,0.0007,1884.85,0.1514090597629547,312,,
3032000,151600,9710,346.91,-0.04647520184516907,151599,-0.04128655046224594,0.9769243560731411,0.0007,1885.68,0.44918057322502136,312,,
3034000,151700,9717,342.73,-7.362508767982945e-06,151699,2.9305818216585067e-08,0.9175199568271637,0.0007,1876.08,3.0120415687561035,312,,
3036000,151800,9723,343.42,-0.009635016322135925,151799,0.10067504644393921,0.9907043967396021,0.0007,1882.6,0.35592779517173767,312,,
3038000,151900,9729,345.0,-0.012573120184242725,151899,0.002349358517676592,0.9157824441790581,0.0007,1902.46,0.3789784610271454,312,,
3040000,,,,-0.003410734934732318,151999,0.00014444788394030184,0.9876877618953586,0.0007,,0.41240397095680237,,316.8,1891.4
3040000,152000,9740,341.94,,,,,,1894.44,,312,,
3042000,152100,9746,342.35,-0.004384008701890707,152099,0.0001278405834455043,0.8358083963394165,0.0007,1876.09,2.753603458404541,312,,
3044000,152200,9752,336.82,-0.004689772613346577,152199,-0.0005705393268726766,0.9978437980171293,0.0007,1856.4,0.3164092004299164,312,,
3046000,152300,9758,336.61,-0.002081254031509161,152299,-0.00024308620777446777,0.9870650712400675,0.0007,1835.37,0.3331072926521301,312,,
3048000,152400,9764,321.71,-0.017041543498635292,152399,-0.0016150284791365266,0.9607941061258316,0.0007,1758.4,0.46503207087516785,312,,
3050000,152500,9771,320.82,-0.021667053923010826,152499,0.009226161055266857,0.9928370942361653,0.0007,1738.65,0.3122214078903198,312,,
3052000,152600,9777,320.28,-0.001717258128337562,152599,0.0002185363118769601,0.998936666874215,0.0007,1715.6,0.118229940533638,312,,
3054000,152700,9783,324.15,-0.0010595590574666858,152699,-1.584442907187622e-05,0.9921519989147782,0.0007,1717.38,0.31856903433799744,312,,
3056000,152800,9789,327.61,-0.0020389396231621504,152799,-0.0004731654189527035,0.9650580659508705,0.0007,1734.47,0.6324451565742493,312,,
3058000,152900,9795,325.08,-0.003767562797293067,152899,-0.00010418620513519272,0.9875345239415765,0.0007,1729.1,0.2557799518108368,312,,
3060000,153000,9801,326.77,-0.0003773774951696396,152999,-5.294422862789361e-06,0.9897133614867926,0.0007,1718.92,0.1409844160079956,312,,
3062000,153100,9808,323.72,-0.002846822841092944,153099,-2.927910645666998e-05,0.9949923949316144,0.0007,1713.03,0.44276362657546997,312,,
3064000,153200,9814,325.22,-0.007352733518928289,153199,0.0006128402892500162,0.9946425654925406,0.0007,1712.58,0.281055212020874,312,,
3066000,153300,9820,319.8,-0.0005844269180670381,153299,4.35271613241639e-05,0.9446349516510963,0.0007,1687.77,0.28121140599250793,312,,
3068000,153400,9826,322.21,-0.06381559371948242,153399,-0.12272291630506516,0.7005980610847473,0.0007,1684.29,8.099940299987793,312,,
3070000,153500,9832,325.19,-0.023971492424607277,153499,0.0004581153916660696,0.9951832224614918,0.0007,1694.05,0.11435709148645401,312,,
3072000,153600,9838,332.89,-0.05616569519042969,153599,-0.18689261376857758,0.8923637941479683,0.0007,1740.64,6.859517574310303,312,,
3074000,153700,9845,337.93,-0.03845744952559471,153699,-0.012880687601864338,0.9972342641558498,0.0007,1742.95,0.17097924649715424,312,,
3076000,153800,9851,338.76,-0.05089128017425537,153799,-0.022806823253631592,0.9845921332016587,0.0007,1751.11,0.11092277616262436,312,,
3078000,153900,9857,337.94,-0.0009358405950479209,153899,1.0743581697170157e-05,0.9873834690079093,0.0007,1744.85,0.1135680302977562,312,,
3080000,,,,-0.035023033618927,153999,0.009541540406644344,0.9824879132211208,0.0007,,0.5171151161193848,,434.2,2111.0
3080000,154000,9869,335.47,,,,,,1730.1,,312,,
3082000,154100,9875,337.66,-0.0054163201712071896,154099,0.00028445073985494673,0.9687401726841927,0.0007,1734.36,0.1854468137025833,312,,
3084000,154200,9881,341.31,-0.0001610418112250045,154199,-1.5961868484737352e-06,0.9638348929584026,0.0007,1746.02,1.010750651359558,312,,
3086000,154300,9888,342.62,-1.493502077209996e-05,154299,-2.262101617134249e-07,0.9979940971825272,0.0007,1753.79,0.06975159794092178,312,,
3088000,154400,9894,342.27,-0.0010530519066378474,154399,-2.7887643227586523e-05,0.994368823710829,0.0007,1761.68,0.44162383675575256,312,,
3090000,154500,9900,344.0,-0.038803793489933014,154499,0.0008749118424020708,0.8985536471009254,0.0007,1771.37,1.1009106636047363,312,,
3092000,154600,9906,353.32,-8.431739115621895e-05,154599,2.389443352512899e-06,0.969791054725647,0.0007,1813.94,0.7048345804214478,312,,
3094000,154700,9912,354.27,-0.00823346246033907,154699,-0.0007813518168404698,0.7284300625324249,0.0007,1837.29,0.5054273009300232,312,,
3096000,154800,9918,352.71,-0.0009416527464054525,154799,2.5980232749134302e-05,0.9700373969972134,0.0007,1853.93,0.353500097990036,312,,
3098000,154900,9924,354.69,-2.7668275492942485e-07,154899,-0.0,0.9582764990627766,0.0007,1868.58,1.3699649572372437,312,,
3100000,155000,9930,349.02,-0.05195597931742668,154999,0.009305790066719055,0.9899881081655622,0.0007,1854.09,0.2904168665409088,312,,
3102000,155100,9936,337.55,-0.03853766620159149,155099,0.023619182407855988,0.9931091973558068,0.0007,1812.23,0.1618005782365799,312,,
3104000,155200,9942,340.39,-0.008544149808585644,155199,-0.0015441365540027618,0.9880185192450881,0.0007,1822.5,0.345062792301178,312,,
3106000,155300,9948,337.45,-0.04303985461592674,155299,-0.0024458987172693014,0.9620404280722141,0.0007,1799.58,0.855572521686554,312,,
3108000,155400,9954,340.43,-0.038362737745046616,155399,0.012876172550022602,0.9982434443663806,0.0007,1807.07,0.25459253787994385,312,,
3110000,155500,9960,343.82,-0.011196588166058064,155499,0.00035756672150455415,0.9978098527062684,0.0007,1825.01,0.0965869352221489,312,,
