train/explained_variance,time/time_elapsed,train/policy_loss,rollout/ep_rew_mean,train/learning_rate,train/value_loss,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,train/entropy_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
0.6826996505260468,595,-0.01291501522064209,33.84,0.0007,1.1417958736419678,796.72,292,8700,174000,-0.1350802630186081,8699,,
0.43222320079803467,602,-0.003695754101499915,33.85,0.0007,1.7536357641220093,806.8,292,8800,176000,-0.05980204418301582,8799,,
0.4007027745246887,609,0.003365434007719159,34.1,0.0007,2.0342159271240234,833.3,292,8900,178000,-0.09555723518133163,8899,,
0.425811231136322,615,-0.11838874965906143,33.79,0.0007,7.820891857147217,854.35,292,9000,180000,-0.1893099844455719,8999,,
0.11518263816833496,622,-0.8045690655708313,34.51,0.0007,9.90778636932373,877.34,292,9100,182000,-0.12656652927398682,9099,,
0.9377539977431297,628,0.01929285190999508,35.09,0.0007,0.155998095870018,893.0,292,9200,184000,-0.14956238865852356,9199,,
0.7781861126422882,635,0.026311522349715233,35.32,0.0007,0.3034278452396393,910.91,292,9300,186000,-0.13319121301174164,9299,,
0.2887271046638489,642,-0.8613816499710083,35.97,0.0007,9.453226089477539,922.3,292,9400,188000,-0.16846433281898499,9399,,
0.6271921098232269,648,0.0007850777474232018,36.75,0.0007,0.3693062961101532,933.53,292,9500,190000,-0.07424013316631317,9499,,
0.6618457734584808,655,-0.03899550065398216,37.56,0.0007,11.20305347442627,939.94,293,9600,192000,-0.02282584086060524,9599,,
0.6078245639801025,661,-0.0003056749701499939,37.49,0.0007,0.7923882007598877,942.34,293,9700,194000,-0.13982899487018585,9699,,
0.5345703363418579,668,-0.007001210935413837,36.57,0.0007,0.39458170533180237,942.88,293,9800,196000,-0.14224353432655334,9799,,
0.8053879886865616,674,-0.03682634234428406,37.48,0.0007,0.0903720036149025,940.33,293,9900,198000,-0.07734731584787369,9899,,
0.26384568214416504,,-0.08253923058509827,,0.0007,3.345524311065674,,,,200000,-0.1622098833322525,9999,810.0,39.8
,682,,37.83,,,928.84,292,10000,200000,,,,
0.77793850004673,688,-0.036469679325819016,38.05,0.0007,0.2120523750782013,910.54,293,10100,202000,-0.13136787712574005,10099,,
0.9061702489852905,695,-0.07321012765169144,37.98,0.0007,0.13160212337970734,897.13,293,10200,204000,-0.11940240859985352,10199,,
-1.9762511253356934,701,0.11202645301818848,37.71,0.0007,2.0955142974853516,883.72,293,10300,206000,-0.17455165088176727,10299,,
0.8770886212587357,707,0.0603170283138752,37.8,0.0007,0.10384076833724976,884.98,293,10400,208000,-0.11670341342687607,10399,,
0.5535608232021332,714,-0.026176689192652702,37.92,0.0007,6.862959384918213,863.35,294,10500,210000,-0.21636508405208588,10499,,
0.917776457965374,720,0.01765931025147438,37.99,0.0007,0.2799612283706665,848.92,294,10600,212000,-0.2330225557088852,10599,,
0.8055186718702316,726,0.005584187339991331,36.72,0.0007,0.3520759344100952,823.34,294,10700,214000,-0.09077224880456924,10699,,
0.6743157505989075,733,0.5136125683784485,34.7,0.0007,0.6714673042297363,792.2,294,10800,216000,-0.17392338812351227,10799,,
0.7984315603971481,739,-0.027783740311861038,32.19,0.0007,1.077463150024414,762.04,294,10900,218000,-0.1482870727777481,10899,,
0.8540268391370773,745,-0.04563568904995918,30.37,0.0007,0.19881777465343475,742.57,294,11000,220000,-0.22063083946704865,10999,,
