time/total_timesteps,time/fps,train/n_updates,train/explained_variance,train/entropy_loss,train/policy_loss,time/iterations,rollout/ep_len_mean,train/learning_rate,train/value_loss,time/time_elapsed,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
714000,282,35699,0.8117758482694626,-0.00964686181396246,-0.004892691038548946,35700,947.88,0.0007,2.2522706985473633,2526,54.59,,
716000,282,35799,0.9876222219318151,-0.03404110670089722,0.00023925739515107125,35800,967.76,0.0007,0.09837647527456284,2533,52.84,,
718000,282,35899,0.9005669355392456,-0.0029146657325327396,-0.00048374079051427543,35900,990.58,0.0007,0.743739664554596,2540,52.88,,
720000,,35999,0.9799864385277033,-0.00023681663151364774,-7.914296702438151e-07,,,0.0007,0.17180003225803375,,,45.4,1031.2
720000,282,,,,,36000,994.24,,,2550,53.14,,
722000,282,36099,0.9559271708130836,-0.060814518481492996,-0.024881696328520775,36100,1017.35,0.0007,1.0557329654693604,2558,53.45,,
724000,282,36199,0.9161624237895012,-0.0873551294207573,-0.011942113749682903,36200,1021.33,0.0007,0.24173198640346527,2563,53.83,,
726000,282,36299,-2.349294424057007,-0.022379642352461815,-0.00016606683493591845,36300,1029.32,0.0007,0.4131307601928711,2570,53.51,,
728000,282,36399,0.9494143575429916,-0.004619595129042864,-0.0007346064085140824,36400,1035.02,0.0007,0.23337367177009583,2577,52.5,,
730000,282,36499,0.9962883987464011,-0.035106103867292404,0.0015914317918941379,36500,1054.61,0.0007,0.02634466625750065,2585,53.94,,
732000,282,36599,0.9662807323038578,-0.037006162106990814,0.020272674039006233,36600,1069.55,0.0007,0.7291501760482788,2592,54.29,,
734000,282,36699,0.9788901545107365,-0.01558761578053236,-0.00027963146567344666,36700,1091.85,0.0007,0.0962454304099083,2599,55.39,,
736000,282,36799,0.9236609637737274,-0.011206860654056072,-4.163374615018256e-05,36800,1104.67,0.0007,0.23737502098083496,2606,54.83,,
738000,282,36899,0.622052013874054,-0.03131774067878723,0.049365799874067307,36900,1124.06,0.0007,0.06031342223286629,2613,52.82,,
740000,282,36999,0.9695464186370373,-0.03715185821056366,-0.0014271981781348586,37000,1136.91,0.0007,0.14617089927196503,2621,53.51,,
742000,282,37099,0.9962536464445293,-0.028674108907580376,0.0021645715460181236,37100,1155.38,0.0007,0.047289371490478516,2628,54.23,,
744000,282,37199,0.842825785279274,-0.08116129785776138,-0.014006802812218666,37200,1132.53,0.0007,0.5991814732551575,2635,53.53,,
746000,282,37299,0.9845519280061126,-0.05389925837516785,-0.00785997323691845,37300,1106.28,0.0007,0.12722696363925934,2642,51.96,,
748000,282,37399,0.9932523244060576,-0.04725424572825432,0.00014640633889939636,37400,1091.3,0.0007,0.03409412130713463,2650,51.38,,
750000,282,37499,0.22255998849868774,-0.07498135417699814,0.03031262196600437,37500,1070.7,0.0007,2.38075852394104,2657,50.41,,
752000,282,37599,0.720546692609787,-0.058494072407484055,-0.01096831914037466,37600,1064.59,0.0007,2.6157093048095703,2664,49.96,,
754000,282,37699,0.9793472290039062,-0.03551622852683067,-0.010578624904155731,37700,1069.23,0.0007,0.18538041412830353,2671,49.93,,
756000,282,37799,0.9460431449115276,-0.028629440814256668,-0.012249665334820747,37800,1063.42,0.0007,0.2477891892194748,2679,48.61,,
758000,282,37899,0.8939913138747215,-0.031621288508176804,-0.47215181589126587,37900,1038.1,0.0007,1.743739366531372,2686,48.38,,
760000,,37999,0.983910821378231,-0.0023930927272886038,5.388504359871149e-05,,,0.0007,0.07181569933891296,,,45.6,1128.8
760000,281,,,,,38000,1015.26,,,2697,45.74,,
762000,281,38099,0.9663843363523483,-0.11816612631082535,-0.07721500843763351,38100,983.74,0.0007,0.7645421624183655,2704,45.59,,
764000,281,38199,0.4805181622505188,-0.0009152112761512399,-0.00013898778706789017,38200,961.87,0.0007,1.7357234954833984,2711,44.01,,
766000,281,38299,0.9876491790637374,-0.09384480118751526,-0.11165378242731094,38300,946.67,0.0007,0.2658296525478363,2719,44.07,,
768000,281,38399,0.8554537147283554,-0.1045202985405922,0.012043214403092861,38400,955.39,0.0007,2.314422845840454,2726,44.53,,
770000,281,38499,0.9316076561808586,-0.05355006083846092,0.012401112355291843,38500,992.39,0.0007,0.6243085265159607,2733,45.02,,
