time/total_timesteps,time/fps,train/n_updates,train/explained_variance,train/entropy_loss,train/policy_loss,time/iterations,rollout/ep_len_mean,train/learning_rate,train/value_loss,time/time_elapsed,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
186000,288,9299,0.8987044394016266,-0.23939888179302216,0.01978771947324276,9300,858.73,0.0007,0.5992400646209717,644,43.76,,
188000,288,9399,0.9266378656029701,-0.06679495424032211,-0.0008041333639994264,9400,879.23,0.0007,0.07199384272098541,651,44.46,,
190000,288,9499,0.6071180701255798,-0.13066455721855164,-0.10612322390079498,9500,895.42,0.0007,3.4547653198242188,657,45.44,,
192000,289,9599,0.9587946459650993,-0.04599635303020477,0.003866431536152959,9600,905.83,0.0007,0.5161852836608887,664,45.93,,
194000,289,9699,0.2889382243156433,-0.18761995434761047,0.1223444864153862,9700,921.3,0.0007,0.8806988000869751,670,45.64,,
196000,289,9799,0.6882413029670715,-0.13034497201442719,0.47105786204338074,9800,932.29,0.0007,3.807077169418335,677,45.05,,
198000,289,9899,0.9551977589726448,-0.07541780918836594,-0.0017460217932239175,9900,941.53,0.0007,0.1644580364227295,683,44.74,,
200000,,9999,0.9826079159975052,-0.03573949635028839,-0.002330916468054056,,,0.0007,0.08694206923246384,,,44.4,958.0
200000,287,,,,,10000,952.29,,,694,44.24,,
202000,287,10099,0.49161720275878906,-0.05301337316632271,0.008591772057116032,10100,957.0,0.0007,0.12367184460163116,701,44.61,,
204000,288,10199,0.8399199545383453,-0.15235280990600586,0.04363450035452843,10200,952.2,0.0007,0.20836324989795685,708,44.44,,
206000,288,10299,-0.04961395263671875,-0.10884123295545578,-0.21442273259162903,10300,954.72,0.0007,13.721335411071777,714,45.57,,
208000,288,10399,-0.1807262897491455,-0.14064280688762665,-0.5873053073883057,10400,946.25,0.0007,26.378524780273438,721,45.29,,
210000,288,10499,0.6999558806419373,-0.09164319932460785,-0.06802251189947128,10500,946.03,0.0007,1.3396271467208862,728,45.27,,
212000,288,10599,0.8795840591192245,-0.08595555275678635,0.058220185339450836,10600,936.95,0.0007,0.3339131474494934,734,43.91,,
214000,288,10699,0.8930100128054619,-0.09686639159917831,0.012487742118537426,10700,946.01,0.0007,0.2875683903694153,741,44.15,,
216000,288,10799,0.8691789358854294,-0.11968512833118439,0.019916629418730736,10800,946.52,0.0007,0.2825411260128021,748,43.8,,
218000,288,10899,0.7451699376106262,-0.05321123078465462,-0.0019936179742217064,10900,945.41,0.0007,0.6799805760383606,754,44.17,,
220000,288,10999,0.6685970723628998,-0.051355864852666855,-0.03579386696219444,11000,963.36,0.0007,0.18172113597393036,761,44.58,,
222000,289,11099,0.9604842066764832,-0.08454345166683197,0.01891852729022503,11100,959.23,0.0007,0.3308698236942291,768,44.04,,
224000,289,11199,0.9485975839197636,-0.20473340153694153,0.10846700519323349,11200,954.35,0.0007,0.3424093723297119,774,43.62,,
226000,289,11299,0.7057282030582428,-0.15676505863666534,-0.16336120665073395,11300,953.93,0.0007,5.526890754699707,781,43.54,,
228000,289,11399,-0.5797668695449829,-0.07260201871395111,0.12796764075756073,11400,967.04,0.0007,0.8867216110229492,787,42.73,,
230000,289,11499,0.6050354540348053,-0.055431753396987915,0.00452973460778594,11500,972.49,0.0007,0.16622823476791382,794,42.61,,
232000,289,11599,0.455968976020813,-0.15325017273426056,0.020538846030831337,11600,987.33,0.0007,4.698703765869141,801,42.33,,
234000,289,11699,0.8234570771455765,-0.09699175506830215,-0.02892705611884594,11700,987.81,0.0007,0.5648242235183716,807,41.26,,
236000,289,11799,0.4998703598976135,-0.08131669461727142,0.013494029641151428,11800,994.14,0.0007,2.870684862136841,814,41.89,,
238000,289,11899,0.8925559595227242,-0.08510187268257141,-0.004115886986255646,11900,980.35,0.0007,0.14193682372570038,821,41.52,,
240000,,11999,-0.17660534381866455,-0.07456625252962112,0.006539497058838606,,,0.0007,0.7886754870414734,,,64.0,927.2
240000,288,,,,,12000,980.3,,,830,41.61,,
242000,288,12099,0.9508287683129311,-0.0671425312757492,-0.015304711647331715,12100,978.8,0.0007,0.37526318430900574,837,42.28,,
244000,289,12199,0.6405763626098633,-0.15214239060878754,0.06320954114198685,12200,975.84,0.0007,1.4056305885314941,844,43.86,,
246000,289,12299,0.867223396897316,-0.0634913295507431,-0.12259723246097565,12300,969.93,0.0007,0.22938485443592072,850,44.59,,
248000,289,12399,0.9621821865439415,-0.04686089605093002,-0.008422830142080784,12400,983.94,0.0007,0.38740530610084534,857,45.03,,
250000,289,12499,0.8903663158416748,-0.15584097802639008,-0.01409065444022417,12500,975.15,0.0007,0.6940719485282898,864,44.83,,
252000,289,12599,0.9854262946173549,-0.03460601717233658,-0.0032118340022861958,12600,966.62,0.0007,0.06818661838769913,870,45.75,,
254000,289,12699,0.9912310428917408,-0.07176708430051804,0.009633654728531837,12700,962.21,0.0007,0.07761207222938538,877,46.24,,
256000,289,12799,0.9449010379612446,-0.06562390923500061,0.0015291546005755663,12800,962.04,0.0007,0.25830790400505066,883,46.73,,
258000,289,12899,-7.702475547790527,-0.08106324821710587,0.023888427764177322,12900,947.5,0.0007,1.3777210712432861,890,46.45,,
260000,289,12999,0.980381902307272,-0.07265090942382812,0.006517115980386734,13000,956.34,0.0007,0.06297828257083893,896,46.94,,
262000,289,13099,0.2598022222518921,-0.01459294743835926,0.00040850136429071426,13100,961.13,0.0007,0.4042273163795471,903,47.34,,
264000,290,13199,0.3403804898262024,-0.13072974979877472,-0.012292577885091305,13200,963.79,0.0007,0.554763674736023,910,47.32,,
266000,290,13299,-1.7534935474395752,-0.2131752073764801,0.027562931180000305,13300,940.86,0.0007,3.2113513946533203,916,45.62,,
268000,290,13399,0.6949606239795685,-0.13640987873077393,0.010964466258883476,13400,935.83,0.0007,0.2664851248264313,923,44.58,,
270000,290,13499,0.9768480844795704,-0.07513048499822617,-0.23395292460918427,13500,926.66,0.0007,0.7415103316307068,930,44.36,,
272000,290,13599,0.9816986825317144,-0.24979038536548615,0.040944334119558334,13600,910.23,0.0007,0.12000887840986252,936,44.05,,
274000,290,13699,0.9739102125167847,-0.10327589511871338,0.0010536577319726348,13700,900.01,0.0007,0.22782225906848907,943,42.86,,
276000,290,13799,0.3933883309364319,-0.1374742090702057,0.1863967478275299,13800,880.23,0.0007,5.690528392791748,950,41.68,,
278000,290,13899,0.931517019867897,-0.14830966293811798,-0.001257950090803206,13900,870.69,0.0007,0.23101186752319336,956,41.61,,
280000,,13999,0.7614707052707672,-0.04930851235985756,-0.009125664830207825,,,0.0007,0.8447702527046204,,,39.2,873.2
280000,289,,,,,14000,875.54,,,966,42.22,,
282000,289,14099,0.6737866997718811,-0.05438544973731041,-0.09873092919588089,14100,871.26,0.0007,5.383937358856201,973,41.88,,
284000,289,14199,0.7004325985908508,-0.06598032265901566,-0.16102170944213867,14200,857.69,0.0007,2.428217649459839,980,41.33,,
286000,289,14299,0.6804292798042297,-0.1068570613861084,0.00700845941901207,14300,863.83,0.0007,1.39873206615448,986,41.68,,
288000,289,14399,0.8691821247339249,-0.00986465997993946,-0.00014429846487473696,14400,861.0,0.0007,0.4795256555080414,993,41.45,,
290000,289,14499,0.97954779304564,-0.05242171511054039,0.02708377316594124,14500,860.39,0.0007,0.3792686462402344,1000,41.19,,
292000,289,14599,0.7391014695167542,-0.08696591109037399,-0.0010771735105663538,14600,866.66,0.0007,1.3867839574813843,1006,41.28,,
294000,290,14699,0.5156145989894867,-0.08259641379117966,-0.12527838349342346,14700,882.11,0.0007,1.2482165098190308,1013,41.7,,
296000,290,14799,0.9558680355548859,-0.06195596605539322,-0.00015822259592823684,14800,881.47,0.0007,0.09375732392072678,1020,41.66,,
298000,290,14899,0.7478739619255066,-0.09876209497451782,0.13404999673366547,14900,891.43,0.0007,0.5386725664138794,1026,42.8,,
300000,290,14999,0.9134031683206558,-0.0782853364944458,0.03137735649943352,15000,901.49,0.0007,1.2265119552612305,1033,42.91,,
302000,290,15099,0.9427687339484692,-0.02182665280997753,-0.0002905996225308627,15100,885.28,0.0007,0.30466270446777344,1040,42.06,,
304000,290,15199,0.8039051294326782,-0.23145563900470734,-0.002303182380273938,15200,885.24,0.0007,0.14239120483398438,1046,42.31,,
306000,290,15299,0.7921095639467239,-0.045624990016222,0.0015774768544360995,15300,875.63,0.0007,2.0492894649505615,1053,42.3,,
308000,290,15399,0.9746603555977345,-0.08204322308301926,-0.006074892356991768,15400,873.12,0.0007,0.09634511172771454,1059,41.57,,
310000,290,15499,0.8395055383443832,-0.07499314099550247,-0.009559034369885921,15500,883.98,0.0007,2.41554856300354,1066,41.65,,
312000,290,15599,0.9603500887751579,-0.009370892308652401,0.0003414477687329054,15600,899.62,0.0007,0.051210667937994,1073,42.23,,
314000,290,15699,-2.2926836013793945,-0.028728444129228592,-0.0007334515685215592,15700,899.61,0.0007,1.3254245519638062,1079,41.79,,
316000,290,15799,0.83584263920784,-0.09879507124423981,0.024465736001729965,15800,897.72,0.0007,0.18866762518882751,1086,41.95,,
